,sql_id,nl_query,sql,GT_sql,zhengn,record_id_y,error_classification_y
10,680,"How many customers have email that contains ""gmail.com""?","SELECT COUNT(*) FROM Customer WHERE Customer.Email LIKE ""% gmail.com %""","SELECT COUNT(*) FROM CUSTOMER WHERE Email LIKE ""%gmail.com%""",zhengning,3383a84c-dfb4-465e-aa09-73b0563afb89,"CL1, D1, D1a"
11,623,"What is Weekly Rank of TV series with Episode ""A Love of a Lifetime""?","SELECT TV_series.Weekly_Rank FROM TV_series WHERE TV_series.Episode = ""A Love of A Lifetime""","SELECT Weekly_Rank FROM TV_series WHERE Episode = ""A Love of a Lifetime"";",zhengning,1ee1a42f-0cc2-4b04-97b3-28077d66284c,"D1, D1a"
12,1237,What are the department name and room for the course INTRODUCTION TO COMPUTER SCIENCE?,"SELECT Department.DName, Department.Room FROM Course JOIN Department ON Department.DNO = Course.DNO WHERE Course.CName = ""COMPUTER SCIENCE""","SELECT T2.Dname ,  T2.Room FROM COURSE AS T1 JOIN DEPARTMENT AS T2 ON T1.DNO  =  T2.DNO WHERE T1.CName  =  ""INTRODUCTION TO COMPUTER SCIENCE""",zhengning,a9a8f4de-1674-43b7-ab48-a0c079cf347e,"D1, D1a"
13,1206,Show the names of members and the locations of colleges they go to in ascending alphabetical order of member names.,"SELECT member.Name, college.College_Location FROM member JOIN college ON member.College_ID = college.College_ID ORDER BY college.Name ASC","SELECT T2.Name ,  T1.College_Location FROM college AS T1 JOIN member AS T2 ON T1.College_ID  =  T2.College_ID ORDER BY T2.Name ASC",zhengning,8b6a6a52-d0cb-4551-a228-cbe40a2eff87,"D1, nan"
14,1227,"What are the last names of female students, ordered by age descending?","SELECT Student.LName FROM Student WHERE Student.Sex = ""VALUE"" ORDER BY Student.Age DESC","SELECT LName FROM STUDENT WHERE Sex  =  ""F"" ORDER BY Age DESC",zhengning,2397e958-5b7b-4b5c-93ce-de4f31561fa5,"D1, nan"
15,1044,What is the average rating of songs produced by female artists?,"SELECT AVG(song.rating) FROM artist JOIN song ON artist.artist_name = song.artist_name WHERE artist.gender = ""VALUE""","SELECT avg(T2.rating) FROM artist AS T1 JOIN song AS T2 ON T1.artist_name  =  T2.artist_name WHERE T1.gender  =  ""Female""",zhengning,97fa7563-23d2-4d3e-b0f7-5b1003204a2c,
16,1007,How many engineers did each staff contact? List both the contact staff name and number of engineers contacted.,"SELECT Staff.staff_name, COUNT(*) FROM Staff JOIN Engineer_Visits ON Staff.staff_id = Engineer_Visits.contact_staff_id GROUP BY Engineer_Visits.contact_staff_id","SELECT T1.staff_name ,  count(*) FROM Staff AS T1 JOIN Engineer_Visits AS T2 ON T1.staff_id  =  T2.contact_staff_id GROUP BY T1.staff_name",zhengning,32eb0c58-ad1c-47d0-9c2a-2d9e5a3120d1,"D1, BN1"
17,726,Show the enrollment and primary_conference of the oldest college.,"SELECT university.Affiliation, university.Primary_conference FROM university ORDER BY university.Enrollment DESC LIMIT 1","SELECT enrollment ,  primary_conference FROM university ORDER BY founded LIMIT 1",zhengning,34e12a32-a9ab-41cf-b980-dc807517768d,"BL1, BN1"
18,734,Find how many school locations have the word 'NY'.,"SELECT COUNT(university.Location) FROM university WHERE university.Location LIKE ""% NY %""","SELECT count(*) FROM university WHERE LOCATION LIKE ""%NY%""",zhengning,719b60df-fef1-46ca-b697-49948d8a49b6,
19,772,"What are the ids, names, dates of opening, and other details for accounts corresponding to the customer with the first name ""Meaghan""?","SELECT Accounts.account_id, Accounts.date_account_opened, Accounts.other_account_details FROM Customers JOIN Accounts ON Customers.customer_id = Accounts.customer_id WHERE Customers.customer_first_name = ""Meaghan""","SELECT T1.account_id ,  T1.date_account_opened ,  T1.account_name ,  T1.other_account_details FROM Accounts AS T1 JOIN Customers AS T2 ON T1.customer_id  =  T2.customer_id WHERE T2.customer_first_name  =  'Meaghan'",zhengning,3af50c2b-755a-4beb-8506-0b697fc81bda,"BL1, BL3"
20,816,What is the total balance of savings accounts not belonging to someone with the name Brown?,SELECT * FROM ACCOUNTS,SELECT sum(T2.balance) FROM accounts AS T1 JOIN savings AS T2 ON T1.custid  =  T2.custid WHERE T1.name != 'Brown',zhengning,902a89bc-af26-4cdc-ae0b-9ebd4f771bdf,"L5, CE2, F4, BL3"
21,1358,What is the first name of the students who are in age 20 to 25 and living in PHL city?,"SELECT Student.Fname FROM Student WHERE Student.Age BETWEEN 20 AND Student.city_code = ""PHL""",SELECT fname FROM student WHERE city_code  =  'PHL' AND age BETWEEN 20 AND 25,zhengning,d33d93cc-bf43-4f9b-aff8-42297c20d981,"L5, CE2"
22,441,What are the different dorm amenity names in alphabetical order?,SELECT DISTINCT Dorm.dorm_name FROM Dorm JOIN Dorm_amenity ON Dorm.dormid = Dorm_amenity.amenid ORDER BY Dorm_amenity.amenity_name,SELECT amenity_name FROM dorm_amenity ORDER BY amenity_name,zhengning,8aa71827-d346-482d-8d35-548361cdca02,"E1, A2a, F4"
23,611,"How many cartoons were written by ""Joseph Kuhr""?","SELECT COUNT(DISTINCT Cartoon.Written_by) FROM Cartoon WHERE Cartoon.Written_by = ""Joseph Kuhr""","SELECT count(*) FROM Cartoon WHERE Written_by = ""Joseph Kuhr"";",zhengning,94122856-2320-4995-8b95-4362970ad008,"E1, BL2"
24,1361,Find the average and total capacity of dorms for the students with gender X.,"SELECT AVG(Dorm.student_capacity), SUM(Dorm.student_capacity) FROM Dorm JOIN Student ON Dorm.dormid = Student.StuID WHERE Student.Sex = ""X""","SELECT avg(student_capacity) ,  sum(student_capacity) FROM dorm WHERE gender  =  'X'",zhengning,7c67c8ed-2dcc-48b2-b373-174df07a8d1d,"E1, A2a, CF5, BL2"
25,638,Find the names and publication dates of all catalogs that have catalog level number greater than 5.,"SELECT Catalogs.catalog_name, Catalogs.date_of_publication FROM Catalogs JOIN Catalog_Structure ON Catalogs.catalog_id = Catalog_Structure.catalog_id WHERE Catalog_Structure.catalog_level_name > 5","SELECT t1.catalog_name ,  t1.date_of_publication FROM catalogs AS t1 JOIN catalog_structure AS t2 ON t1.catalog_id  =  t2.catalog_id WHERE catalog_level_number  >  5",zhengning,04bffa24-ddfd-426e-8d9c-752e88f0a980,
26,1111,What are the names of the ships  that are from either the US or the UK?,"SELECT ship.Name FROM ship WHERE ship.Nationality = ""US"" OR ship.Nationality = ""UK""","SELECT Name FROM ship WHERE Nationality  =  ""United States"" OR Nationality  =  ""United Kingdom""",zhengning,8d13b0da-afa2-404e-82c5-a62026da2af2,"D1c, E1, CF5"
27,975,"Find the name, account type, and account balance of the customer who has the highest credit score.","SELECT customer.cust_name, customer.acc_type, customer.acc_bal FROM customer ORDER BY customer.credit_score LIMIT 1","SELECT cust_name ,  acc_type ,  acc_bal FROM customer ORDER BY credit_score DESC LIMIT 1",zhengning,e79564df-190b-4ee1-ab77-ffe7c520198b,"D1c, nan"
28,1150,What are the ids and details for all organizations that have grants of more than 6000 dollars?,"SELECT Grants.organisation_id, Organisations.organisation_details FROM Organisations JOIN Grants ON Organisations.organisation_id = Grants.organisation_id WHERE Grants.grant_amount > 6000","SELECT T2.organisation_id ,  T2.organisation_details FROM Grants AS T1 JOIN Organisations AS T2 ON T1.organisation_id  =  T2.organisation_id GROUP BY T2.organisation_id HAVING sum(T1.grant_amount)  >  6000",zhengning,86fcea4a-5608-44ac-9bd7-2e5efdca5aab,"nan, A1f, AN2"
29,1354,"Show the customer name, customer address city, date from, and date to for each customer address history.","SELECT Customers.customer_name, Customer_Address_History.date_from, Customer_Address_History.date_to FROM Customers JOIN Customer_Address_History ON Customers.customer_id = Customer_Address_History.customer_id JOIN Addresses ON Customer_Address_History.address_id = Addresses.address_id","SELECT T2.customer_name ,  T3.city ,  T1.date_from ,  T1.date_to FROM customer_address_history AS T1 JOIN customers AS T2 ON T1.customer_id  =  T2.customer_id JOIN addresses AS T3 ON T1.address_id  =  T3.address_id",zhengning,b538f9c0-e474-46eb-8124-11e8116a6b97,"A1f, BL3, AN2"
30,1292,Which college has any student who is a goalie and succeeded in the tryout.,"SELECT Tryout.cName FROM Tryout WHERE Tryout.pPos = ""goalie""",SELECT cName FROM  tryout WHERE decision  =  'yes' AND pPos  =  'goalie',zhengning,29aacc9c-294a-41c7-8bff-f2fe4318bc21,"F4, BL3"
31,193,What is the total number of customers who use banks in New York City?,"SELECT SUM(bank.no_of_customers) FROM bank WHERE bank.city = ""New York""",SELECT sum(no_of_customers) FROM bank WHERE city  =  'New York City',zhengning,01903dde-aae7-40fc-990c-fc888c51d9ca,"D1c, F4"
32,1090,Find the number of medications prescribed for each brand.,"SELECT Medication.Brand, COUNT(*) FROM Medication GROUP BY Medication.Brand","SELECT count(*) ,  T1.name FROM medication AS T1 JOIN prescribes AS T2 ON T1.code = T2.medication GROUP BY T1.brand",zhengning,68ffb1ac-8ac4-4949-af2b-ed79b6d417db,"D1c, BL1, CE2"
33,942,Find the parties associated with the delegates from district 1. Who served as governors of the parties?,SELECT party.Party FROM party JOIN election ON party.Party_ID = election.Party WHERE election.District = 1,SELECT T2.Governor FROM election AS T1 JOIN party AS T2 ON T1.Party  =  T2.Party_ID WHERE T1.District  =  1,zhengning,9a4b967a-fe6b-4890-98f4-369761a0b50e,"CE2, BF4"
34,1161,How many project staff worked as leaders or started working before '1989-04-24 23:51:54'?,"SELECT COUNT(*) FROM Project_Staff WHERE Project_Staff.date_from < ""1989-04-24 23 : 51 : 54"" OR Project_Staff.date_from < ""1989-04-24 23 : 51 : 54""",SELECT count(*) FROM Project_Staff WHERE role_code  =  'leader' OR date_from  <  '1989-04-24 23:51:54',zhengning,9ec86996-2859-451f-a903-27a3e4345ab2,"BL1, F3, BF4, F4"
35,1199,Who has a friend that is from new york city?,"SELECT Person.name FROM Person JOIN PersonFriend ON Person.name = PersonFriend.friend WHERE Person.city = ""new york""",SELECT T2.name FROM Person AS T1 JOIN PersonFriend AS T2 ON T1.name  =  T2.friend WHERE T1.city  =  'new york city',zhengning,9db7e60d-cec1-47a8-84cc-92da86ca17e8,"D1c, F3, F4"
36,1066,What is average salary of the players in the team named 'Boston Red Stockings' ?,"SELECT AVG(player_college.year) FROM player_college WHERE player_college.college_id = ""Boston Red Stockings""",SELECT avg(T1.salary) FROM salary AS T1 JOIN team AS T2 ON T1.team_id  =  T2.team_id_br WHERE T2.name  = 'Boston Red Stockings',zhengning,a3254efd-0721-48e1-9356-a35a66ac5dbc,"CL1, D1c"
37,1151,"When do all the researcher role staff start to work, and when do they stop working?","SELECT Project_Staff.date_from, Project_Staff.date_to FROM Project_Staff","SELECT date_from ,  date_to FROM Project_Staff WHERE role_code  =  'researcher'",zhengning,f8266d13-5cfc-43ed-a42e-a7fe8a9c82bc,"CL1, F4"
38,899,What are the countries that have at least two perpetrators?,SELECT perpetrator.Country FROM perpetrator GROUP BY perpetrator.Country HAVING COUNT(*) >= 2,"SELECT Country ,  COUNT(*) FROM perpetrator GROUP BY Country HAVING COUNT(*)  >=  2",zhengning,abcd02d4-b5a9-4871-a243-ccfae12c1578,"L5, F4"
39,854,What are the payment date of the payment with amount paid higher than 300 or with payment type is 'Check',"SELECT Payments.payment_date FROM Payments WHERE Payments.amount_paid_in_full_yn > 300 OR Payments.payment_type_code = ""Check""",SELECT payment_date FROM payments WHERE amount_paid  >  300 OR payment_type_code  =  'Check',zhengning,2879ea40-030a-4be1-8d3f-eac984726a55,"L5, BF4"
40,780,"What are the the full names and ids for all customers, and how many accounts does each have?","SELECT Customers.customer_first_name, Customers.customer_middle_initial, COUNT(*), Customers.customer_id FROM Customers JOIN Accounts ON Customers.customer_id = Accounts.customer_id GROUP BY Customers.customer_id","SELECT T1.customer_id ,  T2.customer_first_name ,  T2.customer_last_name ,  count(*) FROM Accounts AS T1 JOIN Customers AS T2 ON T1.customer_id  =  T2.customer_id GROUP BY T1.customer_id",zhengning,fb7c18ef-88a6-4f5e-947a-128a83890fc7,"CL1, BF4"
41,1290,Find the average hours for the students whose tryout decision is no.,"SELECT AVG(Tryout.decision) FROM Tryout WHERE Tryout.decision = ""no""",SELECT avg(T1.HS) FROM player AS T1 JOIN tryout AS T2 ON T1.pID  =  T2.pID WHERE T2.decision  =  'no',zhengning,7d6a238a-60e7-4891-a99c-0f1b2b1ceea0,"BL1, CE2"
42,1149,Find the organisation ids and details of the organisations which are involved in,"SELECT Organisations.organisation_id, Organisations.organisation_details FROM Organisations","SELECT T2.organisation_id ,  T2.organisation_details FROM Grants AS T1 JOIN Organisations AS T2 ON T1.organisation_id  =  T2.organisation_id GROUP BY T2.organisation_id HAVING sum(T1.grant_amount)  >  6000",zhengning,3940e4da-a33f-4660-8442-211f074fbf96,"CL1, A1f, AN2"
43,229,List the position of players with average number of points scored by players of that position bigger than 20.,SELECT player.Position FROM player GROUP BY player.Position HAVING AVG(player.Points) > 20,SELECT POSITION FROM player GROUP BY name HAVING avg(Points)  >=  20,zhengning,e64619d9-ec4f-4692-8f9e-595b08e4bd79,"CE2, BN1, A1f, AN2"
44,656,Find the name and capacity of products with price greater than 700 (in USD).,SELECT Catalog_Contents.capacity FROM Catalog_Contents WHERE Catalog_Contents.price_in_dollars > 700,"SELECT catalog_entry_name ,  capacity FROM Catalog_Contents WHERE price_in_dollars  >  700",zhengning,ee82c408-c4fa-4b64-8962-aa2be2715236,"BN1, BL3"
45,713,What are the names of enzymes that include the string 'ALA'?,"SELECT enzyme.name FROM enzyme WHERE enzyme.name LIKE ""% ALA %""","SELECT name FROM enzyme WHERE name LIKE ""%ALA%""",zhengning,d61bf488-50f3-4d33-ae94-be16e687d242,"D1, BL3"
46,280,"Find the description of the club called ""Tennis Club"".","SELECT Club.ClubDesc FROM Club WHERE Club.ClubName = ""Tennis club""","SELECT clubdesc FROM club WHERE clubname  =  ""Tennis Club""",zhengning,62ced6f2-0590-4ffc-8663-e43c1d30c0cb,"D1, D1a"
47,1069,List the first and last name for players who participated in all star game in 1998.,SELECT all_star.game_id FROM player_college JOIN all_star ON player_college.player_id = all_star.player_id WHERE all_star.year = 1998,"SELECT name_first ,  name_last FROM player AS T1 JOIN all_star AS T2 ON T1.player_id  =  T2.player_id WHERE YEAR  =  1998",zhengning,19c1bcdd-cf48-4cf2-a26c-8156fe22a0b5,"CL1, D1a"
48,592,"In 1980, how many cars were made?",SELECT COUNT(*) FROM car_names WHERE car_names.Model = 1980,SELECT count(*) FROM CARS_DATA WHERE YEAR  =  1980;,zhengning,4ed1c357-a71d-4119-9c96-9b62a6041b32,CF5
49,675,Count the number of tracks that are part of the rock genre.,"SELECT COUNT(*) FROM Genre JOIN Track ON Genre.GenreId = Track.GenreId WHERE Genre.Name = ""rock""","SELECT COUNT(*) FROM GENRE AS T1 JOIN TRACK AS T2 ON T1.GenreId  =  T2.GenreId WHERE T1.Name  =  ""Rock""",zhengning,05de2468-f4f8-4f33-a18a-6cd59c38882d,"CF5, CL1, D1a"
50,967,Find the name and account balance of the customer whose name includes the letter ‘a’.,"SELECT customer.cust_name, customer.acc_bal FROM customer WHERE customer.cust_name LIKE ""% a %""","SELECT cust_name ,  acc_bal FROM customer WHERE cust_name LIKE '%a%'",zhengning,b7261b29-f9bc-4aee-9617-f48cbd27d987,"D1, D1a"
51,414,What are the different cities that have more than 100 memberships?,SELECT member.Hometown FROM member GROUP BY member.Hometown HAVING COUNT(*) > 100,SELECT DISTINCT city FROM branch WHERE membership_amount  >=  100,zhengning,7766d323-41ab-45d6-9167-1f741179b433,"BL3, D1"
52,668,"Find the names of all the tracks that contain the word ""you"".","SELECT Track.Name FROM Track WHERE Track.Name LIKE ""% you %""",SELECT Name FROM TRACK WHERE Name LIKE '%you%',zhengning,0c589d1f-b672-4bf6-b3f2-8d7fb6f0292c,"BL3, nan"
53,649,"Which catalog contents have a product stock number that starts from ""2""? Show the catalog entry names.","SELECT Catalog_Contents.catalog_entry_name FROM Catalog_Contents WHERE Catalog_Contents.catalog_entry_name LIKE ""2 %""","SELECT catalog_entry_name FROM catalog_contents WHERE product_stock_number LIKE ""2%""",zhengning,2a5ed879-8b7b-43e4-a479-7162143a3f38,"BF4, nan"
54,906,"What are the support, consider, and oppose rates of each candidate, ordered ascending by their unsure rate?","SELECT candidate.Support_rate, candidate.Oppose_rate FROM candidate ORDER BY candidate.Unsure_rate","SELECT Support_rate ,  Consider_rate ,  Oppose_rate FROM candidate ORDER BY unsure_rate",zhengning,1a478c28-f3f5-41a8-a6da-0fa29578439e,"BF4, BL3"
55,698,What is the average unit price of rock tracks?,"SELECT AVG(Track.UnitPrice) FROM Genre JOIN Track ON Genre.GenreId = Track.GenreId WHERE Genre.Name = ""rock""","SELECT AVG(T2.UnitPrice) FROM GENRE AS T1 JOIN TRACK AS T2 ON T1.GenreId  =  T2.GenreId WHERE T1.Name  =  ""Rock""",zhengning,81b1bbb8-5c54-4e89-ace5-17a557c0a5c2,"BL3, D1a"
56,317,Find the person who has exactly one friend.,SELECT PersonFriend.friend FROM PersonFriend GROUP BY PersonFriend.name HAVING COUNT(*) = 1,SELECT name FROM PersonFriend GROUP BY name HAVING count(*)  =  1,zhengning,384a552f-f01d-4c86-89fb-bdaaaf75083f,"BL1, D1a"
57,757,Show the names of people and the number of times they have been on the affirmative side of debates.,"SELECT people.Name, COUNT(*) FROM debate_people JOIN people ON debate_people.Affirmative = people.People_ID WHERE debate_people.Affirmative = affirmative GROUP BY debate_people.Affirmative","SELECT T2.Name ,  COUNT(*) FROM debate_people AS T1 JOIN people AS T2 ON T1.Affirmative  =  T2.People_ID GROUP BY T2.Name",zhengning,387cec02-8f55-46f0-bdf1-230a9e2d6c2b,"BL1, F3, BN1"
58,761,Find the total and average amount paid in claim headers.,"SELECT SUM(Claim_Headers.Amount_Claimed), AVG(Claim_Headers.Amount_Claimed) FROM Claim_Headers","SELECT sum(amount_piad) ,  avg(amount_piad) FROM claim_headers",zhengning,0989b2b6-2024-4f9e-8126-12d6f636befe,"BL1, BN1, F3"
59,851,"What are the first name, last name, and gender of all the good customers? Order by their last name.","SELECT Customers.first_name, Customers.last_name, Customers.gender_mf FROM Customers ORDER BY Customers.good_or_bad_customer","SELECT first_name ,  last_name ,  gender_mf FROM customers WHERE good_or_bad_customer  =  'good' ORDER BY last_name",zhengning,da13943a-04fd-4af8-b807-8fd0ab792f3e,"BL1, F4"
60,1059,What are the names of all male British artists?,"SELECT artist.artist_name FROM artist WHERE artist.gender = ""British""","SELECT artist_name FROM artist WHERE country  =  ""UK"" AND gender  =  ""Male""",zhengning,fb7411da-9e5f-4882-8909-da0820d1422c,D1
61,1046,What is the country of origin of the artist who is female and produced a song in Bangla?,"SELECT artist.country FROM artist JOIN song ON artist.artist_name = song.artist_name WHERE artist.gender = ""female"" AND song.languages = ""Bangla""","SELECT T1.country FROM artist AS T1 JOIN song AS T2 ON T1.artist_name  =  T2.artist_name WHERE T1.gender  =  ""Female"" AND T2.languages  =  ""bangla""",zhengning,bc6aef75-69b5-4db9-99b0-dd3dd43c0ffb,"D1, F4, D1a"
62,1062,What are the average rating and resolution of songs that are in Bangla?,"SELECT AVG(song.rating), AVG(song.resolution) FROM song WHERE song.languages = ""Bangla""","SELECT avg(rating) ,  avg(resolution) FROM song WHERE languages  =  ""bangla""",zhengning,6844d711-f967-442d-a1d1-c239dcd9c5af,
63,1324,Give me a list of descriptions of the problems that are reported by the staff whose first name is Christop.,"SELECT Problems.problem_description FROM Staff JOIN Problem_Log ON Staff.staff_id = Problem_Log.assigned_to_staff_id JOIN Problems ON Problem_Log.problem_id = Problems.problem_id WHERE Staff.staff_first_name = ""Christop""","SELECT T1.problem_description FROM problems AS T1 JOIN staff AS T2 ON T1.reported_by_staff_id = T2.staff_id WHERE T2.staff_first_name = ""Christop""",zhengning,9d144628-3128-4e60-b572-91fb3b1adafc,"E1, D1a"
64,391,How many states that have some college students playing in the mid position but not in the goalie position.,"SELECT COUNT(*) FROM Tryout WHERE Tryout.pPos = ""mid"" AND Tryout.pPos != ""goalie""",SELECT COUNT(*) FROM (SELECT T1.state FROM college AS T1 JOIN tryout AS T2 ON T1.cName  =  T2.cName WHERE T2.pPos  =  'mid' EXCEPT SELECT T1.state FROM college AS T1 JOIN tryout AS T2 ON T1.cName  =  T2.cName WHERE T2.pPos  =  'goalie'),zhengning,70172919-94fd-45c3-b549-8952b35b7b07,"CE2, E1, A1d"
65,1010,"Give me the times and numbers of all trains that go to Chennai, ordered by time.","SELECT train.train_number, train.time FROM train WHERE train.origin = ""Chennai"" ORDER BY train.time","SELECT TIME ,  train_number FROM train WHERE destination  =  'Chennai' ORDER BY TIME",zhengning,82da645f-bdfb-4e78-b06c-008c0c758872,"CE2, A1d, BF4"
66,762,What are the total amount and average amount paid in claim headers?,"SELECT SUM(Claim_Headers.Amount_Claimed), AVG(Claim_Headers.Amount_Piad) FROM Claim_Headers","SELECT sum(amount_piad) ,  avg(amount_piad) FROM claim_headers",zhengning,772d07e7-fc79-4423-9f98-91f5a0cf67dc,"BL1, BF4"
67,1246,"What are the total number of Domestic Passengers of airports that contain the word ""London"".","SELECT SUM(airport.Total_Passengers) FROM airport WHERE airport.Domestic_Passengers LIKE ""% London %""","SELECT sum(Domestic_Passengers) FROM airport WHERE Airport_Name LIKE ""%London%""",zhengning,6e96f679-4f2b-4528-a020-e0830916c0be,BF4
68,1068,What are first and last names of players participating in all star game in 1998?,"SELECT all_star.player_id, all_star.game_id FROM player_college JOIN all_star ON player_college.player_id = all_star.player_id WHERE all_star.year = 1998","SELECT name_first ,  name_last FROM player AS T1 JOIN all_star AS T2 ON T1.player_id  =  T2.player_id WHERE YEAR  =  1998",zhengning,50e2096c-4079-4630-955a-b65f41dea9e7,"BL1, CL1, BF4"
69,625,find id of the tv channels that from the countries where have more than two tv channels.,SELECT TV_Channel.Country FROM TV_Channel GROUP BY TV_Channel.Country HAVING COUNT(*) > 2,SELECT id FROM tv_channel GROUP BY country HAVING count(*)  >  2,zhengning,87c6aa2a-75cc-458c-b549-aa0f6d318aad,"BL1, CL1"
70,971,Find the branch name of the bank that has the most number of customers.,SELECT bank.branch_ID FROM bank ORDER BY bank.no_of_customers DESC LIMIT 1,SELECT bname FROM bank ORDER BY no_of_customers DESC LIMIT 1,zhengning,d7bccd25-0992-444c-a00c-979a1e3f4c5c,
71,1057,"What are the names of all genres in alphabetical order, combined with its ratings?","SELECT genre.g_name, genre.rating FROM genre ORDER BY genre.rating","SELECT g_name ,  rating FROM genre ORDER BY g_name",zhengning,7cc5fa18-417c-4dbd-a4eb-7a24c9f0088d,"BL1, BN1"
72,992,What are the names and cities of bank branches that offer loans for business?,"SELECT loan.branch_ID, bank.city FROM bank JOIN loan ON bank.branch_ID = loan.branch_ID","SELECT T1.bname ,  T1.city FROM bank AS T1 JOIN loan AS T2 ON T1.branch_id  =  T2.branch_id WHERE T2.loan_type  =  'Business'",zhengning,0d1924e3-1648-431a-9007-f458bfa926ba,"BN1, CL1, F4"
73,5,Find the names of all the catalog entries.,SELECT Catalogs.catalog_name FROM Catalogs,SELECT distinct(catalog_entry_name) FROM catalog_contents,zhengning,699a2ce5-2123-46e3-a4a3-3aa440370bff,"CL1, A1b, F4"
74,1173,How many people whose age is greater 30 and job is engineer?,"SELECT COUNT(*) FROM Person WHERE Person.age > 30 AND Person.job = ""VALUE""",SELECT count(*) FROM Person WHERE age  >  30 AND job  =  'engineer',zhengning,e93ccd37-cf3d-441c-bee2-03557eda941d,"CL1, D1, A1b"
75,1174,HOw many engineers are older than 30?,SELECT COUNT(*) FROM Person WHERE Person.age > 30,SELECT count(*) FROM Person WHERE age  >  30 AND job  =  'engineer',zhengning,c5322e78-a49a-434f-b956-ee9d167e7f7c,"D1, F4"
76,821,Find the total checking and saving balance of all accounts sorted by the total balance in ascending order.,"SELECT ""CHECKING"", CHECKING.balance FROM CHECKING ORDER BY CHECKING.balance ASC",SELECT T1.balance + T2.balance FROM checking AS T1 JOIN savings AS T2 ON T1.custid  =  T2.custid ORDER BY T1.balance + T2.balance,zhengning,ad01e91d-987d-45c3-a3d1-d251879218dd,"L5, CE2, F4"
