,Unnamed: 0,sql_id,nl_query,sql,GT_sql,tianyi,record_id_x,tianyi_code,zhengn,record_id_y,zhengn_code
39,39,854,What are the payment date of the payment with amount paid higher than 300 or with payment type is 'Check',"SELECT Payments.payment_date FROM Payments WHERE Payments.amount_paid_in_full_yn > 300 OR Payments.payment_type_code = ""Check""",SELECT payment_date FROM payments WHERE amount_paid  >  300 OR payment_type_code  =  'Check',tianyi,281d128b-1040-43f7-840a-f72c5e1df77a,"L5, BF4, BL3",zhengning,2879ea40-030a-4be1-8d3f-eac984726a55,"L5, BF4"
40,40,780,"What are the the full names and ids for all customers, and how many accounts does each have?","SELECT Customers.customer_first_name, Customers.customer_middle_initial, COUNT(*), Customers.customer_id FROM Customers JOIN Accounts ON Customers.customer_id = Accounts.customer_id GROUP BY Customers.customer_id","SELECT T1.customer_id ,  T2.customer_first_name ,  T2.customer_last_name ,  count(*) FROM Accounts AS T1 JOIN Customers AS T2 ON T1.customer_id  =  T2.customer_id GROUP BY T1.customer_id",tianyi,183998ed-8238-4f95-b37b-79bf48bd5cb6,"BN1, BF4, BL3",zhengning,fb7c18ef-88a6-4f5e-947a-128a83890fc7,"CL1, BF4"
41,41,1290,Find the average hours for the students whose tryout decision is no.,"SELECT AVG(Tryout.decision) FROM Tryout WHERE Tryout.decision = ""no""",SELECT avg(T1.HS) FROM player AS T1 JOIN tryout AS T2 ON T1.pID  =  T2.pID WHERE T2.decision  =  'no',tianyi,20d357a7-e373-4053-8740-c995b5b59af6,"BL1, BL3, BN1, CL1, CE2",zhengning,7d6a238a-60e7-4891-a99c-0f1b2b1ceea0,"BL1, CE2"
42,42,1149,Find the organisation ids and details of the organisations which are involved in,"SELECT Organisations.organisation_id, Organisations.organisation_details FROM Organisations","SELECT T2.organisation_id ,  T2.organisation_details FROM Grants AS T1 JOIN Organisations AS T2 ON T1.organisation_id  =  T2.organisation_id GROUP BY T2.organisation_id HAVING sum(T1.grant_amount)  >  6000",tianyi,b58b3fc8-34cc-4e72-a217-bcfbad67642e,"BL1, AN2, CL1, A1f",zhengning,3940e4da-a33f-4660-8442-211f074fbf96,"CL1, A1f, AN2"
43,43,229,List the position of players with average number of points scored by players of that position bigger than 20.,SELECT player.Position FROM player GROUP BY player.Position HAVING AVG(player.Points) > 20,SELECT POSITION FROM player GROUP BY name HAVING avg(Points)  >=  20,tianyi,22aa1327-ac25-43c8-b979-0bfb381c18cf,"F1, AN2, BN1, CE2, A1f",zhengning,e64619d9-ec4f-4692-8f9e-595b08e4bd79,"CE2, BN1, A1f, AN2"
44,44,656,Find the name and capacity of products with price greater than 700 (in USD).,SELECT Catalog_Contents.capacity FROM Catalog_Contents WHERE Catalog_Contents.price_in_dollars > 700,"SELECT catalog_entry_name ,  capacity FROM Catalog_Contents WHERE price_in_dollars  >  700",tianyi,83ac7242-9953-413a-aaf2-a9428369d35b,"BN1, F1, BL3",zhengning,ee82c408-c4fa-4b64-8962-aa2be2715236,"BN1, BL3"
45,45,713,What are the names of enzymes that include the string 'ALA'?,"SELECT enzyme.name FROM enzyme WHERE enzyme.name LIKE ""% ALA %""","SELECT name FROM enzyme WHERE name LIKE ""%ALA%""",tianyi,f2a0c80a-9432-4b1b-8c1d-a072dd008d22,"D1c, BL3",zhengning,d61bf488-50f3-4d33-ae94-be16e687d242,"D1, BL3"
46,46,280,"Find the description of the club called ""Tennis Club"".","SELECT Club.ClubDesc FROM Club WHERE Club.ClubName = ""Tennis club""","SELECT clubdesc FROM club WHERE clubname  =  ""Tennis Club""",tianyi,a2bdc64b-8db1-4cdb-bbe5-408b148322ba,"D1c, D1a",zhengning,62ced6f2-0590-4ffc-8663-e43c1d30c0cb,"D1, D1a"
47,47,1069,List the first and last name for players who participated in all star game in 1998.,SELECT all_star.game_id FROM player_college JOIN all_star ON player_college.player_id = all_star.player_id WHERE all_star.year = 1998,"SELECT name_first ,  name_last FROM player AS T1 JOIN all_star AS T2 ON T1.player_id  =  T2.player_id WHERE YEAR  =  1998",tianyi,4cc671bb-21af-4ddc-a22c-7bd49e6f79be,"CE3, BL1, D1a",zhengning,19c1bcdd-cf48-4cf2-a26c-8156fe22a0b5,"CL1, D1a"
48,48,592,"In 1980, how many cars were made?",SELECT COUNT(*) FROM car_names WHERE car_names.Model = 1980,SELECT count(*) FROM CARS_DATA WHERE YEAR  =  1980;,tianyi,ae72f9d2-c060-4b1c-9013-41ed8c7c7b2c,"BL1, CE3, BF4",zhengning,4ed1c357-a71d-4119-9c96-9b62a6041b32,CF5
49,49,675,Count the number of tracks that are part of the rock genre.,"SELECT COUNT(*) FROM Genre JOIN Track ON Genre.GenreId = Track.GenreId WHERE Genre.Name = ""rock""","SELECT COUNT(*) FROM GENRE AS T1 JOIN TRACK AS T2 ON T1.GenreId  =  T2.GenreId WHERE T1.Name  =  ""Rock""",tianyi,96e0b367-9cc4-40c2-8ff5-455621eaae77,"BF4, D1a",zhengning,05de2468-f4f8-4f33-a18a-6cd59c38882d,"CF5, CL1, D1a"
50,50,967,Find the name and account balance of the customer whose name includes the letter ‘a’.,"SELECT customer.cust_name, customer.acc_bal FROM customer WHERE customer.cust_name LIKE ""% a %""","SELECT cust_name ,  acc_bal FROM customer WHERE cust_name LIKE '%a%'",tianyi,68e10111-3aef-423d-9ee6-552efde2e520,"D1c, D1a",zhengning,b7261b29-f9bc-4aee-9617-f48cbd27d987,"D1, D1a"
51,51,414,What are the different cities that have more than 100 memberships?,SELECT member.Hometown FROM member GROUP BY member.Hometown HAVING COUNT(*) > 100,SELECT DISTINCT city FROM branch WHERE membership_amount  >=  100,tianyi,47d7efdd-3780-4b6d-b166-d2e3f1aab9b3,"O2, BL1, D1c, N3, CL1",zhengning,7766d323-41ab-45d6-9167-1f741179b433,"BL3, D1"
52,52,668,"Find the names of all the tracks that contain the word ""you"".","SELECT Track.Name FROM Track WHERE Track.Name LIKE ""% you %""",SELECT Name FROM TRACK WHERE Name LIKE '%you%',tianyi,76cbfce7-2eeb-4511-a00c-4a8640f710d0,"BL1, N3, CL1, O2, D1c, A1b",zhengning,0c589d1f-b672-4bf6-b3f2-8d7fb6f0292c,BL3
53,53,649,"Which catalog contents have a product stock number that starts from ""2""? Show the catalog entry names.","SELECT Catalog_Contents.catalog_entry_name FROM Catalog_Contents WHERE Catalog_Contents.catalog_entry_name LIKE ""2 %""","SELECT catalog_entry_name FROM catalog_contents WHERE product_stock_number LIKE ""2%""",tianyi,c5a5c5a3-2af0-4ea3-917e-cd989c61c391,BF4,zhengning,2a5ed879-8b7b-43e4-a479-7162143a3f38,BF4
54,54,906,"What are the support, consider, and oppose rates of each candidate, ordered ascending by their unsure rate?","SELECT candidate.Support_rate, candidate.Oppose_rate FROM candidate ORDER BY candidate.Unsure_rate","SELECT Support_rate ,  Consider_rate ,  Oppose_rate FROM candidate ORDER BY unsure_rate",tianyi,9f7ba138-6247-4cb8-a136-bec456c7dd83,"D1c, BF4, BL3",zhengning,1a478c28-f3f5-41a8-a6da-0fa29578439e,"BF4, BL3"
55,55,698,What is the average unit price of rock tracks?,"SELECT AVG(Track.UnitPrice) FROM Genre JOIN Track ON Genre.GenreId = Track.GenreId WHERE Genre.Name = ""rock""","SELECT AVG(T2.UnitPrice) FROM GENRE AS T1 JOIN TRACK AS T2 ON T1.GenreId  =  T2.GenreId WHERE T1.Name  =  ""Rock""",tianyi,d512b16c-cd3d-49fd-8b60-ee1b52acc023,"BL3, D1a",zhengning,81b1bbb8-5c54-4e89-ace5-17a557c0a5c2,"BL3, D1a"
56,56,317,Find the person who has exactly one friend.,SELECT PersonFriend.friend FROM PersonFriend GROUP BY PersonFriend.name HAVING COUNT(*) = 1,SELECT name FROM PersonFriend GROUP BY name HAVING count(*)  =  1,tianyi,b7c3cb6b-37d3-487c-8d7a-6f97391d79b3,"BL1, D1a",zhengning,384a552f-f01d-4c86-89fb-bdaaaf75083f,"BL1, D1a"
57,57,757,Show the names of people and the number of times they have been on the affirmative side of debates.,"SELECT people.Name, COUNT(*) FROM debate_people JOIN people ON debate_people.Affirmative = people.People_ID WHERE debate_people.Affirmative = affirmative GROUP BY debate_people.Affirmative","SELECT T2.Name ,  COUNT(*) FROM debate_people AS T1 JOIN people AS T2 ON T1.Affirmative  =  T2.People_ID GROUP BY T2.Name",tianyi,d0cedc0f-81e6-4a4b-83b9-b615324f1224,"BL1, BN1, F4",zhengning,387cec02-8f55-46f0-bdf1-230a9e2d6c2b,"BL1, F3, BN1"
58,58,761,Find the total and average amount paid in claim headers.,"SELECT SUM(Claim_Headers.Amount_Claimed), AVG(Claim_Headers.Amount_Claimed) FROM Claim_Headers","SELECT sum(amount_piad) ,  avg(amount_piad) FROM claim_headers",tianyi,47019a0e-9a93-45e2-9bcd-cc689c815184,"BL1, BN1, F4",zhengning,0989b2b6-2024-4f9e-8126-12d6f636befe,"BL1, BN1, F3"
59,59,851,"What are the first name, last name, and gender of all the good customers? Order by their last name.","SELECT Customers.first_name, Customers.last_name, Customers.gender_mf FROM Customers ORDER BY Customers.good_or_bad_customer","SELECT first_name ,  last_name ,  gender_mf FROM customers WHERE good_or_bad_customer  =  'good' ORDER BY last_name",tianyi,c67779f3-a5b4-488d-9e1b-b38fc52fdbfd,"BL1, K3, F4",zhengning,da13943a-04fd-4af8-b807-8fd0ab792f3e,"BL1, F4"
60,60,1059,What are the names of all male British artists?,"SELECT artist.artist_name FROM artist WHERE artist.gender = ""British""","SELECT artist_name FROM artist WHERE country  =  ""UK"" AND gender  =  ""Male""",tianyi,1e9ba39c-fcf4-4901-ae2f-f135cfc1cdf7,"D1c, K3",zhengning,fb7411da-9e5f-4882-8909-da0820d1422c,D1
