,sql_id,category_Fleiss_kappa,category_Krippendroffis_alpha,type_Fleiss_kappa,type_Krippendroffis_alpha
68,2169,1.0,1.0,1.0,1.0
69,1672,1.0,1.0,1.0,1.0
70,1697,1.0,1.0,1.0,1.0
71,2377,1.0,1.0,1.0,1.0
72,2376,0.7411764705882352,0.7529411764705882,0.6517412935323377,0.6567164179104478
73,618,0.7411764705882352,0.7529411764705882,0.6517412935323377,0.6567164179104478
74,2383,0.7411764705882352,0.7529411764705882,0.6517412935323377,0.6567164179104478
75,2074,0.223529411764706,0.2588235294117647,0.3538461538461538,0.3630769230769231
76,492,0.8181818181818181,0.8264462809917356,0.8412698412698412,0.8435374149659864
77,1702,1.0,1.0,1.0,1.0
78,1170,1.0,1.0,1.0,1.0
79,1150,1.0,1.0,1.0,1.0
80,2079,0.3888888888888888,0.4166666666666666,0.4696969696969693,0.4772727272727273
81,2386,0.6140350877192982,0.631578947368421,0.6517412935323377,0.6567164179104478
82,555,1.0,1.0,1.0,1.0
83,2297,0.6071428571428573,0.625,0.6354166666666667,0.640625
84,2345,-0.1578947368421052,-0.1052631578947367,-0.0294117647058827,-0.0147058823529411
85,621,1.0,1.0,1.0,1.0
86,1955,-0.0999999999999989,-0.05,-0.0294117647058827,-0.0147058823529411
87,1962,1.0,1.0,1.0,1.0
88,1856,1.0,1.0,0.6517412935323377,0.6567164179104478
89,1287,1.0,1.0,1.0,1.0
90,285,1.0,1.0,1.0,1.0
91,1456,1.0,1.0,1.0,1.0
92,1602,1.0,1.0,1.0,1.0
93,1839,0.6140350877192982,0.631578947368421,0.6517412935323377,0.6567164179104478
94,613,1.0,1.0,1.0,1.0
95,2015,1.0,1.0,0.6354166666666667,0.640625
96,2217,1.0,1.0,1.0,1.0
97,1144,1.0,1.0,1.0,1.0
98,1252,1.0,1.0,-0.0294117647058827,-0.0147058823529411
99,2009,0.5416666666666669,0.5625,0.4696969696969693,0.4772727272727273
100,775,1.0,1.0,1.0,1.0
101,2056,0.8181818181818181,0.8264462809917356,0.8412698412698412,0.8435374149659864
102,2350,0.7411764705882352,0.7529411764705882,0.6517412935323377,0.6567164179104478
103,2292,0.6071428571428573,0.625,0.6354166666666667,0.640625
104,1756,-0.2222222222222226,-0.1666666666666667,-0.0294117647058827,-0.0147058823529411
105,789,1.0,1.0,1.0,1.0
106,1868,0.7411764705882352,0.7529411764705882,0.6517412935323377,0.6567164179104478
107,1327,1.0,1.0,1.0,1.0
108,2006,-0.0999999999999989,-0.05,-0.0294117647058827,-0.0147058823529411
109,2005,0.6140350877192982,0.631578947368421,0.6517412935323377,0.6567164179104478
110,681,1.0,1.0,1.0,1.0
111,1325,1.0,1.0,1.0,1.0
112,2215,1.0,1.0,-0.0294117647058827,-0.0147058823529411
113,2219,1.0,1.0,1.0,1.0
114,45,1.0,1.0,1.0,1.0
115,1611,1.0,1.0,1.0,1.0
116,1608,1.0,1.0,1.0,1.0
117,2035,0.2666666666666668,0.3,0.2708333333333336,0.28125
118,2338,0.3888888888888888,0.4166666666666666,1.5303030303030307,0.3201970443349754
119,1115,0.6140350877192982,0.631578947368421,0.4696969696969693,0.4772727272727273
120,284,1.0,1.0,1.0,1.0
121,686,1.0,1.0,1.0,1.0
122,2017,1.0,1.0,1.0,1.0
123,2157,1.0,1.0,0.7846153846153846,0.7876923076923077
124,1833,1.0,1.0,1.0,1.0
125,2158,1.0,1.0,0.4696969696969693,0.4772727272727273
126,1136,1.0,1.0,1.0,1.0
127,1562,0.7411764705882352,0.7529411764705882,0.6517412935323377,0.6567164179104478
128,1736,-0.2222222222222226,-0.1666666666666667,-0.0294117647058827,-0.0147058823529411
129,2380,0.3888888888888888,0.4166666666666666,0.6517412935323377,0.6567164179104478
130,2187,1.0,1.0,1.0,1.0
131,1556,1.0,1.0,-0.0294117647058827,-0.0147058823529411
132,1121,1.0,1.0,1.0,1.0
133,1890,-0.0999999999999989,-0.05,-0.0294117647058827,-0.0147058823529411
134,1746,0.3888888888888888,0.4166666666666666,0.6517412935323377,0.6567164179104478
135,1740,0.6140350877192982,0.631578947368421,0.6517412935323377,0.6567164179104478
136,1500,1.0,1.0,1.0,1.0
137,2385,1.0,1.0,1.0,1.0
138,1262,1.0,1.0,1.0,1.0
139,1099,0.223529411764706,0.2588235294117647,-0.0769230769230769,-0.0615384615384615
140,774,1.0,1.0,1.0,1.0
141,1660,1.0,1.0,1.0,1.0
142,2039,1.0,1.0,1.0,1.0
143,1503,1.0,1.0,1.0,1.0
144,821,1.0,1.0,1.0,1.0
145,1154,1.0,1.0,1.0,1.0
146,2266,1.0,1.0,1.0,1.0
147,2040,1.0,1.0,1.0,1.0
148,446,0.3888888888888888,0.4166666666666666,0.4696969696969693,0.4772727272727273
149,1455,1.0,1.0,1.0,1.0
150,493,0.3714285714285715,0.4,0.3538461538461538,0.3630769230769231
151,1709,1.0,1.0,1.0,1.0
152,986,1.0,1.0,1.0,1.0
153,2001,0.223529411764706,0.2588235294117647,0.4696969696969693,0.4772727272727273
154,1784,0.5416666666666669,0.5625,0.3538461538461538,0.3630769230769231
155,2343,1.0,1.0,1.0,1.0
156,2311,0.3888888888888888,0.4166666666666666,0.4696969696969693,0.4772727272727273
157,2371,-0.2222222222222226,-0.1666666666666667,-0.0294117647058827,-0.0147058823529411
158,2155,1.0,1.0,1.0,1.0
159,1126,1.0,1.0,1.0,1.0
160,2117,1.0,1.0,1.0,1.0
161,1881,0.6071428571428573,0.625,0.3538461538461538,0.3630769230769231
162,2190,1.0,1.0,1.0,1.0
163,924,1.0,1.0,1.0,1.0
164,687,1.0,1.0,1.0,1.0
165,2189,1.0,1.0,1.0,1.0
166,1788,1.0,1.0,1.0,1.0
167,1974,1.0,1.0,1.0,1.0
168,2101,-0.0999999999999989,-0.05,-0.0294117647058827,-0.0147058823529411
169,254,1.0,1.0,1.0,1.0
170,649,1.0,1.0,1.0,1.0
171,1999,1.0,1.0,0.4696969696969693,0.4772727272727273
172,2011,1.0,1.0,0.6354166666666667,0.640625
173,1744,1.0,1.0,1.0,1.0
174,2026,1.0,1.0,1.0,1.0
175,1921,1.0,1.0,1.0,1.0
176,1950,0.7411764705882352,0.7529411764705882,0.7846153846153846,0.7876923076923077
177,1557,1.0,1.0,1.0,1.0
178,1367,0.3888888888888888,0.4166666666666666,-0.044776119402987,-0.0298507462686568
179,2184,1.0,1.0,1.0,1.0
180,1822,0.7411764705882352,0.7529411764705882,0.6517412935323377,0.6567164179104478
181,2167,1.0,1.0,1.0,1.0
182,2060,0.7411764705882352,0.7529411764705882,0.6517412935323377,0.6567164179104478
183,754,1.0,1.0,1.0,1.0
184,2043,1.0,1.0,1.0,1.0
185,1103,1.0,1.0,1.0,1.0
186,1666,1.0,1.0,1.0,1.0
187,1698,1.0,1.0,1.0,1.0
188,1130,0.7904761904761904,0.8,0.2708333333333336,0.28125
189,362,1.0,1.0,1.0,1.0
190,623,1.0,1.0,1.0,1.0
191,1787,1.0,1.0,1.0,1.0
192,1145,0.7411764705882352,0.7529411764705882,0.6517412935323377,0.6567164179104478
193,1875,1.0,1.0,1.0,1.0
194,2284,1.0,1.0,1.0,1.0
195,2030,0.6071428571428573,0.625,0.2708333333333336,0.28125
196,246,0.7411764705882352,0.7529411764705882,0.6517412935323377,0.6567164179104478
197,238,1.0,1.0,1.0,1.0
198,2032,0.6071428571428573,0.625,0.3538461538461538,0.3630769230769231
199,1261,1.0,1.0,1.0,1.0
200,1171,1.0,1.0,1.0,1.0
201,242,-0.1578947368421052,-0.1052631578947367,-0.044776119402987,-0.0298507462686568
202,1124,1.0,1.0,1.0,1.0
203,1225,1.0,1.0,1.0,1.0
204,2171,-0.2941176470588234,-0.2352941176470588,-0.0606060606060613,-0.0454545454545454
205,1300,1.0,1.0,1.0,1.0
206,245,0.223529411764706,0.2588235294117647,-0.044776119402987,-0.0298507462686568
207,682,1.0,1.0,1.0,1.0
208,1742,0.7411764705882352,0.7529411764705882,0.7846153846153846,0.7876923076923077
209,966,1.0,1.0,1.0,1.0
210,705,1.0,1.0,-0.0294117647058827,-0.0147058823529411
211,1586,1.0,1.0,1.0,1.0
212,354,1.0,1.0,1.0,1.0
213,249,0.223529411764706,0.2588235294117647,-0.044776119402987,-0.0298507462686568
214,250,1.0,1.0,1.0,1.0
215,1598,0.3888888888888888,0.4166666666666666,-0.044776119402987,-0.0298507462686568
216,2327,0.3888888888888888,0.4166666666666666,0.6517412935323377,0.6567164179104478
217,1329,1.0,1.0,1.0,1.0
218,2214,1.0,1.0,-0.0294117647058827,-0.0147058823529411
219,1323,1.0,1.0,1.0,1.0
220,2150,-0.2222222222222226,-0.1666666666666667,-0.0606060606060613,-0.0454545454545454
221,1877,0.7411764705882352,0.7529411764705882,0.6354166666666667,0.640625
222,2045,1.0,1.0,1.0,1.0
223,474,1.0,1.0,1.0,1.0
224,270,1.0,1.0,1.0,1.0
225,985,1.0,1.0,1.0,1.0
226,1701,1.0,1.0,1.0,1.0
227,1703,1.0,1.0,1.0,1.0
228,1984,1.0,1.0,1.0,1.0
229,575,1.0,1.0,1.0,1.0
230,2029,1.0,1.0,1.0,1.0
231,1140,1.0,1.0,1.0,1.0
232,2356,0.8119658119658119,0.8205128205128205,0.7846153846153846,0.7876923076923077
233,1993,1.0,1.0,1.0,1.0
234,2329,0.7904761904761904,0.8,0.7846153846153846,0.7876923076923077
235,2185,1.0,1.0,1.0,1.0
236,614,1.0,1.0,1.0,1.0
237,1576,1.0,1.0,0.3538461538461538,0.3630769230769231
238,average,0.7776639857701078,0.7877701682351024,0.7015768662672777,0.7007874058735765
