Unnamed: 0,record_id,session_id,username,sql_id,sql,nl_query,incorrect_parts,open_ended_feedback,error_classification,duration,cur_id,batch_id,GT_sql
48,2085d96e-748e-40cb-b4b4-46aa8fcd1f06,e139cddc-21fe-4e3e-84d9-8ccc90a8dcbd,zhengning,497,select count ( payment_method_code ) from Parties,How many distinct payment methods are used by parties?,,,"K2, A1b",16.1319999694824,57,6,SELECT count(DISTINCT payment_method_code) FROM parties
49,e9ec5619-b46f-4362-ae05-8783ff5f3d26,e139cddc-21fe-4e3e-84d9-8ccc90a8dcbd,zhengning,498,select count ( payment_method_code ) from Parties,Count the number of different payment method codes used by parties.,,,,11.0700001716614,58,6,SELECT count(DISTINCT payment_method_code) FROM parties
50,7416f67d-5763-4626-8a5f-49355c2c3a05,e139cddc-21fe-4e3e-84d9-8ccc90a8dcbd,zhengning,635,"select T1.catalog_name , T2.catalog_level_name from Catalogs as T1 join Catalog_Structure as T2 on T1.catalog_id = T2.catalog_id where T2.catalog_level_number between 5 and 10",What are the name and level of catalog structure with level number between 5 and 10,,,"CM6, A1b, E1",109.27799987793001,59,6,"SELECT catalog_level_name ,  catalog_level_number FROM Catalog_Structure WHERE catalog_level_number BETWEEN 5 AND 10"
51,fab9ba09-5255-4eab-9471-f771f9132dd0,e139cddc-21fe-4e3e-84d9-8ccc90a8dcbd,zhengning,786,"select account_id , count ( * ) from Financial_Transactions group by account_id",Count the number of financial transactions that correspond to each account id.,,,"CM6, N3, E1",20.1509997844696,60,6,"SELECT count(*) ,  account_id FROM Financial_transactions"
52,ed9827d3-14da-424b-96a2-d37f596f145b,e139cddc-21fe-4e3e-84d9-8ccc90a8dcbd,zhengning,762,"select sum ( Amount_Claimed ) , avg ( Amount_Piad ) from Claim_Headers",What are the total amount and average amount paid in claim headers?,,,"N3, BL1",32.440999984741204,61,6,"SELECT sum(amount_piad) ,  avg(amount_piad) FROM claim_headers"
53,ab25c12c-5abe-45b2-befd-68771897b195,e139cddc-21fe-4e3e-84d9-8ccc90a8dcbd,zhengning,794,"select T1.account_name , T2.account_id , count ( * ) from Accounts as T1 join Financial_Transactions as T2 on T1.account_id = T2.account_id group by T1.account_name","Return the names and ids of each account, as well as the number of transactions.",,,"CM6, BN1, BL1",115.999000072479,62,6,"SELECT T2.account_name ,  T1.account_id ,  count(*) FROM Financial_transactions AS T1 JOIN Accounts AS T2 ON T1.account_id  =  T2.account_id GROUP BY T1.account_id"
54,a482b3a8-5ac0-42e4-b1af-3de0e02ee627,e139cddc-21fe-4e3e-84d9-8ccc90a8dcbd,zhengning,1047,"select T1.country from artist as T1 join song as T2 on T1.artist_name = T2.artist_name where T2.languages = ""Bangla"" and T1.gender = 1",What countries are the female artists who sung in the language Bangla from?,,,"CM6, BN1, D1a, D1",150.733000040054,63,6,"SELECT T1.country FROM artist AS T1 JOIN song AS T2 ON T1.artist_name  =  T2.artist_name WHERE T1.gender  =  ""Female"" AND T2.languages  =  ""bangla"""
55,a0eec0fd-5b34-465b-a659-21316da8a9b4,e139cddc-21fe-4e3e-84d9-8ccc90a8dcbd,zhengning,207,select count ( acc_type ) from customer,Count the number of different account types.,,,"D1a, D1, A1b",40.993999958038295,64,6,SELECT count(DISTINCT acc_type) FROM customer
56,3d9bd20c-9402-4ecb-90f2-5ae95255438f,e139cddc-21fe-4e3e-84d9-8ccc90a8dcbd,zhengning,729,"select sum ( Enrollment ) , max ( Enrollment ) from university",Return the total and minimum enrollments across all schools.,,,"L4, A1b",13.4489998817444,65,6,"SELECT sum(enrollment) ,  min(enrollment) FROM university"
57,1e9079b3-6f18-4036-82ae-eaaee73727d6,e139cddc-21fe-4e3e-84d9-8ccc90a8dcbd,zhengning,499,select T1.individual_last_name from Individuals as T1 join Organization_Contact_Individuals as T2 on T1.individual_id = T2.individual_id join Organizations as T3 on T2.organization_id = T3.organization_id where T3.organization_name = 1,Find the last name of the individuals that have been contact individuals of an organization.,,,"E1, L4, A1b",27.210000038147,66,6,SELECT DISTINCT t1.individual_last_name FROM individuals AS t1 JOIN organization_contact_individuals AS t2 ON t1.individual_id  =  t2.individual_id
58,b2e14c55-77bb-42bd-bc0e-d2ed85fccd10,e139cddc-21fe-4e3e-84d9-8ccc90a8dcbd,zhengning,986,"select T1.cust_name , T1.acc_bal from customer as T1 join loan as T2 on T1.cust_ID = T2.cust_ID where T1.no_of_loans > 5000 group by T2.cust_ID",What are the names and account balances for customers who have taken a total amount of more than 5000 in loans?,,,"E1, A1f, BN1, BL1, A1b",221.44300007820098,67,6,"SELECT T1.cust_name ,  T1.acc_type FROM customer AS T1 JOIN loan AS T2 ON T1.cust_id  =  T2.cust_id GROUP BY T1.cust_name HAVING sum(T2.amount)  >  5000"
59,0e5e0bf6-c666-4ecd-a2a9-4c6b2c8282d7,e139cddc-21fe-4e3e-84d9-8ccc90a8dcbd,zhengning,812,"select count ( T2.product_id ) , T1.product_id from Invoice_Line_Items as T1 join Order_Items as T2 on T1.order_item_id = T2.order_item_id group by T2.product_id",How many different products correspond to each order id?,,,"E1, A1f, CM6, BL3, BN1, BL1, A1b",136.492000102997,68,6,"SELECT order_id ,  count(DISTINCT product_id) FROM Order_items GROUP BY order_id"
60,a21ddae2-5022-459c-8a0d-80983479ca5f,e139cddc-21fe-4e3e-84d9-8ccc90a8dcbd,zhengning,348,select count ( * ) from airport_aircraft,What is the number of aircraft?,,,"BL3, A1b, E1",17.6760001182556,69,6,SELECT count(*) FROM aircraft
61,3fece4f8-e379-4b0e-8612-0ce3fbcd80a0,e139cddc-21fe-4e3e-84d9-8ccc90a8dcbd,zhengning,697,select T1.LastName from Employee as T1 join Customer as T2 on T1.EmployeeId = T2.SupportRepId where T2.LastName <= 20,What are the last names of employees who serve at most 20 customers?,,,O1,58.177000045776396,70,6,SELECT T1.LastName FROM CUSTOMER AS T1 JOIN EMPLOYEE AS T2 ON T1.SupportRepId  =  T2.EmployeeId GROUP BY T1.SupportRepId HAVING COUNT(*)  <=  20
62,c7f78f64-4d41-412e-89d4-b481ff8cfb40,e139cddc-21fe-4e3e-84d9-8ccc90a8dcbd,zhengning,776,"select T2.customer_first_name , T2.customer_last_name , T2.phone_number from Accounts as T1 join Customers as T2 on T1.customer_id = T2.customer_id where T1.customer_id = 1","What are the distinct first names, last names, and phone numbers for customers with accounts?",,,"CM6, O1, F3, A1b",304.54299998283403,71,6,"SELECT DISTINCT T1.customer_first_name ,  T1.customer_last_name ,  T1.phone_number FROM Customers AS T1 JOIN Accounts AS T2 ON T1.customer_id  =  T2.customer_id"
63,9ab0b3fa-fb41-4c83-909d-48fb49a450e4,e139cddc-21fe-4e3e-84d9-8ccc90a8dcbd,zhengning,715,"select count ( * ) , Trade_Name from medicine group by name",How many medicines are offered by each trade name?,,,"BN1, F3, A1b",26.039999961853,72,6,"SELECT trade_name ,  count(*) FROM medicine GROUP BY trade_name"
64,d296f82d-19f0-47d7-b001-0c7974b0ebf2,e139cddc-21fe-4e3e-84d9-8ccc90a8dcbd,zhengning,2,select name from head where born_state = 'California',What are the names of the heads who are born outside the California state?,,,"BN1, A1a",8.290999889373781,73,6,SELECT name FROM head WHERE born_state != 'California'
65,8c5a475c-00a4-4743-a02f-c59d9e26efb1,e139cddc-21fe-4e3e-84d9-8ccc90a8dcbd,zhengning,909,"select avg ( Height ) , avg ( Weight ) from people where Sex = ""m""",Find the average height and weight for all males (sex is M).,,,"D1a, A1a",10.4609999656677,74,6,"SELECT avg(height) ,  avg(weight) FROM people WHERE sex  =  'M'"
66,63459f1a-efa7-43a7-a2ec-b6369f942514,e139cddc-21fe-4e3e-84d9-8ccc90a8dcbd,zhengning,910,"select avg ( Height ) , avg ( Weight ) from people where Sex = ""m""",What are the average height and weight across males (sex is M)?,,,,48.684999942779505,75,6,"SELECT avg(height) ,  avg(weight) FROM people WHERE sex  =  'M'"
67,563f5fb1-316d-4fca-9507-3e9740afed78,e139cddc-21fe-4e3e-84d9-8ccc90a8dcbd,zhengning,578,select Country from singer where Age > 20,What are  the different countries with singers above age 20?,,,"D1a, A1b",12.3420000076294,76,6,SELECT DISTINCT country FROM singer WHERE age  >  20
68,bd15cdac-423f-43c8-ad3f-34196d4ee38a,e139cddc-21fe-4e3e-84d9-8ccc90a8dcbd,zhengning,461,"select count ( * ) from Video_Games where GType = ""Massively multiplayer online""",Count the number of video games with Massively multiplayer online game type .,,,"A1b, D1",32.9430000782013,77,6,"SELECT count(*) FROM Video_games WHERE gtype  =  ""Massively multiplayer online game"""
69,1d2c5bea-1c70-451e-8a55-f3d210feb61b,e139cddc-21fe-4e3e-84d9-8ccc90a8dcbd,zhengning,883,"select Name from people except select Investor from entrepreneur where Investor > ""Rachel Elnaugh""",Return the names of entrepreneurs do no not have the investor Rachel Elnaugh.,,,"D1, F1, CE2",509.057000160217,78,6,"SELECT T2.Name FROM entrepreneur AS T1 JOIN people AS T2 ON T1.People_ID  =  T2.People_ID WHERE T1.Investor != ""Rachel Elnaugh"""
70,633060e1-e3cf-41d5-b7c7-deaee6676404,e139cddc-21fe-4e3e-84d9-8ccc90a8dcbd,zhengning,877,"select T1.Participant_ID , T1.Participant_Type_Code , count () from Participants as T1 join Participants_in_Events as T2 on T1.Participant_ID = T2.Participant_ID group by T2.Participant_ID","How many events have each participants attended? List the participant id, type and the number.",,,"BN1, F1, CE2",520.720999956131,79,6,"SELECT T1.Participant_ID ,  T1.Participant_Type_Code ,  count(*) FROM Participants AS T1 JOIN Participants_in_Events AS T2 ON T1.Participant_ID  =  T2.Participant_ID GROUP BY T1.Participant_ID"
