,record_id,session_id,username,sql_id,sql,nl_query,incorrect_parts,open_ended_feedback,error_classification,duration,cur_id,batch_id,GT_sql
10,272dca7c-863c-4827-8d6a-7baf13ad3701,47377420-916f-48fe-8bec-f2fd4b0cd67f,zhengzhang,2008,"SELECT MAX( song.resolution ) , MIN( song.resolution ) FROM files JOIN song ON files.f_id = song.f_id WHERE files.duration = 3",What is the maximum and minimum resolution of all songs that are approximately 3 minutes long?,,,DF2,65.01099992,9,3,"SELECT max(T2.resolution) ,  min(T2.resolution) FROM files AS T1 JOIN song AS T2 ON T1.f_id  =  T2.f_id WHERE T1.duration LIKE ""3:%"""
11,4201c670-5a65-4845-b8ac-d6d1dcf523a3,47377420-916f-48fe-8bec-f2fd4b0cd67f,zhengzhang,1994,SELECT DISTINCT song.song_name FROM song WHERE song.resolution > (SELECT MIN( song.resolution ) FROM song WHERE song.languages = 'English'),What are the different names for all songs that have a higher resolution than English songs?,,,D1a,28.9599998,10,3,"SELECT DISTINCT song_name FROM song WHERE resolution  >  (SELECT min(resolution) FROM song WHERE languages  =  ""english"")"
12,37a252f3-b9b4-4d5c-a1a5-8abb426de31e,47377420-916f-48fe-8bec-f2fd4b0cd67f,zhengzhang,1741,SELECT COUNT( * ) FROM car_makers WHERE car_makers.country = 'france',How many car makers are there in france?,,,CE2,14.25399995,11,3,SELECT count(*) FROM CAR_MAKERS AS T1 JOIN COUNTRIES AS T2 ON T1.Country  =  T2.CountryId WHERE T2.CountryName  =  'france';
13,f696531d-483c-440a-ac42-3ce6b782dacb,47377420-916f-48fe-8bec-f2fd4b0cd67f,zhengzhang,2080,SELECT patient.name FROM patient,What are the names of patients who are not taking the medication of Procrastin-X.,,,"A1d, CE2",39.44200015,12,3,SELECT name FROM patient EXCEPT SELECT T1.name FROM patient AS T1 JOIN Prescribes AS T2 ON T2.Patient  =  T1.SSN JOIN Medication AS T3 ON T2.Medication  =  T3.Code WHERE T3.name  =  'Procrastin-X'
14,631446a7-fe2d-44ca-8016-1746023a6582,47377420-916f-48fe-8bec-f2fd4b0cd67f,zhengzhang,1866,SELECT products.product_color FROM products WHERE products.product_id NOT IN (SELECT order_items.product_id FROM order_items),Show all product names without an order.,,,BL1,76.45899987,13,3,SELECT product_name FROM Products EXCEPT SELECT T1.product_name FROM Products AS T1 JOIN Order_items AS T2 ON T1.product_id  =  T2.product_id
15,24d58270-6d51-471c-a179-eb86d86ed315,47377420-916f-48fe-8bec-f2fd4b0cd67f,zhengzhang,2124,"SELECT student.fname , student.lname FROM club JOIN member_of_club ON club.clubid = member_of_club.clubid WHERE club.clubname = 'Bootup Baltimore'","Who is the president of the club ""Bootup Baltimore""? Give me the first and last name.",,,"CE2, F4",69.40899992,14,3,"SELECT t3.fname ,  t3.lname FROM club AS t1 JOIN member_of_club AS t2 ON t1.clubid  =  t2.clubid JOIN student AS t3 ON t2.stuid  =  t3.stuid WHERE t1.clubname  =  ""Bootup Baltimore"" AND t2.position  =  ""President"""
16,d73291a1-69f6-413f-8d52-46f264a07153,47377420-916f-48fe-8bec-f2fd4b0cd67f,zhengzhang,2161,SELECT projects.project_details FROM projects ORDER BY projects.organisation_id ASC,List the project details of the projects launched by the organisation,,,F4,113.618,15,3,SELECT project_details FROM Projects WHERE organisation_id IN ( SELECT organisation_id FROM Projects GROUP BY organisation_id ORDER BY count(*) DESC LIMIT 1 )
17,83fca758-0c3a-452c-96d3-c26df9628733,47377420-916f-48fe-8bec-f2fd4b0cd67f,zhengzhang,2135,SELECT COUNT( * ) FROM student JOIN member_of_club ON student.stuid = member_of_club.stuid JOIN club ON member_of_club.clubid = club.clubid WHERE student.fname = 'Eric Tai',"How many clubs does the student named ""Eric Tai"" belong to?",,,"A1b, BL1, BF4",74.227,16,3,"SELECT count(DISTINCT t1.clubname) FROM club AS t1 JOIN member_of_club AS t2 ON t1.clubid  =  t2.clubid JOIN student AS t3 ON t2.stuid  =  t3.stuid WHERE t3.fname  =  ""Eric"" AND t3.lname  =  ""Tai"""
18,f0cdeab8-0e41-4f9d-a24a-31f1125529c7,47377420-916f-48fe-8bec-f2fd4b0cd67f,zhengzhang,556,SELECT individuals.individual_last_name FROM individuals JOIN organization_contact_individuals ON individuals.individual_id = organization_contact_individuals.individual_id,What are the last names of individuals who have been contact individuals for an organization?,,,A1b,44.37700009,17,3,SELECT DISTINCT t1.individual_last_name FROM individuals AS t1 JOIN organization_contact_individuals AS t2 ON t1.individual_id  =  t2.individual_id
19,06935a64-2490-4ff3-a457-3febe9570874,47377420-916f-48fe-8bec-f2fd4b0cd67f,zhengzhang,1720,"SELECT AVG( stadium.average ) , MAX( stadium.capacity ) FROM stadium",What is the average and maximum capacities for all stadiums ?,,,BL1,21.602,18,3,"select avg(capacity) ,  max(capacity) from stadium"
20,63248a36-5abf-4a82-a052-813d4dfb29f1,47377420-916f-48fe-8bec-f2fd4b0cd67f,zhengzhang,1187,"SELECT COUNT( * ) , block.blockfloor FROM block JOIN room ON block.blockfloor = room.blockfloor JOIN block ON block.blockcode = room.blockcode GROUP BY block.blockfloor",How many rooms does each block floor have?,,,E1,76.64100003,19,3,"SELECT count(*) ,  T1.blockfloor FROM BLOCK AS T1 JOIN room AS T2 ON T1.blockfloor  =  T2.blockfloor AND T1.blockcode  =  T2.blockcode GROUP BY T1.blockfloor"
21,6376f7ee-316d-4e2b-8a3d-ae4a5e9aecd8,47377420-916f-48fe-8bec-f2fd4b0cd67f,zhengzhang,763,"SELECT medicine.id , medicine.name FROM medicine_enzyme_interaction JOIN medicine ON medicine_enzyme_interaction.medicine_id = medicine.id HAVING COUNT( * ) >= 4","For every medicine id, what are the names of the medicines that can interact with more than one enzyme?",,,"AN2, D1",43.51199985,20,3,"SELECT T1.id ,  T1.Name FROM medicine AS T1 JOIN medicine_enzyme_interaction AS T2 ON T2.medicine_id  =  T1.id GROUP BY T1.id HAVING count(*)  >=  2"
22,d5f659d9-ce48-4c8b-b7a6-a7765d866393,47377420-916f-48fe-8bec-f2fd4b0cd67f,zhengzhang,1138,SELECT COUNT( * ) FROM postseason JOIN team ON postseason.league_id_loser = team.div_id WHERE team.name = 'Boston Red Stockings' AND postseason.losses = 2009,How many times did Boston Red Stockings lose in 2009 postseason?,,,BF4,33.75199986,21,3,SELECT count(*) FROM postseason AS T1 JOIN team AS T2 ON T1.team_id_loser  =  T2.team_id_br WHERE T2.name  =  'Boston Red Stockings' AND T1.year = 2009;
23,2b4700ce-1a4d-4eb7-9cc4-fcb87d084fd4,47377420-916f-48fe-8bec-f2fd4b0cd67f,zhengzhang,1719,"SELECT MAX( stadium.capacity ) , AVG( stadium.average ) FROM stadium",What is the maximum capacity and the average of all stadiums ?,,Redundant aggregate function: avg,,87.421,22,3,"select max(capacity), average from stadium"
24,c8b04fc5-eac2-470c-92ba-8868ef86eef1,47377420-916f-48fe-8bec-f2fd4b0cd67f,zhengzhang,2014,"SELECT song.artist_name , COUNT( * ) FROM song WHERE song.languages = 'English' GROUP BY artist.artist_name",What are the names and number of works for all artists who have sung at least one song in English?,,,"CE2, D1a, A1f",62.60800004,23,3,"SELECT T1.artist_name ,  count(*) FROM artist AS T1 JOIN song AS T2 ON T1.artist_name  =  T2.artist_name WHERE T2.languages  =  ""english"" GROUP BY T2.artist_name HAVING count(*)  >=  1"
25,3390c263-2ae8-4cb3-9dba-4b38e01f98c2,47377420-916f-48fe-8bec-f2fd4b0cd67f,zhengzhang,486,SELECT COUNT( DISTINCT has_amenity.amenid ) FROM has_amenity,Find the number of distinct amenities.,,,"A1b, BL1",54.06800008,24,3,SELECT count(*) FROM dorm_amenity
26,5608836d-a2d8-4815-80d0-377dc2e588d3,47377420-916f-48fe-8bec-f2fd4b0cd67f,zhengzhang,1997,"SELECT artist.artist_name , artist.country FROM artist JOIN song ON artist.artist_name = song.artist_name WHERE song.song_name = 'love'","What is the name and country of origin of the artist who released a song that has ""love"" in its title?",,,DF2,24.18000007,25,3,"SELECT T1.artist_name ,  T1.country FROM artist AS T1 JOIN song AS T2 ON T1.artist_name  =  T2.artist_name WHERE T2.song_name LIKE ""%love%"""
27,4cd11267-4fd9-447b-ba19-c4e5605f358b,47377420-916f-48fe-8bec-f2fd4b0cd67f,zhengzhang,1821,"SELECT artist.name , album.artistid FROM album JOIN artist ON album.artistid = artist.artistid GROUP BY album.artistid HAVING COUNT( * ) >= 3",Please list the name and id of all artists that have at least 3 albums in alphabetical order.,,,KA1b,60.95900011,26,3,"SELECT T2.Name ,  T1.ArtistId FROM ALBUM AS T1 JOIN ARTIST AS T2 ON T1.ArtistId  =  T2.ArtistID GROUP BY T1.ArtistId HAVING COUNT(*)  >=  3 ORDER BY T2.Name"
28,dcb42b16-12f7-4838-92a6-497653576fad,47377420-916f-48fe-8bec-f2fd4b0cd67f,zhengzhang,2050,SELECT physician.name FROM physician WHERE physician.employeeid NOT IN (SELECT appointment.physician FROM appointment),Which physicians have never taken any appointment? Find their names.,,,BF4,42.11899996,27,3,SELECT name FROM physician EXCEPT SELECT T2.name FROM appointment AS T1 JOIN physician AS T2 ON T1.Physician  =  T2.EmployeeID
29,694ae250-7753-4763-a01c-e8870055ef6a,47377420-916f-48fe-8bec-f2fd4b0cd67f,zhengzhang,1803,"SELECT tv_channel.package_option , tv_channel.series_name FROM tv_channel WHERE tv_channel.hight_definition_tv = 1",Find the package choice and series name of the TV channel that has high definition TV.,,,DF2,25.49699998,28,3,"SELECT package_option ,  series_name FROM TV_Channel WHERE hight_definition_TV  =  ""yes"""
30,f2a15b02-41f3-4112-804c-07299a1807c4,b90b8bcc-2f14-4e4b-9d4e-9f04ea089d25,tianyi,2075,SELECT procedures.name FROM procedures JOIN trained_in ON procedures.code = trained_in.treatment JOIN physician ON physician.employeeid = trained_in.physician WHERE physician.name = 'John Wen' AND procedures.cost > 1000,Find the names of all procedures which cost more than 1000 but which physician John Wen was not trained in?,WHERE physician.name = 'John Wen' AND procedures.cost > 1000,,A1d,2114.515,3,3,"SELECT name FROM procedures WHERE cost  >  1000 EXCEPT SELECT T3.name FROM physician AS T1 JOIN trained_in AS T2 ON T1.employeeid  =  T2.physician JOIN procedures AS T3 ON T3.code  =  T2.treatment WHERE T1.name  =  ""John Wen"""
31,b27593af-8c87-4661-ae18-3cf9b0eca57c,47377420-916f-48fe-8bec-f2fd4b0cd67f,zhengzhang,2408,SELECT tv_channel.package_option FROM tv_channel JOIN cartoon ON tv_channel.id = cartoon.channel WHERE cartoon.directed_by != 'Ben Jones',What are the package options of all tv channels that are not playing any cartoons directed by Ben Jones?,,,I2,351.783,29,3,SELECT package_option FROM TV_Channel WHERE id NOT IN (SELECT channel FROM cartoon WHERE directed_by  =  'Ben Jones')
32,1895e8b1-5c5f-4094-9eef-b318ef43578c,47377420-916f-48fe-8bec-f2fd4b0cd67f,zhengzhang,2313,"SELECT addresses.town_city , addresses.state_province_county FROM addresses",What are the names of all cities and states?,,,"I2, A1e",23.23000002,30,3,SELECT town_city FROM addresses UNION SELECT state_province_county FROM addresses
33,ed6e4904-1961-4995-8b83-1b7a4dcc32b2,47377420-916f-48fe-8bec-f2fd4b0cd67f,zhengzhang,1818,SELECT customer.lastname FROM customer JOIN invoice ON customer.customerid = invoice.customerid WHERE invoice.total > 20,What are the last names of customers without invoice totals exceeding 20?,,,A1d,59.61500001,31,3,SELECT LastName FROM CUSTOMER EXCEPT SELECT T1.LastName FROM CUSTOMER AS T1 JOIN Invoice AS T2 ON T1.CustomerId  =  T2.CustomerId WHERE T2.total  >  20
34,fd0b4bfe-ab25-4171-bd1c-4d59c3d92d91,47377420-916f-48fe-8bec-f2fd4b0cd67f,zhengzhang,1968,"SELECT train.name , train.time FROM route JOIN train ON route.train_id = train.id JOIN route ON station.id = route.station_id WHERE station.local_authority = 'Chiltern'",Find names and times of trains that run through stations for the local authority Chiltern.,,It looks correct to me,,181.947,32,3,"SELECT t3.name ,  t3.time FROM station AS t1 JOIN route AS t2 ON t1.id  =  t2.station_id JOIN train AS t3 ON t2.train_id  =  t3.id WHERE t1.local_authority  =  ""Chiltern"""
35,3b717cf6-14c7-413b-8928-9229f8c65fea,47377420-916f-48fe-8bec-f2fd4b0cd67f,zhengzhang,1596,SELECT staff.date_of_birth FROM staff WHERE staff.nickname = 'Janessa Sawayn',What is the date of birth for the staff member named Janessa Sawayn?,,,BF4,30.10599995,33,3,"SELECT date_of_birth FROM Staff WHERE first_name = ""Janessa"" AND last_name = ""Sawayn"";"
36,c7d3abe4-69bc-4728-bc83-6e8e52edea92,47377420-916f-48fe-8bec-f2fd4b0cd67f,zhengzhang,1567,"SELECT documents.document_name , documents.document_description , documents.document_date FROM documents JOIN ref_document_types ON documents.document_type_code = ref_document_types.document_type_code","Return the type name, type description, and date of creation for each document.",,,"BL1, CL1",68.73699999,34,3,"SELECT T1.document_type_name ,  T1.document_type_description ,  T2.Document_date FROM Ref_document_types AS T1 JOIN Documents AS T2 ON T1.document_type_code  =  T2.document_type_code"
37,be2153e3-cd44-47dc-9bc2-2d025efb8746,b90b8bcc-2f14-4e4b-9d4e-9f04ea089d25,tianyi,1116,SELECT song.song_name FROM song WHERE song.genre_is = 'modern' OR song.languages = 'English',Find the names of songs whose genre is modern or language is English.,WHERE song.genre_is = 'modern' OR song.languages = 'English',,D1a,595.392,4,3,"SELECT song_name FROM song WHERE genre_is  =  ""modern"" OR languages  =  ""english"""
38,076cc7ce-b38c-4236-a53d-a61ed508a8c4,b90b8bcc-2f14-4e4b-9d4e-9f04ea089d25,tianyi,1998,SELECT artist.country FROM artist JOIN song ON artist.artist_name = song.artist_name WHERE song.song_name LIKE '%love%',"What are the names of the artists who released a song that has the word love in its title, and where are the artists from?",artist.country,,BL3,109.082,5,3,"SELECT T1.artist_name ,  T1.country FROM artist AS T1 JOIN song AS T2 ON T1.artist_name  =  T2.artist_name WHERE T2.song_name LIKE ""%love%"""
39,cb0793ae-de29-4bee-a406-d7cd5f1af9fc,47377420-916f-48fe-8bec-f2fd4b0cd67f,zhengzhang,448,"SELECT college.state FROM college, tryout WHERE college.state = (SELECT college.state , COUNT( * ) FROM college JOIN tryout ON college.cname = tryout.cname WHERE tryout.ppos = 'goalies')",What is the count of states with college students playing in the mid position but not as goalies?,,,"F4, L5, I2, BL3",159.4690001,35,3,SELECT COUNT(*) FROM (SELECT T1.state FROM college AS T1 JOIN tryout AS T2 ON T1.cName  =  T2.cName WHERE T2.pPos  =  'mid' EXCEPT SELECT T1.state FROM college AS T1 JOIN tryout AS T2 ON T1.cName  =  T2.cName WHERE T2.pPos  =  'goalie')
40,5a05d9b6-93fe-4ec2-ac8b-7da19dac0816,47377420-916f-48fe-8bec-f2fd4b0cd67f,zhengzhang,730,SELECT COUNT( * ) FROM genre JOIN track ON genre.genreid = track.genreid WHERE genre.name = 'rock',How many tracks belong to rock genre?,,,D1a,41.04900002,36,3,"SELECT COUNT(*) FROM GENRE AS T1 JOIN TRACK AS T2 ON T1.GenreId  =  T2.GenreId WHERE T1.Name  =  ""Rock"""
41,7f0d6c95-49ee-4c5e-b460-a571eeea9389,47377420-916f-48fe-8bec-f2fd4b0cd67f,zhengzhang,1869,"SELECT products.product_color , COUNT( * ) FROM order_items JOIN products ON order_items.product_id = products.product_id GROUP BY order_items.product_id","What are teh names of the different products, as well as the number of customers who have ordered each product.",,,"CE2, BL1",47.64500022,37,3,"SELECT T2.product_name ,  count(*) FROM Order_items AS T1 JOIN Products AS T2 ON T1.product_id  =  T2.product_id JOIN Orders AS T3 ON T3.order_id  =  T1.order_id GROUP BY T2.product_name"
42,d57a4ef5-c9fd-42f0-9e2b-c84c2d6ca3eb,b90b8bcc-2f14-4e4b-9d4e-9f04ea089d25,tianyi,2353,SELECT COUNT( * ) FROM routes JOIN airlines ON routes.alid = airlines.alid WHERE airlines.country = 'Italy' AND airlines.callsign = 'American Airlines',What is the number of routes operated by the airline American Airlines whose destinations are in Italy?,routes.alid = airlines.alid,,CE2,148.3510001,6,3,SELECT count(*) FROM routes AS T1 JOIN airports AS T2 ON T1.dst_apid  =  T2.apid JOIN airlines AS T3 ON T1.alid  =  T3.alid WHERE T2.country  =  'Italy' AND T3.name  =  'American Airlines'
43,139efeef-4121-4d81-99c0-9e180a172509,47377420-916f-48fe-8bec-f2fd4b0cd67f,zhengzhang,1118,"SELECT AVG( song.rating ) , AVG( song.resolution ) FROM song WHERE song.languages = 'Bangla'",What are the average rating and resolution of songs that are in Bangla?,,,D1a,30.97300005,38,3,"SELECT avg(rating) ,  avg(resolution) FROM song WHERE languages  =  ""bangla"""
44,e317edaf-25ac-4d10-ba82-a921665b5bf9,b90b8bcc-2f14-4e4b-9d4e-9f04ea089d25,tianyi,1120,"SELECT song.f_id , song.genre_is , song.artist_name FROM song WHERE song.languages = 'English' ORDER BY song.rating ASC","List the id, genre and artist name of English songs ordered by rating.","WHERE song.languages = 'English' , song.rating ASC",,D1a,87.22599983,7,3,"SELECT f_id ,  genre_is ,  artist_name FROM song WHERE languages  =   ""english"" ORDER BY rating"
45,c5240821-dab2-42f1-b0ca-b206ca6046b2,47377420-916f-48fe-8bec-f2fd4b0cd67f,zhengzhang,1152,SELECT SUM( salary.salary ) FROM salary JOIN player ON salary.player_id = player.player_id WHERE player.name_first = 'Len and last name Barker' AND player.name_last = 'Len and last name Barker' AND salary.salary BETWEEN 1985 and 1990,How much did the the player with first name Len and last name Barker earn between 1985 to 1990 in total?,,"Inappropriate ""quoting"" ","F3, DF2",91.60899997,39,3,SELECT sum(T1.salary) FROM salary AS T1 JOIN player AS T2 ON T1.player_id = T2.player_id WHERE T2.name_first  =  'Len' AND T2.name_last = 'Barker' AND T1.year BETWEEN 1985 AND 1990;
46,e6acfc64-f696-43ae-9ca0-12f7a84db710,b90b8bcc-2f14-4e4b-9d4e-9f04ea089d25,tianyi,88,SELECT DISTINCT products.product_color FROM products,Show all product sizes.,products.product_color,,BL1,28.26600003,8,3,SELECT DISTINCT product_size FROM Products
47,52da4cf0-7078-4ce2-98d8-254078460e82,47377420-916f-48fe-8bec-f2fd4b0cd67f,zhengzhang,1580,"SELECT ref_budget_codes.budget_type_code , COUNT( * ) FROM ref_budget_codes GROUP BY ref_budget_codes.budget_type_code",Show budget type codes and the number of documents in each budget type.,,,"CM6, CF5",64.41000009,40,3,"SELECT budget_type_code ,  count(*) FROM Documents_with_expenses GROUP BY budget_type_code"
48,15d4b4b8-4bf0-458d-8298-22f36bc56268,47377420-916f-48fe-8bec-f2fd4b0cd67f,zhengzhang,1101,SELECT AVG( song.rating ) FROM artist JOIN song ON artist.artist_name = song.artist_name WHERE artist.gender = 'female',"How many songs, on average, are sung by a female artist?",,,D1a,15.12699986,41,3,"SELECT avg(T2.rating) FROM artist AS T1 JOIN song AS T2 ON T1.artist_name  =  T2.artist_name WHERE T1.gender  =  ""Female"""
49,d0bc2d61-11e1-48e2-bedd-7e857f387359,47377420-916f-48fe-8bec-f2fd4b0cd67f,zhengzhang,447,SELECT college.state FROM college JOIN tryout ON college.cname = tryout.cname WHERE tryout.ppos = 'mid' EXCEPT SELECT college.state FROM college JOIN tryout ON college.cname = tryout.cname WHERE tryout.ppos = 'goalie',How many states that have some college students playing in the mid position but not in the goalie position.,,,"BL3, L5, I2",41.12599993,42,3,SELECT COUNT(*) FROM (SELECT T1.state FROM college AS T1 JOIN tryout AS T2 ON T1.cName  =  T2.cName WHERE T2.pPos  =  'mid' EXCEPT SELECT T1.state FROM college AS T1 JOIN tryout AS T2 ON T1.cName  =  T2.cName WHERE T2.pPos  =  'goalie')
50,b238ed7d-8945-4c6d-90ce-3b28548a008d,47377420-916f-48fe-8bec-f2fd4b0cd67f,zhengzhang,1867,SELECT products.parent_product_id FROM products WHERE products.product_id NOT IN (SELECT order_items.product_id FROM order_items),What are the names of products that have never been ordered?,,,BL1,65.77499986,43,3,SELECT product_name FROM Products EXCEPT SELECT T1.product_name FROM Products AS T1 JOIN Order_items AS T2 ON T1.product_id  =  T2.product_id
51,acba15aa-6fef-43dd-8bdd-710d5b849db7,47377420-916f-48fe-8bec-f2fd4b0cd67f,zhengzhang,1665,SELECT COUNT( DISTINCT airports.name ) FROM airlines JOIN routes ON airlines.alid = routes.alid JOIN airports ON routes.alid = airports.apid WHERE airlines.name = 'American Airlines',Find the number of different airports which are the destinations of the American Airlines.,,,"E1, BL1",35.47999978,44,3,SELECT count(DISTINCT dst_apid) FROM airlines AS T1 JOIN routes AS T2 ON T1.alid  =  T2.alid WHERE T1.name  =  'American Airlines'
52,49fc0952-33bf-4bd2-a5ae-e2195b935747,47377420-916f-48fe-8bec-f2fd4b0cd67f,zhengzhang,862,"SELECT products.product_color , SUM( order_items.product_quantity ) FROM order_items JOIN products ON order_items.product_id = products.product_id GROUP BY products.product_color","What are the different product names, and what is the sum of quantity ordered for each product?",,,"BN1, BL1",37.63000011,45,3,"SELECT T2.product_name ,  sum(T1.product_quantity) FROM Order_items AS T1 JOIN Products AS T2 ON T1.product_id  =  T2.product_id GROUP BY T2.product_name"
53,13735eee-bb25-423a-a565-2d6e8cfc63f0,b90b8bcc-2f14-4e4b-9d4e-9f04ea089d25,tianyi,2008,"SELECT MAX( song.resolution ) , MIN( song.resolution ) FROM files JOIN song ON files.f_id = song.f_id WHERE files.duration = 3",What is the maximum and minimum resolution of all songs that are approximately 3 minutes long?,WHERE files.duration = 3,Like pattern error,DF2,361.5339999,9,3,"SELECT max(T2.resolution) ,  min(T2.resolution) FROM files AS T1 JOIN song AS T2 ON T1.f_id  =  T2.f_id WHERE T1.duration LIKE ""3:%"""
54,c9af0b08-eae1-46b5-b5be-52f348d42e4a,47377420-916f-48fe-8bec-f2fd4b0cd67f,zhengzhang,2162,SELECT projects.project_details FROM projects GROUP BY projects.organisation_id ORDER BY COUNT( * ) DESC LIMIT 1,What are the details for the projects which were launched by the organization with the most projects?,,,F4,115.5480001,46,3,SELECT project_details FROM Projects WHERE organisation_id IN ( SELECT organisation_id FROM Projects GROUP BY organisation_id ORDER BY count(*) DESC LIMIT 1 )
55,e5cd2224-cd0f-4cda-abf8-91afcc17e73f,b90b8bcc-2f14-4e4b-9d4e-9f04ea089d25,tianyi,2008,"SELECT MAX( song.resolution ) , MIN( song.resolution ) FROM files JOIN song ON files.f_id = song.f_id WHERE files.duration = 3",What is the maximum and minimum resolution of all songs that are approximately 3 minutes long?,WHERE files.duration = 3,,DF2,181.5709999,9,3,"SELECT max(T2.resolution) ,  min(T2.resolution) FROM files AS T1 JOIN song AS T2 ON T1.f_id  =  T2.f_id WHERE T1.duration LIKE ""3:%"""
