errorcategory,category_Krippendroffis_alpha
971,0.8120300751879699
972,1.0
232,0.6527777777777778
170,0.8366013071895425
349,1.0
973,1.0
288,1.0
229,0.6875
974,0.6527777777777778
268,0.7619047619047619
160,0.8120300751879699
975,1.0
976,1.0
977,1.0
978,1.0
133,1.0
198,1.0
979,1.0
980,1.0
67,1.0
226,0.8120300751879699
981,0.16666666666666663
279,1.0
144,1.0
383,1.0
303,1.0
983,0.5833333333333333
984,0.8120300751879699
985,1.0
346,1.0
987,1.0
140,1.0
99,1.0
988,1.0
310,0.6527777777777778
989,1.0
368,0.6875
990,0.6527777777777778
991,0.3055555555555556
46,1.0
89,0.43181818181818177
381,0.8484848484848485
992,1.0
203,0.8366013071895425
292,0.8366013071895425
993,1.0
994,1.0
358,1.0
234,1.0
225,1.0
995,1.0
996,1.0
324,0.7619047619047619
997,0.8366013071895425
998,0.8366013071895425
108,0.6875
999,0.8366013071895425
163,1.0
264,1.0
1000,0.43609022556390975
180,0.18300653594771243
65,0.8484848484848485
1001,1.0
307,0.6527777777777778
186,0.8484848484848485
1002,1.0
1003,0.8366013071895425
1004,0.8366013071895425
25,1.0
313,0.2857142857142857
1005,1.0
1007,0.8366013071895425
207,0.8366013071895425
202,1.0
17,1.0
171,1.0
206,1.0
1008,0.0
212,0.8484848484848485
24,1.0
96,1.0
290,0.7619047619047619
141,1.0
103,0.6875
247,1.0
32,0.7619047619047619
34,0.8120300751879699
252,0.6527777777777778
1009,0.8484848484848485
1010,0.7023809523809523
1011,0.3055555555555556
1012,0.5454545454545454
218,0.6527777777777778
1013,0.5098039215686274
1014,0.7619047619047619
214,0.8366013071895425
1015,1.0
344,1.0
1016,1.0
71,1.0
50,1.0
143,0.8120300751879699
273,1.0
276,0.8520710059171598
374,0.8366013071895425
1018,1.0
334,0.8366013071895425
1019,0.8366013071895425
1020,1.0
184,1.0
1021,1.0
377,0.375
1022,0.7619047619047619
1023,0.43181818181818177
83,0.8484848484848485
240,1.0
398,1.0
399,1.0
400,0.5833333333333333
401,0.7619047619047619
402,1.0
403,0.6527777777777778
210,0.5098039215686274
372,1.0
404,0.2857142857142857
219,0.7619047619047619
405,1.0
406,1.0
407,0.6376811594202898
408,0.6376811594202898
409,1.0
410,0.8120300751879699
411,1.0
412,0.7619047619047619
413,1.0
414,1.0
129,0.8484848484848485
181,1.0
415,0.5833333333333333
193,0.5098039215686274
416,0.2857142857142857
417,0.6376811594202898
419,0.8366013071895425
420,1.0
62,0.7023809523809523
421,1.0
331,1.0
422,0.8120300751879699
423,1.0
424,1.0
425,1.0
317,1.0
295,1.0
426,0.6527777777777778
427,0.8366013071895425
428,1.0
429,0.8484848484848485
204,0.8120300751879699
430,1.0
431,1.0
432,0.6527777777777778
179,0.6527777777777778
215,0.43609022556390975
433,1.0
115,0.8484848484848485
209,0.43609022556390975
200,1.0
434,0.8120300751879699
230,1.0
78,1.0
256,1.0
260,1.0
293,1.0
393,0.7619047619047619
384,1.0
435,0.7619047619047619
107,0.8366013071895425
436,1.0
261,1.0
437,-0.0869565217391306
438,0.5833333333333333
439,1.0
392,0.8366013071895425
354,0.5454545454545454
440,0.8120300751879699
441,1.0
442,1.0
280,1.0
236,0.8484848484848485
443,1.0
444,1.0
445,1.0
446,1.0
301,1.0
74,1.0
447,0.8120300751879699
448,1.0
449,0.7619047619047619
187,0.8120300751879699
197,1.0
450,0.8120300751879699
451,0.7619047619047619
452,0.8366013071895425
286,0.6875
199,0.8366013071895425
297,0.8120300751879699
453,1.0
165,0.6376811594202898
380,1.0
454,1.0
169,0.8366013071895425
3,1.0
390,1.0
378,0.6527777777777778
289,0.8120300751879699
455,1.0
337,0.8484848484848485
456,1.0
457,0.5098039215686274
458,0.43181818181818177
460,0.8120300751879699
461,0.8366013071895425
121,1.0
183,1.0
281,1.0
394,0.5833333333333333
462,0.43181818181818177
379,0.6875
323,0.6527777777777778
463,0.6376811594202898
314,0.6875
464,0.8520710059171598
465,1.0
466,1.0
366,0.5833333333333333
251,1.0
239,1.0
467,0.5833333333333333
105,1.0
341,1.0
168,0.8366013071895425
194,0.2857142857142857
468,0.5833333333333333
469,0.7619047619047619
470,0.8120300751879699
338,1.0
471,1.0
134,1.0
472,0.6376811594202898
473,0.6875
72,0.375
474,0.6527777777777778
475,0.8120300751879699
476,1.0
477,1.0
478,1.0
263,1.0
479,0.8366013071895425
5,0.6875
480,1.0
298,1.0
481,0.7619047619047619
299,1.0
326,0.8366013071895425
119,1.0
482,1.0
483,0.8120300751879699
319,0.7023809523809523
373,0.8366013071895425
75,1.0
350,0.5454545454545454
484,1.0
485,1.0
166,1.0
278,0.8366013071895425
348,1.0
106,0.7023809523809523
487,0.43181818181818177
489,0.8366013071895425
100,0.8120300751879699
490,1.0
138,1.0
191,0.5098039215686274
375,0.5098039215686274
213,1.0
491,1.0
328,1.0
492,-0.13636363636363646
493,0.43609022556390975
494,1.0
495,0.7619047619047619
496,0.7619047619047619
497,1.0
498,1.0
499,1.0
283,0.6875
500,0.8120300751879699
501,0.6527777777777778
502,0.6527777777777778
503,1.0
504,0.0
505,0.5833333333333333
506,1.0
231,1.0
145,0.8366013071895425
285,1.0
30,0.8120300751879699
262,0.8366013071895425
507,0.8120300751879699
508,1.0
509,0.8366013071895425
510,1.0
135,1.0
513,1.0
228,0.7023809523809523
60,0.8366013071895425
2,1.0
515,0.8120300751879699
15,0.43181818181818177
42,1.0
59,0.7619047619047619
66,1.0
516,0.2857142857142857
517,-0.0869565217391306
519,0.6376811594202898
520,0.6376811594202898
73,0.8484848484848485
82,1.0
522,0.16666666666666663
87,1.0
90,0.8120300751879699
91,0.6527777777777778
95,0.7619047619047619
122,0.6527777777777778
123,1.0
125,0.6527777777777778
139,1.0
162,0.8120300751879699
523,0.2857142857142857
185,1.0
188,0.6527777777777778
192,0.6527777777777778
201,0.43609022556390975
524,0.7619047619047619
205,0.5833333333333333
525,0.43181818181818177
216,0.8484848484848485
217,0.43181818181818177
224,0.43609022556390975
227,0.8484848484848485
246,1.0
253,0.8484848484848485
526,1.0
527,0.43609022556390975
267,0.16666666666666663
272,0.8484848484848485
275,0.7023809523809523
528,-0.19047619047619047
282,0.3055555555555556
529,0.43609022556390975
530,1.0
300,1.0
325,1.0
330,0.8484848484848485
333,0.6527777777777778
335,1.0
531,0.5833333333333333
351,0.6875
353,1.0
356,0.6875
359,0.43609022556390975
532,0.7619047619047619
363,0.43181818181818177
364,1.0
376,0.5562130177514792
388,0.8484848484848485
389,0.7619047619047619
391,0.6875
395,0.2857142857142857
533,0.7619047619047619
534,0.6376811594202898
535,0.5098039215686274
536,0.6376811594202898
538,0.43181818181818177
539,-0.0869565217391306
540,0.6376811594202898
541,0.8120300751879699
543,0.43181818181818177
545,-0.0869565217391306
546,0.43181818181818177
548,0.7619047619047619
549,1.0
550,0.2857142857142857
551,0.7619047619047619
552,1.0
553,0.43181818181818177
554,0.6527777777777778
555,0.2857142857142857
557,0.6376811594202898
558,-0.13636363636363646
559,0.2857142857142857
560,0.5833333333333333
561,0.5833333333333333
562,0.7619047619047619
563,0.7619047619047619
564,0.6376811594202898
565,0.6376811594202898
566,1.0
567,0.7619047619047619
568,0.8120300751879699
569,0.5833333333333333
570,1.0
571,1.0
572,1.0
573,1.0
574,1.0
575,1.0
576,1.0
577,1.0
578,1.0
579,0.6376811594202898
580,1.0
581,0.5833333333333333
582,1.0
583,1.0
584,1.0
585,1.0
586,0.8120300751879699
587,0.7619047619047619
588,1.0
589,1.0
590,1.0
591,1.0
592,0.6527777777777778
593,1.0
594,1.0
596,1.0
597,0.3055555555555556
598,1.0
599,1.0
600,0.43609022556390975
601,1.0
602,0.43609022556390975
603,1.0
604,1.0
605,1.0
606,1.0
607,1.0
608,1.0
609,1.0
610,1.0
611,0.43181818181818177
612,1.0
613,1.0
614,0.43181818181818177
615,0.6875
616,1.0
617,1.0
618,1.0
619,1.0
620,1.0
621,1.0
622,1.0
623,1.0
624,1.0
625,1.0
626,1.0
627,1.0
628,1.0
629,1.0
630,1.0
631,1.0
634,1.0
635,1.0
636,1.0
637,1.0
638,1.0
639,0.5833333333333333
640,1.0
641,1.0
642,1.0
643,1.0
644,0.5833333333333333
645,0.8120300751879699
646,0.43181818181818177
647,0.8120300751879699
648,0.43181818181818177
649,1.0
650,-0.0869565217391306
651,1.0
652,1.0
653,1.0
655,0.43609022556390975
656,1.0
657,1.0
658,1.0
659,1.0
660,0.7619047619047619
661,0.2857142857142857
662,1.0
663,0.6376811594202898
664,0.6376811594202898
665,1.0
667,0.43181818181818177
668,0.43181818181818177
669,1.0
670,1.0
671,0.6376811594202898
672,0.8120300751879699
675,0.8366013071895425
676,1.0
677,1.0
678,0.43181818181818177
679,0.5833333333333333
680,1.0
681,1.0
682,0.6376811594202898
683,0.5833333333333333
684,0.6527777777777778
685,1.0
686,1.0
687,1.0
688,1.0
690,0.43181818181818177
691,0.2857142857142857
692,0.43181818181818177
693,1.0
694,1.0
695,1.0
697,0.8120300751879699
698,0.8366013071895425
699,1.0
700,1.0
701,1.0
702,0.6875
703,1.0
704,1.0
705,1.0
707,-0.13636363636363646
708,0.6527777777777778
709,0.43609022556390975
710,1.0
711,1.0
712,1.0
713,1.0
714,1.0
716,0.8366013071895425
717,0.6875
718,1.0
719,1.0
720,1.0
721,1.0
722,0.7619047619047619
723,0.43609022556390975
724,1.0
725,1.0
726,1.0
727,1.0
728,1.0
729,1.0
730,1.0
731,-0.13636363636363646
732,1.0
733,1.0
734,1.0
735,0.6527777777777778
736,0.43609022556390975
737,0.43609022556390975
738,0.6376811594202898
739,1.0
740,1.0
741,1.0
742,0.8120300751879699
744,1.0
745,1.0
746,0.8120300751879699
747,0.6376811594202898
749,1.0
750,1.0
751,0.6376811594202898
752,0.43181818181818177
753,1.0
754,1.0
755,1.0
756,1.0
757,1.0
758,0.7619047619047619
759,0.06015037593984962
760,0.43181818181818177
761,1.0
762,1.0
763,0.8120300751879699
764,1.0
765,1.0
766,1.0
767,1.0
768,0.6527777777777778
769,0.6527777777777778
770,0.5833333333333333
771,0.5833333333333333
772,0.8120300751879699
773,1.0
774,1.0
775,1.0
776,0.6875
777,1.0
778,0.3055555555555556
779,1.0
780,1.0
781,0.5833333333333333
782,1.0
783,1.0
784,0.6376811594202898
785,0.5833333333333333
786,0.8120300751879699
787,0.2857142857142857
788,0.6376811594202898
789,0.8120300751879699
790,0.5833333333333333
791,0.16666666666666663
792,1.0
793,1.0
794,1.0
795,1.0
796,0.7619047619047619
797,0.8120300751879699
798,0.8120300751879699
799,0.8120300751879699
800,1.0
801,1.0
802,1.0
803,0.7619047619047619
805,0.2857142857142857
806,0.2857142857142857
807,0.2857142857142857
808,-0.04166666666666674
809,0.16666666666666663
810,1.0
811,1.0
812,1.0
813,1.0
814,0.6376811594202898
815,1.0
816,1.0
817,0.7619047619047619
818,0.7619047619047619
820,0.6527777777777778
821,0.6527777777777778
822,0.16666666666666663
823,1.0
824,0.16666666666666663
825,1.0
827,0.8366013071895425
829,0.2857142857142857
831,1.0
832,1.0
833,1.0
834,1.0
835,1.0
836,1.0
837,1.0
838,1.0
839,0.6527777777777778
841,0.6527777777777778
842,0.6527777777777778
843,1.0
844,1.0
845,0.16666666666666663
847,1.0
848,1.0
849,1.0
850,0.16666666666666663
851,1.0
852,0.16666666666666663
853,1.0
854,1.0
855,1.0
856,1.0
857,1.0
858,0.7619047619047619
859,1.0
860,1.0
861,1.0
862,0.2857142857142857
863,0.43181818181818177
864,0.7619047619047619
865,0.7619047619047619
866,0.8366013071895425
868,1.0
869,0.7619047619047619
870,0.8120300751879699
871,1.0
872,1.0
873,1.0
874,1.0
875,1.0
876,1.0
877,0.6376811594202898
878,1.0
879,0.6376811594202898
880,1.0
881,1.0
882,1.0
883,1.0
884,1.0
885,1.0
886,0.5833333333333333
887,0.6527777777777778
888,1.0
889,1.0
890,1.0
891,1.0
892,1.0
893,0.5833333333333333
894,1.0
895,0.2857142857142857
898,0.8366013071895425
899,0.8120300751879699
901,1.0
902,1.0
903,1.0
904,1.0
905,0.2857142857142857
907,0.7619047619047619
908,1.0
909,0.5833333333333333
910,1.0
911,1.0
912,0.7619047619047619
913,1.0
914,0.8120300751879699
915,0.43181818181818177
916,1.0
917,0.16666666666666663
918,1.0
919,1.0
920,0.6376811594202898
921,0.6376811594202898
922,1.0
923,1.0
924,0.5833333333333333
925,0.43609022556390975
926,0.6527777777777778
928,1.0
930,1.0
931,0.0
932,0.6527777777777778
933,0.6527777777777778
934,0.8120300751879699
935,0.8520710059171598
936,1.0
937,0.6527777777777778
938,1.0
939,1.0
940,1.0
941,1.0
942,1.0
943,0.2857142857142857
944,0.8120300751879699
945,1.0
946,1.0
947,1.0
948,1.0
949,1.0
950,1.0
951,1.0
952,1.0
953,0.18300653594771243
954,1.0
955,1.0
956,1.0
957,1.0
958,1.0
959,1.0
960,1.0
961,1.0
962,1.0
963,1.0
964,1.0
0,0.2857142857142857
1,-0.04166666666666674
4,-0.0869565217391306
6,0.7619047619047619
7,1.0
8,1.0
9,1.0
10,1.0
11,1.0
12,1.0
13,1.0
14,1.0
16,0.6376811594202898
18,1.0
19,1.0
20,1.0
21,1.0
22,1.0
23,1.0
26,0.43181818181818177
27,1.0
28,1.0
29,1.0
31,1.0
33,1.0
36,1.0
37,1.0
38,1.0
39,1.0
40,1.0
41,1.0
43,1.0
44,1.0
45,0.5833333333333333
47,1.0
48,0.5833333333333333
49,1.0
51,0.43181818181818177
53,1.0
54,1.0
55,1.0
56,1.0
57,1.0
58,1.0
61,0.6527777777777778
63,0.6527777777777778
64,1.0
68,1.0
69,1.0
70,1.0
76,1.0
77,1.0
79,1.0
80,1.0
81,0.7619047619047619
84,1.0
85,0.2857142857142857
86,0.43181818181818177
88,1.0
92,1.0
93,1.0
94,1.0
97,1.0
98,1.0
101,0.5833333333333333
102,0.5833333333333333
104,0.6875
109,1.0
110,1.0
111,0.8120300751879699
112,1.0
113,1.0
114,1.0
116,1.0
117,1.0
118,1.0
120,1.0
124,1.0
126,1.0
127,1.0
128,1.0
130,1.0
131,1.0
132,1.0
136,1.0
137,1.0
142,1.0
146,0.6527777777777778
147,1.0
148,1.0
149,1.0
151,1.0
152,1.0
153,1.0
154,1.0
155,1.0
156,0.8366013071895425
157,0.5833333333333333
158,1.0
159,0.5833333333333333
161,1.0
167,1.0
172,1.0
173,0.5833333333333333
174,1.0
175,1.0
176,1.0
177,1.0
189,1.0
190,1.0
195,1.0
196,1.0
208,1.0
221,1.0
222,1.0
223,1.0
233,0.6527777777777778
235,1.0
238,0.7619047619047619
241,1.0
242,1.0
243,1.0
244,1.0
245,1.0
248,1.0
249,0.5833333333333333
250,0.43609022556390975
257,1.0
258,0.8120300751879699
259,0.5098039215686274
266,1.0
270,1.0
271,0.8120300751879699
274,0.5098039215686274
277,-0.04166666666666674
287,1.0
291,0.43181818181818177
294,1.0
296,0.6376811594202898
302,1.0
304,1.0
305,1.0
306,1.0
308,0.6527777777777778
311,1.0
312,1.0
315,1.0
316,1.0
318,0.5098039215686274
320,1.0
321,1.0
322,1.0
332,1.0
336,0.6527777777777778
339,1.0
340,0.8120300751879699
342,1.0
343,0.8366013071895425
345,0.43181818181818177
347,0.5833333333333333
352,1.0
355,0.7619047619047619
357,0.8366013071895425
360,1.0
361,1.0
362,0.7619047619047619
365,1.0
367,1.0
369,0.5833333333333333
370,1.0
371,1.0
382,1.0
387,1.0
396,1.0
397,1.0
512,0.0
537,0.0
average,0.8250118481773835
