,sql_id,username_x,record_id_x,error_classification_x,username_y,record_id_y,error_classification_y
49,35,tianyi,record_id_x,BL3,zhengn,record_id_y,"L5, CL1"
50,1051,tianyi,record_id_x,"L5, A1e, BL3",zhengn,record_id_y,L5
51,1052,tianyi,record_id_x,"D1a, A1d",zhengn,record_id_y,"A1d, D1a"
52,1053,tianyi,record_id_x,D1a,zhengn,record_id_y,D1a
53,544,tianyi,record_id_x,"F4, F3",zhengn,record_id_y,"F4, F3"
54,1054,tianyi,record_id_x,D1a,zhengn,record_id_y,D1a
55,1055,tianyi,record_id_x,"A1e, L5",zhengn,record_id_y,"A1e, L4"
56,1056,tianyi,record_id_x,A1d,zhengn,record_id_y,A1d
57,906,tianyi,record_id_x,CE2,zhengn,record_id_y,CE2
58,1057,tianyi,record_id_x,K2,zhengn,record_id_y,K2
59,1058,tianyi,record_id_x,D1a,zhengn,record_id_y,D1a
60,1059,tianyi,record_id_x,"D1a, A1g",zhengn,record_id_y,"D1a, A1g"
61,666,tianyi,record_id_x,D1c,zhengn,record_id_y,D1c
62,1060,tianyi,record_id_x,D1a,zhengn,record_id_y,D1a
63,1061,tianyi,record_id_x,D1,zhengn,record_id_y,D1c
64,1062,tianyi,record_id_x,D1a,zhengn,record_id_y,D1a
65,840,tianyi,record_id_x,"BE5, AN2",zhengn,record_id_y,"CL1, BE5, AN2"
66,1063,tianyi,record_id_x,BL1,zhengn,record_id_y,BL1
67,896,tianyi,record_id_x,"D1a, CE3, BE5",zhengn,record_id_y,"CE2, D1a"
68,1064,tianyi,record_id_x,A1b,zhengn,record_id_y,A1b
69,1065,tianyi,record_id_x,KA1b,zhengn,record_id_y,KA1b
70,1066,tianyi,record_id_x,D1,zhengn,record_id_y,D1
71,1067,tianyi,record_id_x,CE2,zhengn,record_id_y,CE2
72,1068,tianyi,record_id_x,"CE2, BE5",zhengn,record_id_y,CE2
73,1069,tianyi,record_id_x,BL2,zhengn,record_id_y,BL2
74,1070,tianyi,record_id_x,"E1, CL1",zhengn,record_id_y,CL1
75,1071,tianyi,record_id_x,"F1, A1e, E1, BE5",zhengn,record_id_y,A1e
76,1072,tianyi,record_id_x,"E1, F3, BL2, CL1",zhengn,record_id_y,"BL2, CL1, E1"
77,1073,tianyi,record_id_x,F1,zhengn,record_id_y,F1
78,986,tianyi,record_id_x,D1a,zhengn,record_id_y,D1a
79,418,tianyi,record_id_x,BF4,zhengn,record_id_y,BF4
80,867,tianyi,record_id_x,"A1d, F4",zhengn,record_id_y,A1d
81,1074,tianyi,record_id_x,F4,zhengn,record_id_y,F4
82,1075,tianyi,record_id_x,A1b,zhengn,record_id_y,A1b
83,1076,tianyi,record_id_x,"CL1, F4, A1d",zhengn,record_id_y,"F4, A1d, CL1"
84,1077,tianyi,record_id_x,BL3,zhengn,record_id_y,A1d
85,514,tianyi,record_id_x,BL1,zhengn,record_id_y,BL1
86,1078,tianyi,record_id_x,A1a,zhengn,record_id_y,A1a
87,1079,tianyi,record_id_x,CE2,zhengn,record_id_y,CE2
88,743,tianyi,record_id_x,"D1a, D1c",zhengn,record_id_y,D1a
89,1080,tianyi,record_id_x,D1b,zhengn,record_id_y,D1b
90,1081,tianyi,record_id_x,D1,zhengn,record_id_y,D1
91,1082,tianyi,record_id_x,D1a,zhengn,record_id_y,D1a
92,1083,tianyi,record_id_x,D1,zhengn,record_id_y,D1
93,1084,tianyi,record_id_x,E1,zhengn,record_id_y,"A1g, E1"
94,1085,tianyi,record_id_x,D1,zhengn,record_id_y,D1
95,830,tianyi,record_id_x,"A2a, AN2, A1f",zhengn,record_id_y,"AN2, A1f, A1b"
96,927,tianyi,record_id_x,D1,zhengn,record_id_y,D1
97,1086,tianyi,record_id_x,BF4,zhengn,record_id_y,BF4
98,547,tianyi,record_id_x,D1b,zhengn,record_id_y,D1c
99,828,tianyi,record_id_x,AN2,zhengn,record_id_y,"BL3, L4, AN2"
100,265,tianyi,record_id_x,D1a,zhengn,record_id_y,D1a
101,1087,tianyi,record_id_x,"D1, CE2, BL1",zhengn,record_id_y,"BL1, D1, CE2"
102,1088,tianyi,record_id_x,"BL2, BN1",zhengn,record_id_y,"BL2, BN1"
103,1089,tianyi,record_id_x,"D1a, BL1, CL1",zhengn,record_id_y,"D1a, CL1, E1"
104,706,tianyi,record_id_x,BF4,zhengn,record_id_y,CL1
105,269,tianyi,record_id_x,D1a,zhengn,record_id_y,D1a
106,748,tianyi,record_id_x,"BL1, BN1",zhengn,record_id_y,BL1
107,556,tianyi,record_id_x,D1a,zhengn,record_id_y,D1a
108,1090,tianyi,record_id_x,D1a,zhengn,record_id_y,A1g
109,826,tianyi,record_id_x,D1a,zhengn,record_id_y,"D1a, A1g"
110,220,tianyi,record_id_x,BN1,zhengn,record_id_y,BN1
111,982,tianyi,record_id_x,"D1a, D1b",zhengn,record_id_y,"D1b, D1a"
112,1091,tianyi,record_id_x,D1,zhengn,record_id_y,D1c
113,929,tianyi,record_id_x,D1b,zhengn,record_id_y,D1b
114,1006,tianyi,record_id_x,D1a,zhengn,record_id_y,D1a
115,633,tianyi,record_id_x,F1,zhengn,record_id_y,F1
116,632,tianyi,record_id_x,D1,zhengn,record_id_y,D1
117,1092,tianyi,record_id_x,"BL1, KA1b",zhengn,record_id_y,"KA1b, CL1"
118,1093,tianyi,record_id_x,"D1, D1",zhengn,record_id_y,"D1, BF4"
119,1094,tianyi,record_id_x,F4,zhengn,record_id_y,"F4, F3, D1a"
120,486,tianyi,record_id_x,D1,zhengn,record_id_y,D1
121,1095,tianyi,record_id_x,D1a,zhengn,record_id_y,D1a
122,1096,tianyi,record_id_x,D1a,zhengn,record_id_y,D1a
123,1097,tianyi,record_id_x,"CE2, BF4, CF5",zhengn,record_id_y,"CE2, BF4"
124,1098,tianyi,record_id_x,"D1a, K2",zhengn,record_id_y,"K2, D1a"
125,1099,tianyi,record_id_x,"CE2, D1b",zhengn,record_id_y,"D1c, CE2"
126,1100,tianyi,record_id_x,"BL1, BE5",zhengn,record_id_y,"BL1, BE5"
127,1101,tianyi,record_id_x,"BF4, CF5",zhengn,record_id_y,CF5
128,1102,tianyi,record_id_x,,zhengn,record_id_y,
0,255,tianyi,record_id_x,"BL1, F3, F4, AN2, CE2",zhengn,record_id_y,"BL1, F3, BL3, AN2, CE2"
1,965,tianyi,record_id_x,"BL1, F3, BE5, AN2, CE2",zhengn,record_id_y,"CE2, F3, BL3, AN2"
2,966,tianyi,record_id_x,"BL1, E1, BE5, BF4",zhengn,record_id_y,"BL1, E1, CE2"
3,164,tianyi,record_id_x,"BL1, E1, BF4, D1a",zhengn,record_id_y,"BL1, E1, D1a"
4,52,tianyi,record_id_x,"K2, D1a",zhengn,record_id_y,"K2, D1a"
5,967,tianyi,record_id_x,"L5, F4, CL1, K2",zhengn,record_id_y,"CL1, K2, F4"
6,968,tianyi,record_id_x,"L5, F4, D1a, CL1",zhengn,record_id_y,"F4, D1a, CE2, CL1"
7,969,tianyi,record_id_x,"F4, D1a",zhengn,record_id_y,"CE2, BL1, F4, D1a"
8,329,tianyi,record_id_x,"F4, D1a",zhengn,record_id_y,"F4, D1a"
9,970,tianyi,record_id_x,"A1b, P3, D1a",zhengn,record_id_y,"A1b, D1a, P3"
10,254,tianyi,record_id_x,"F3, BL3, AN2, A1b",zhengn,record_id_y,"A1b, F3, BL3, AN2"
11,182,tianyi,record_id_x,"A1b, F3, BL3, AN2",zhengn,record_id_y,"BL1, F3, BL3, AN2"
12,237,tianyi,record_id_x,A1b,zhengn,record_id_y,"BL1, D1"
13,284,tianyi,record_id_x,"F3, A1f, AN2",zhengn,record_id_y,"D1, AN2"
14,971,tianyi,record_id_x,"L5, F3, A1f, AN2",zhengn,record_id_y,"L5, AN2"
15,972,tianyi,record_id_x,"L5, BL1, D1",zhengn,record_id_y,"L5, BL1, D1"
16,232,tianyi,record_id_x,"BL1, BN1, BL3",zhengn,record_id_y,"BL1, BL3"
17,170,tianyi,record_id_x,"BL1, BN1, D1, BL3",zhengn,record_id_y,"BL1, D1, BL3"
18,349,tianyi,record_id_x,"BL1, BN1",zhengn,record_id_y,"BL1, BN1"
19,973,tianyi,record_id_x,"D1, BN1",zhengn,record_id_y,"D1, BN1"
20,288,tianyi,record_id_x,"BL1, D1",zhengn,record_id_y,"BL1, D1"
21,229,tianyi,record_id_x,"BN1, CL1",zhengn,record_id_y,CL1
22,974,tianyi,record_id_x,"D1c, BN1, CL1",zhengn,record_id_y,"CL1, D1"
23,208,tianyi,record_id_x,,zhengn,record_id_y,
24,268,tianyi,record_id_x,"D1c, N3",zhengn,record_id_y,"D1, AN2"
25,160,tianyi,record_id_x,"A1b, CE2, N3",zhengn,record_id_y,"A1b, CE2, E1"
26,975,tianyi,record_id_x,"A1b, CE2, AN2",zhengn,record_id_y,"A1b, CE2, AN2"
27,976,tianyi,record_id_x,"BL3, AN2, E1",zhengn,record_id_y,"E1, BL3, AN2"
28,977,tianyi,record_id_x,"D1c, BL3",zhengn,record_id_y,"D1, BL3"
29,978,tianyi,record_id_x,"D1c, D1a",zhengn,record_id_y,"D1, D1a"
30,133,tianyi,record_id_x,"F4, D1a",zhengn,record_id_y,"F4, D1a"
31,198,tianyi,record_id_x,"BL1, F4, K2",zhengn,record_id_y,"BL1, K2, F4"
32,979,tianyi,record_id_x,"BL1, KA1b",zhengn,record_id_y,"BL1, K2, KA1b"
33,980,tianyi,record_id_x,"KA1b, BF4",zhengn,record_id_y,"KA1b, BF4"
34,67,tianyi,record_id_x,"L4, BF4",zhengn,record_id_y,"L4, BF4"
35,226,tianyi,record_id_x,"BN1, L4",zhengn,record_id_y,"L4, CL1"
36,981,tianyi,record_id_x,"BN1, D1a",zhengn,record_id_y,"CL1, D1a"
37,279,tianyi,record_id_x,"BN1, D1a",zhengn,record_id_y,"BN1, D1a"
38,144,tianyi,record_id_x,"BN1, F4",zhengn,record_id_y,"BN1, F4"
39,383,tianyi,record_id_x,"BL1, L4, D1, F4",zhengn,record_id_y,"D1, L4, F4"
40,303,tianyi,record_id_x,"BL1, L4, D1, D1a",zhengn,record_id_y,"D1, L4, D1a"
42,983,tianyi,record_id_x,"CE2, E1, BE5",zhengn,record_id_y,"CE2, E1, F4"
43,984,tianyi,record_id_x,"CE2, D1",zhengn,record_id_y,"D1, F4, CE2"
44,985,tianyi,record_id_x,"D1, D1a",zhengn,record_id_y,"D1, D1a"
47,346,tianyi,record_id_x,"BL1, BE5, BF4",zhengn,record_id_y,"BL1, BE5, BF4"
48,987,tianyi,record_id_x,"KA1b, F1, BF4",zhengn,record_id_y,"KA1b, F1, BF4"
49,140,tianyi,record_id_x,"CL1, KA1b, F1",zhengn,record_id_y,"CL1, F1, KA1b"
50,99,tianyi,record_id_x,"CL1, D1c",zhengn,record_id_y,"CL1, D1c"
51,988,tianyi,record_id_x,"D1c, BN1",zhengn,record_id_y,"D1c, BN1"
52,310,tianyi,record_id_x,F1,zhengn,record_id_y,F1
53,989,tianyi,record_id_x,"A1a, BE5",zhengn,record_id_y,"BE5, A1a"
54,368,tianyi,record_id_x,"F4, AN2",zhengn,record_id_y,N3
55,990,tianyi,record_id_x,"BE5, F4, CF5",zhengn,record_id_y,"BL1, CF5"
56,991,tianyi,record_id_x,"D1c, BE5",zhengn,record_id_y,"BL1, D1, CF5"
57,46,tianyi,record_id_x,"L5, D1c",zhengn,record_id_y,"L5, D1, A2a"
58,89,tianyi,record_id_x,"L5, BL1",zhengn,record_id_y,"L5, L4, A2a"
59,381,tianyi,record_id_x,"CL1, D1",zhengn,record_id_y,"CL1, L4, CF5"
60,992,tianyi,record_id_x,"CL1, D1, F4",zhengn,record_id_y,"CL1, D1, CF5, F4"
61,203,tianyi,record_id_x,"CL1, F4",zhengn,record_id_y,"D1, CL1, F4, BF4"
62,292,tianyi,record_id_x,"CL1, BF4",zhengn,record_id_y,"F4, BL2, CL1, BF4, CE2"
63,993,tianyi,record_id_x,"BL1, BF4, CF5",zhengn,record_id_y,"CF5, F4, BL2"
64,994,tianyi,record_id_x,"CL1, BE5, BF4",zhengn,record_id_y,"CL1, CE2, CF5, BE5"
65,358,tianyi,record_id_x,"BE5, BL3",zhengn,record_id_y,"BE5, BL3"
66,234,tianyi,record_id_x,"BN1, BL3",zhengn,record_id_y,"BL1, BN1, BL3"
67,225,tianyi,record_id_x,"D1c, BN1",zhengn,record_id_y,"CL1, D1c, BN1"
68,995,tianyi,record_id_x,"D1c, CE2, BL1",zhengn,record_id_y,"BE5, CL1, CE2, D1c"
69,996,tianyi,record_id_x,"CE2, CF5, BF4, CL1",zhengn,record_id_y,"CE2, CF5, CL1, BE5"
70,324,tianyi,record_id_x,CF5,zhengn,record_id_y,"F3, CF5"
71,997,tianyi,record_id_x,"D1, E1, A2a, BF4",zhengn,record_id_y,"F3, D1, E1, A2a"
72,998,tianyi,record_id_x,"E1, A2a, BL1",zhengn,record_id_y,"BL1, E1, D1, A2a"
73,108,tianyi,record_id_x,"CE2, D1, BL1",zhengn,record_id_y,"BL1, A1d"
74,999,tianyi,record_id_x,"CE2, E1, D1a, CL1",zhengn,record_id_y,"D1, E1, CL1, A1d"
75,163,tianyi,record_id_x,"E1, CL1",zhengn,record_id_y,"D1, E1, CL1, D1a"
76,264,tianyi,record_id_x,"BL3, D1a",zhengn,record_id_y,"BL3, D1a"
77,1000,tianyi,record_id_x,"BN1, BL3",zhengn,record_id_y,"CF5, BL3"
78,180,tianyi,record_id_x,"A1b, BN1",zhengn,record_id_y,"A1b, D1, CF5"
79,65,tianyi,record_id_x,"A1b, BL1",zhengn,record_id_y,"A1b, BL1, D1"
80,1001,tianyi,record_id_x,E1,zhengn,record_id_y,E1
81,307,tianyi,record_id_x,E1,zhengn,record_id_y,E1
82,186,tianyi,record_id_x,"CL1, L4, D1a",zhengn,record_id_y,"CL1, D1a"
83,1002,tianyi,record_id_x,"D1c, CL1, D1a",zhengn,record_id_y,"CL1, D1, D1a"
84,1003,tianyi,record_id_x,"D1c, BL1, E1",zhengn,record_id_y,"BL1, CE2, D1"
85,1004,tianyi,record_id_x,"BL1, E1, D1a",zhengn,record_id_y,"BL1, CE2, D1a"
86,25,tianyi,record_id_x,"BL1, D1a",zhengn,record_id_y,"BL1, D1a"
87,313,tianyi,record_id_x,"BL1, K2",zhengn,record_id_y,"K2, D1a"
88,1005,tianyi,record_id_x,"K2, F1",zhengn,record_id_y,"K2, F1"
90,1007,tianyi,record_id_x,"BN1, BE5, D1a",zhengn,record_id_y,"CE3, BN1, D1a"
91,207,tianyi,record_id_x,"D1c, BN1, BE5",zhengn,record_id_y,"CE3, D1, BN1"
92,202,tianyi,record_id_x,"D1c, CL1",zhengn,record_id_y,"D1, CL1, CE3"
93,17,tianyi,record_id_x,"F1, D1a, CL1",zhengn,record_id_y,"CL1, D1a, F1"
94,171,tianyi,record_id_x,"BL1, A1a, D1a",zhengn,record_id_y,"BL1, A1a, D1a"
95,206,tianyi,record_id_x,"BL1, D1c",zhengn,record_id_y,"BL1, D1"
96,1008,tianyi,record_id_x,"D1c, D1",zhengn,record_id_y,
97,212,tianyi,record_id_x,"D1, BL2",zhengn,record_id_y,"BL1, BN1, D1"
98,24,tianyi,record_id_x,BN1,zhengn,record_id_y,BN1
99,96,tianyi,record_id_x,"L5, A2a, BL2",zhengn,record_id_y,"L5, BL1"
100,290,tianyi,record_id_x,"L5, A2a, BL2",zhengn,record_id_y,"L5, BL1"
101,141,tianyi,record_id_x,CL1,zhengn,record_id_y,CL1
102,103,tianyi,record_id_x,"A1b, CL1",zhengn,record_id_y,"A1b, CL1"
103,247,tianyi,record_id_x,"A1b, D1c",zhengn,record_id_y,"A1b, D1"
104,61,tianyi,record_id_x,,zhengn,record_id_y,"D1c, L4, D1"
105,32,tianyi,record_id_x,"A1b, D1c",zhengn,record_id_y,"A1b, D1c, L4"
106,34,tianyi,record_id_x,"A1b, BF4",zhengn,record_id_y,"A1b, F3, BF4"
107,252,tianyi,record_id_x,"A1b, BF4, F4",zhengn,record_id_y,"A1b, F3, F4"
108,1009,tianyi,record_id_x,"BL1, A1b, BE5, F4, CL1",zhengn,record_id_y,"CL1, CE2, A1b, F4"
109,1010,tianyi,record_id_x,"BE5, L4, BF4, CL1, A1b",zhengn,record_id_y,"BL3, D1, L4, CL1, CE2, A1b"
110,1011,tianyi,record_id_x,"BL1, BL3, L4, BF4, A1b",zhengn,record_id_y,"L5, AN2, D1, L4, A1b"
111,1012,tianyi,record_id_x,"E1, F4, BL3",zhengn,record_id_y,"L5, BL3, F4, AN2, CE2, CL1"
112,218,tianyi,record_id_x,"D1c, E1, F4",zhengn,record_id_y,"CL1, D1, F4, CE2"
113,1013,tianyi,record_id_x,"CL1, BL1, F3, D1c",zhengn,record_id_y,"D1, CL1, N3"
114,1014,tianyi,record_id_x,"CL1, E1",zhengn,record_id_y,CE3
115,214,tianyi,record_id_x,"CL1, E1, A2a, D1a",zhengn,record_id_y,"CE3, CL1, D1a"
116,1015,tianyi,record_id_x,"CL1, BE5, BF4, D1a",zhengn,record_id_y,"BE5, D1a, CL1, BF4"
117,344,tianyi,record_id_x,"CL1, BE5, BF4",zhengn,record_id_y,"CL1, BE5, BF4"
118,1016,tianyi,record_id_x,"BL1, D1c",zhengn,record_id_y,"BL1, D1"
120,71,tianyi,record_id_x,"CL1, E1, Q1",zhengn,record_id_y,"CL1, K2, E1, Q1"
121,50,tianyi,record_id_x,L4,zhengn,record_id_y,"K2, L4"
122,143,tianyi,record_id_x,"CL1, L4, F4",zhengn,record_id_y,"CL1, L4, F4"
123,273,tianyi,record_id_x,"CL1, F4",zhengn,record_id_y,"CL1, F4"
124,276,tianyi,record_id_x,"BL1, BL3, AN2",zhengn,record_id_y,"BL1, BL3, AN2"
125,374,tianyi,record_id_x,AN2,zhengn,record_id_y,AN2
126,1018,tianyi,record_id_x,"F4, BL3",zhengn,record_id_y,"F4, BL3"
127,334,tianyi,record_id_x,"BN1, E1, F4",zhengn,record_id_y,"CE2, BN1, F4"
128,1019,tianyi,record_id_x,"BN1, E1, D1a",zhengn,record_id_y,"CE2, BN1, D1a"
129,1020,tianyi,record_id_x,"CF5, CL1, D1a",zhengn,record_id_y,"CF5, CL1, D1a"
130,184,tianyi,record_id_x,"CL1, BF4, D1a",zhengn,record_id_y,"CL1, BF4, D1a"
131,1021,tianyi,record_id_x,"P2, D1a",zhengn,record_id_y,"D1, D1a, P1"
132,377,tianyi,record_id_x,"P2, K3",zhengn,record_id_y,"CL1, D1, K3"
133,1022,tianyi,record_id_x,BL3,zhengn,record_id_y,"CL1, BL3"
134,1023,tianyi,record_id_x,"K3, F4, D1c",zhengn,record_id_y,D1
135,83,tianyi,record_id_x,"F4, BL3, BF4, D1c",zhengn,record_id_y,"D1, BF4, BL3"
136,240,tianyi,record_id_x,"BF4, F4, BL3",zhengn,record_id_y,"BF4, F4, BL3"
137,398,tianyi,record_id_x,"BL3, CE2",zhengn,record_id_y,"BL3, CE2"
1,399,tianyi,record_id_x,"F4, BF4, CE2",zhengn,record_id_y,"CE2, BE5, F4"
2,400,tianyi,record_id_x,"BF4, D1a",zhengn,record_id_y,"BE5, D1a"
3,401,tianyi,record_id_x,"D1, BF4, D1a",zhengn,record_id_y,"D1, F1, D1a"
4,402,tianyi,record_id_x,"BL1, D1, BF4",zhengn,record_id_y,"BL1, D1, F1"
5,403,tianyi,record_id_x,"CE3, BL1, E1, BF4",zhengn,record_id_y,"BL1, E1"
6,210,tianyi,record_id_x,"CE3, D1c, E1, BF4",zhengn,record_id_y,"D1, E1"
8,372,tianyi,record_id_x,"BL1, BL2",zhengn,record_id_y,"BL1, BL2"
9,404,tianyi,record_id_x,"E1, D1a",zhengn,record_id_y,"CL1, D1a"
10,219,tianyi,record_id_x,"D1c, E1, D1a",zhengn,record_id_y,"D1, D1a"
11,405,tianyi,record_id_x,"D1c, D1a",zhengn,record_id_y,"D1, D1a"
12,406,tianyi,record_id_x,"D1c, D1a",zhengn,record_id_y,"D1, D1a"
13,407,tianyi,record_id_x,"D1c, K3",zhengn,record_id_y,D1
14,408,tianyi,record_id_x,"D1, K3",zhengn,record_id_y,D1
15,382,tianyi,record_id_x,,zhengn,record_id_y,
16,409,tianyi,record_id_x,"D1, BN1",zhengn,record_id_y,"D1, BN1"
17,410,tianyi,record_id_x,"BL1, K3, BN1, K2",zhengn,record_id_y,"BL1, BN1"
18,411,tianyi,record_id_x,"BL1, D1c, K2, K3",zhengn,record_id_y,"BL1, D1c, K2, K3"
19,412,tianyi,record_id_x,"D1c, BL2",zhengn,record_id_y,"BL1, BL3"
20,413,tianyi,record_id_x,"L5, CE2, F4, BL3",zhengn,record_id_y,"L5, CE2, F4, BL3"
21,414,tianyi,record_id_x,"L5, CE2",zhengn,record_id_y,"L5, CE2"
22,129,tianyi,record_id_x,"BL1, E1, A2a, BF4",zhengn,record_id_y,"E1, A2a, F4"
23,181,tianyi,record_id_x,"BL1, E1",zhengn,record_id_y,"E1, BL2"
24,415,tianyi,record_id_x,"E1, A2a",zhengn,record_id_y,"E1, A2a, CF5"
25,193,tianyi,record_id_x,E1,zhengn,record_id_y,E1
26,416,tianyi,record_id_x,D1c,zhengn,record_id_y,"D1c, E1, CF5"
27,417,tianyi,record_id_x,"D1c, K2",zhengn,record_id_y,D1c
29,419,tianyi,record_id_x,"F3, A1f, BL3, AN2",zhengn,record_id_y,"A1f, BL3, AN2"
30,420,tianyi,record_id_x,"F4, BL3",zhengn,record_id_y,"F4, BL3"
31,62,tianyi,record_id_x,"D1c, F4",zhengn,record_id_y,"D1c, F4"
32,421,tianyi,record_id_x,"D1c, BL1, CE2",zhengn,record_id_y,"D1c, BL1, CE2"
33,331,tianyi,record_id_x,"CE2, BF4",zhengn,record_id_y,"CE2, BF4"
34,422,tianyi,record_id_x,"BL1, F3, F1, D1, BF4",zhengn,record_id_y,"BL1, F3, BF4, F4"
35,423,tianyi,record_id_x,"F3, F1, D1, BF4, D1c",zhengn,record_id_y,"D1c, F3, F4, BF4"
36,424,tianyi,record_id_x,"CL1, D1c",zhengn,record_id_y,"CL1, D1c"
37,425,tianyi,record_id_x,"CL1, F4",zhengn,record_id_y,"CL1, F4"
38,317,tianyi,record_id_x,"L5, F4, BL3",zhengn,record_id_y,"L5, F4, BL3"
39,295,tianyi,record_id_x,"L5, BF4, BL3",zhengn,record_id_y,"L5, BF4"
40,426,tianyi,record_id_x,"BN1, BF4, BL3",zhengn,record_id_y,"CL1, BF4"
41,427,tianyi,record_id_x,"BL3, BN1, CL1, CE2",zhengn,record_id_y,"BL1, CE2"
42,428,tianyi,record_id_x,"AN2, CL1, A1f",zhengn,record_id_y,"CL1, A1f, AN2"
43,429,tianyi,record_id_x,"F1, AN2, BN1, CE2, A1f",zhengn,record_id_y,"CE2, BN1, A1f, AN2"
44,204,tianyi,record_id_x,"BN1, F1, BL3",zhengn,record_id_y,"BN1, BL3"
45,430,tianyi,record_id_x,"D1c, BL3",zhengn,record_id_y,"D1, BL3"
46,431,tianyi,record_id_x,"D1c, D1a",zhengn,record_id_y,"D1, D1a"
47,432,tianyi,record_id_x,"CE3, BL1, D1a",zhengn,record_id_y,"CL1, D1a"
48,179,tianyi,record_id_x,"CE3, BF4",zhengn,record_id_y,CF5
49,215,tianyi,record_id_x,"BF4, D1a",zhengn,record_id_y,"CF5, CL1, D1a"
50,433,tianyi,record_id_x,"D1c, D1a",zhengn,record_id_y,"D1, D1a"
51,115,tianyi,record_id_x,"O2, D1c, N3, CL1",zhengn,record_id_y,"BL3, D1, O2"
52,209,tianyi,record_id_x,"N3, CL1",zhengn,record_id_y,BL3
53,200,tianyi,record_id_x,BF4,zhengn,record_id_y,BF4
54,434,tianyi,record_id_x,"D1c, BF4, BL3",zhengn,record_id_y,"BF4, BL3"
55,230,tianyi,record_id_x,"BL3, D1a",zhengn,record_id_y,"BL3, D1a"
56,78,tianyi,record_id_x,"BL1, D1a",zhengn,record_id_y,"BL1, D1a"
