SQL,hyp_correct,NL_query,index,GT,DB,tables
SELECT * FROM postseason JOIN team ON postseason.team_id_loser = team.team_id_br WHERE team.name = 'Boston Red Stockings' UNION SELECT * FROM postseason JOIN team ON postseason.team_id_loser = team.team_id_br WHERE team.name = 'Boston Red Stockings',False,How many times in total did the team Boston Red Stockings participate in postseason games?,248,SELECT count(*) FROM ( SELECT * FROM postseason AS T1 JOIN team AS T2 ON T1.team_id_winner  =  T2.team_id_br WHERE T2.name  =  'Boston Red Stockings' UNION SELECT * FROM postseason AS T1 JOIN team AS T2 ON T1.team_id_loser  =  T2.team_id_br WHERE T2.name  =  'Boston Red Stockings' );,baseball_1,"['postseason', 'team']"
SELECT COUNT( * ) FROM college WHERE college.city = 'Atlanta',False,How many parks are there in Atlanta city?,249,SELECT count(*) FROM park WHERE city = 'Atlanta';,baseball_1,"['college', 'park']"
SELECT COUNT( * ) FROM park WHERE college.city = 'Atlanta',False,How many parks does Atlanta city have?,250,SELECT count(*) FROM park WHERE city = 'Atlanta';,baseball_1,['park']
SELECT park.city FROM park GROUP BY park.city HAVING COUNT( * ) > 2,False,List the names of states that have more than 2 parks.,251,SELECT state FROM park GROUP BY state HAVING count(*)  >  2;,baseball_1,['park']
SELECT park.city FROM park GROUP BY park.city HAVING COUNT( * ) > 2,False,Which states have more than 2 parks?,252,SELECT state FROM park GROUP BY state HAVING count(*)  >  2;,baseball_1,['park']
SELECT COUNT( * ) FROM team_franchise WHERE team_franchise.active = 'y',False,"How many team franchises are active, with active value 'Y'?",253,SELECT count(*) FROM team_franchise WHERE active = 'Y';,baseball_1,['team_franchise']
SELECT COUNT( * ) FROM team_franchise WHERE team_franchise.active = 'y',False,"Find the number of team franchises that are active (have 'Y' as ""active"" information).",254,SELECT count(*) FROM team_franchise WHERE active = 'Y';,baseball_1,['team_franchise']
SELECT COUNT( DISTINCT broadcast.program_id ) FROM broadcast WHERE broadcast.time_of_day = 'night',False,find the number of different programs that are broadcast during night time.,270,SELECT count(DISTINCT program_id) FROM broadcast WHERE time_of_day  =  'Night',program_share,['broadcast']
SELECT DISTINCT room.blockcode FROM room WHERE room.unavailable = 1,False,What are the unique block codes that have available rooms?,284,SELECT DISTINCT blockcode FROM room WHERE unavailable  =  0,hospital_1,['room']
SELECT DISTINCT room.blockcode FROM room WHERE room.unavailable = 1,False,Tell me the distinct block codes where some rooms are available.,285,SELECT DISTINCT blockcode FROM room WHERE unavailable  =  0,hospital_1,['room']
SELECT COUNT( * ) FROM company WHERE company.headquarters = 'US',False,How many companies are headquartered in the US?,306,SELECT count(*) FROM company WHERE Headquarters  =  'USA',company_employee,['company']
SELECT COUNT( * ) FROM project_outcomes WHERE project_outcomes.outcome_code = 'patents',False,How many patents outcomes were listed for all the projects?,354,SELECT count(*) FROM Project_outcomes WHERE outcome_code  =  'Patent',tracking_grants_for_research,['project_outcomes']
SELECT COUNT( * ) FROM person WHERE person.gender = 'females',False,How many females does this network has?,361,SELECT count(*) FROM Person WHERE gender  =  'female',network_2,['person']
SELECT COUNT( * ) FROM person WHERE person.gender = 'females',False,How many females are in the network?,362,SELECT count(*) FROM Person WHERE gender  =  'female',network_2,['person']
SELECT tryout.cname FROM tryout WHERE tryout.ppos = 'goalie' INTERSECT SELECT tryout.cname FROM tryout WHERE tryout.ppos = 'mid',False,How many schools have some students playing in goalie and mid positions.,445,SELECT COUNT(*) FROM (SELECT cName FROM  tryout WHERE pPos  =  'goalie' INTERSECT SELECT cName FROM  tryout WHERE pPos  =  'mid'),soccer_2,['tryout']
SELECT tryout.cname FROM tryout WHERE tryout.ppos = 'goalie' INTERSECT SELECT tryout.cname FROM tryout WHERE tryout.ppos = 'mid',False,How many schools have students playing in goalie and mid-field positions?,446,SELECT COUNT(*) FROM (SELECT cName FROM  tryout WHERE pPos  =  'goalie' INTERSECT SELECT cName FROM  tryout WHERE pPos  =  'mid'),soccer_2,['tryout']
SELECT college.state FROM college JOIN tryout ON college.cname = tryout.cname WHERE tryout.ppos = 'mid' EXCEPT SELECT college.state FROM college JOIN tryout ON college.cname = tryout.cname WHERE tryout.ppos = 'goalie',False,How many states that have some college students playing in the mid position but not in the goalie position.,447,SELECT COUNT(*) FROM (SELECT T1.state FROM college AS T1 JOIN tryout AS T2 ON T1.cName  =  T2.cName WHERE T2.pPos  =  'mid' EXCEPT SELECT T1.state FROM college AS T1 JOIN tryout AS T2 ON T1.cName  =  T2.cName WHERE T2.pPos  =  'goalie'),soccer_2,"['college', 'tryout']"
"SELECT college.state FROM college, tryout WHERE college.state = (SELECT college.state , COUNT( * ) FROM college JOIN tryout ON college.cname = tryout.cname WHERE tryout.ppos = 'goalies')",False,What is the count of states with college students playing in the mid position but not as goalies?,448,SELECT COUNT(*) FROM (SELECT T1.state FROM college AS T1 JOIN tryout AS T2 ON T1.cName  =  T2.cName WHERE T2.pPos  =  'mid' EXCEPT SELECT T1.state FROM college AS T1 JOIN tryout AS T2 ON T1.cName  =  T2.cName WHERE T2.pPos  =  'goalie'),soccer_2,"['college', 'tryout']"
SELECT DISTINCT member.level FROM member,False,What are the different membership levels?,474,SELECT count(DISTINCT LEVEL) FROM member,shop_membership,['member']
SELECT dorm.dorm_name FROM dorm WHERE dorm.gender = 'f',False,Find the name of dorms only for female (F gender).,478,SELECT dorm_name FROM dorm WHERE gender  =  'F',dorm_1,['dorm']
SELECT dorm.dorm_name FROM dorm WHERE dorm.gender = 'f',False,What are the names of the all-female dorms?,479,SELECT dorm_name FROM dorm WHERE gender  =  'F',dorm_1,['dorm']
SELECT COUNT( DISTINCT has_amenity.amenid ) FROM has_amenity,False,Find the number of distinct amenities.,486,SELECT count(*) FROM dorm_amenity,dorm_1,"['has_amenity', 'dorm_amenity']"
SELECT COUNT( DISTINCT dorm_amenity.amenity_name ) FROM dorm JOIN has_amenity ON dorm.dormid = has_amenity.dormid JOIN dorm_amenity ON has_amenity.amenid = dorm_amenity.amenid,False,How many diffrent dorm amenities are there?,487,SELECT count(*) FROM dorm_amenity,dorm_1,"['has_amenity', 'dorm', 'dorm_amenity']"
"SELECT dorm.dormid , COUNT( * ) FROM dorm JOIN has_amenity ON dorm.dormid = has_amenity.dormid GROUP BY dorm.dormid",False,Find the number of dorms that have some amenity.,492,SELECT count(DISTINCT dormid) FROM has_amenity,dorm_1,"['has_amenity', 'dorm']"
SELECT COUNT( * ) FROM dorm JOIN has_amenity ON dorm.dormid = has_amenity.dormid,False,How many dorms have amenities?,493,SELECT count(DISTINCT dormid) FROM has_amenity,dorm_1,"['has_amenity', 'dorm']"
SELECT video_games.gname FROM video_games WHERE video_games.gtype = 'collectible cards',False,What are the names of all video games that are collectible cards?,513,"SELECT gname FROM Video_games WHERE gtype  =  ""Collectible card game""",game_1,['video_games']
SELECT COUNT( * ) FROM video_games WHERE video_games.gtype = 'Massively multiplayer online',False,Count the number of video games with Massively multiplayer online game type .,517,"SELECT count(*) FROM Video_games WHERE gtype  =  ""Massively multiplayer online game""",game_1,['video_games']
SELECT student.advisor FROM student,False,What are the advisors,525,SELECT advisor FROM Student GROUP BY advisor HAVING count(*)  >=  2,game_1,['student']
SELECT COUNT( * ) FROM sportsinfo,False,How many sports do we have?,526,SELECT count(DISTINCT sportname) FROM Sportsinfo,game_1,['sportsinfo']
SELECT COUNT( * ) FROM sportsinfo,False,How many students play sports?,528,SELECT count(DISTINCT StuID) FROM Sportsinfo,game_1,['sportsinfo']
SELECT sportsinfo.stuid FROM sportsinfo WHERE sportsinfo.onscholarship = 'y',False,List ids for all student who are on scholarship.,530,SELECT StuID FROM Sportsinfo WHERE onscholarship  =  'Y',game_1,['sportsinfo']
SELECT sportsinfo.stuid FROM sportsinfo WHERE sportsinfo.onscholarship = 'y',False,What are the ids for all sporty students who are on scholarship?,531,SELECT StuID FROM Sportsinfo WHERE onscholarship  =  'Y',game_1,['sportsinfo']
"SELECT COUNT( * ) , plays_games.stuid FROM plays_games",False,How many games are played for all students?,532,SELECT sum(gamesplayed) FROM Sportsinfo,game_1,"['sportsinfo', 'plays_games']"
SELECT COUNT( DISTINCT addresses.town_city ) FROM addresses WHERE addresses.state_province_county = 'Colorado',False,"How many cities are there in state ""Colorado""?",549,"SELECT count(*) FROM addresses WHERE state_province_county  =  ""Colorado""",e_government,['addresses']
SELECT individuals.individual_last_name FROM individuals JOIN organization_contact_individuals ON individuals.individual_id = organization_contact_individuals.individual_id,False,Find the last name of the individuals that have been contact individuals of an organization.,555,SELECT DISTINCT t1.individual_last_name FROM individuals AS t1 JOIN organization_contact_individuals AS t2 ON t1.individual_id  =  t2.individual_id,e_government,"['organization_contact_individuals', 'individuals']"
SELECT individuals.individual_last_name FROM individuals JOIN organization_contact_individuals ON individuals.individual_id = organization_contact_individuals.individual_id,False,What are the last names of individuals who have been contact individuals for an organization?,556,SELECT DISTINCT t1.individual_last_name FROM individuals AS t1 JOIN organization_contact_individuals AS t2 ON t1.individual_id  =  t2.individual_id,e_government,"['organization_contact_individuals', 'individuals']"
SELECT COUNT( DISTINCT ref_budget_codes.budget_type_code ) FROM ref_budget_codes,False,How many budget types do we have?,575,SELECT count(*) FROM Ref_budget_codes,cre_Docs_and_Epenses,['ref_budget_codes']
SELECT COUNT( * ) FROM train_station,False,How many train stations are there?,583,SELECT count(*) FROM station,train_station,"['train_station', 'station']"
SELECT station.location FROM station JOIN train_station ON station.station_id = train_station.station_id,False,What are all locations of train stations?,584,SELECT DISTINCT LOCATION FROM station,train_station,"['train_station', 'station']"
SELECT COUNT( * ) FROM addresses JOIN staff ON addresses.address_id = staff.staff_address_id WHERE addresses.state_province_county = 'Georgia',False,How many staff live in state Georgia?,597,"SELECT count(*) FROM Addresses WHERE state_province_county = ""Georgia"";",driving_school,"['addresses', 'staff']"
SELECT COUNT( * ) FROM staff JOIN addresses ON staff.staff_address_id = addresses.address_id WHERE addresses.state_province_county = 'Georgia',False,How many employees live in Georgia?,598,"SELECT count(*) FROM Addresses WHERE state_province_county = ""Georgia"";",driving_school,"['addresses', 'staff']"
SELECT COUNT( * ) FROM lessons WHERE lessons.lesson_status_code = 'cancelled',False,How many lessons were in cancelled state?,603,"SELECT count(*) FROM Lessons WHERE lesson_status_code = ""Cancelled"";",driving_school,['lessons']
SELECT COUNT( * ) FROM lessons WHERE lessons.lesson_status_code = 'cancelled',False,How many lessons have been cancelled?,604,"SELECT count(*) FROM Lessons WHERE lesson_status_code = ""Cancelled"";",driving_school,['lessons']
SELECT airports.name FROM airports WHERE airports.elevation BETWEEN 50 and 50,False,Find the name of airports whose altitude is between -50 and 50.,613,SELECT name FROM airports WHERE elevation BETWEEN -50 AND 50,flight_4,['airports']
SELECT airports.name FROM airports WHERE airports.elevation BETWEEN 50 and 50,False,What are the names of all airports whose elevation is between -50 and 50?,614,SELECT name FROM airports WHERE elevation BETWEEN -50 AND 50,flight_4,['airports']
SELECT COUNT( DISTINCT airports.city ) FROM airports HAVING COUNT( * ) > 3,False,How many cities are there that have more than 3 airports?,617,SELECT count(*) FROM (SELECT city FROM airports GROUP BY city HAVING count(*)  >  3),flight_4,['airports']
"SELECT airports.city , COUNT( * ) FROM airports GROUP BY airports.city HAVING COUNT( * ) > 3",False,What is the count of cities with more than 3 airports?,618,SELECT count(*) FROM (SELECT city FROM airports GROUP BY city HAVING count(*)  >  3),flight_4,['airports']
SELECT shipments.shipment_id FROM shipments WHERE shipments.shipment_tracking_number = '3452',False,"Find the id of the order whose shipment tracking number is ""3452"".",621,"SELECT order_id FROM shipments WHERE shipment_tracking_number = ""3452""",tracking_orders,['shipments']
SELECT order_items.order_id FROM order_items WHERE order_items.product_id = 11,False,Find the ids of all the order items whose product id is 11.,623,SELECT order_item_id FROM order_items WHERE product_id = 11,tracking_orders,['order_items']
SELECT cars_data.year FROM cars_data WHERE cars_data.weight BETWEEN 3000 and 4000,False,In which years cars were produced weighing no less than 3000 and no more than 4000 ?,649,select distinct year from cars_data where weight between 3000 and 4000;,car_1,['cars_data']
SELECT cartoon.directed_by FROM cartoon WHERE cartoon.directed_by = 'Ben Jones',False,"List all cartoon directed by ""Ben Jones"".",665,"SELECT Title FROM Cartoon WHERE Directed_by = ""Ben Jones"";",tvshow,['cartoon']
SELECT tv_channel.content FROM tv_channel JOIN tv_series ON tv_channel.id = tv_series.channel WHERE tv_channel.series_name = 'Sky Radio',False,What is the content of the series Sky Radio?,670,"SELECT Content FROM TV_Channel WHERE series_name = ""Sky Radio"";",tvshow,"['tv_series', 'tv_channel']"
SELECT tv_channel.id FROM tv_channel GROUP BY tv_channel.id HAVING COUNT( * ) > 2,False,find id of the tv channels that from the countries where have more than two tv channels.,681,SELECT id FROM tv_channel GROUP BY country HAVING count(*)  >  2,tvshow,['tv_channel']
SELECT tv_channel.id FROM tv_channel JOIN tv_series ON tv_channel.id = tv_series.channel GROUP BY tv_channel.id HAVING COUNT( * ) > 2,False,What are the ids of all tv channels that have more than 2 TV channels?,682,SELECT id FROM tv_channel GROUP BY country HAVING count(*)  >  2,tvshow,"['tv_series', 'tv_channel']"
"SELECT department.name , department.num_employees FROM department JOIN management ON department.department_id = management.department_id WHERE management.temporary_acting = 'yes'",False,Show the name and number of employees for the departments managed by heads whose temporary acting value is 'Yes'?,686,"SELECT T1.name ,  T1.num_employees FROM department AS T1 JOIN management AS T2 ON T1.department_id  =  T2.department_id WHERE T2.temporary_acting  =  'Yes'",department_management,"['management', 'department']"
SELECT DISTINCT head.age FROM head JOIN management ON head.head_id = management.head_id WHERE management.temporary_acting = 'yes',False,What are the distinct ages of the heads who are acting?,687,SELECT DISTINCT T1.age FROM management AS T2 JOIN head AS T1 ON T1.head_id  =  T2.head_id WHERE T2.temporary_acting  =  'Yes',department_management,"['management', 'head']"
SELECT catalog_contents.catalog_entry_name FROM catalog_contents WHERE catalog_contents.product_stock_number LIKE '%2%',False,"Find the names of all the products whose stock number starts with ""2"".",704,"SELECT catalog_entry_name FROM catalog_contents WHERE product_stock_number LIKE ""2%""",product_catalog,['catalog_contents']
SELECT catalog_contents.catalog_entry_name FROM catalog_contents WHERE catalog_contents.product_stock_number LIKE '%2%',False,"Which catalog contents have a product stock number that starts from ""2""? Show the catalog entry names.",705,"SELECT catalog_entry_name FROM catalog_contents WHERE product_stock_number LIKE ""2%""",product_catalog,['catalog_contents']
SELECT COUNT( * ) FROM genre JOIN track ON genre.genreid = track.genreid WHERE genre.name = 'rock',False,How many tracks belong to rock genre?,730,"SELECT COUNT(*) FROM GENRE AS T1 JOIN TRACK AS T2 ON T1.GenreId  =  T2.GenreId WHERE T1.Name  =  ""Rock""",chinook_1,"['genre', 'track']"
SELECT COUNT( * ) FROM genre JOIN track ON genre.genreid = track.genreid WHERE genre.name = 'rock',False,Count the number of tracks that are part of the rock genre.,731,"SELECT COUNT(*) FROM GENRE AS T1 JOIN TRACK AS T2 ON T1.GenreId  =  T2.GenreId WHERE T1.Name  =  ""Rock""",chinook_1,"['genre', 'track']"
SELECT AVG( track.unitprice ) FROM genre JOIN track ON genre.genreid = track.genreid WHERE genre.name = 'jazz',False,Find the average unit price of jazz tracks.,733,"SELECT AVG(UnitPrice) FROM GENRE AS T1 JOIN TRACK AS T2 ON T1.GenreId  =  T2.GenreId WHERE T1.Name  =  ""Jazz""",chinook_1,"['genre', 'track']"
SELECT AVG( track.unitprice ) FROM genre JOIN track ON genre.genreid = track.genreid WHERE genre.name = 'rock',False,What is the average unit price of rock tracks?,754,"SELECT AVG(T2.UnitPrice) FROM GENRE AS T1 JOIN TRACK AS T2 ON T1.GenreId  =  T2.GenreId WHERE T1.Name  =  ""Rock""",chinook_1,"['genre', 'track']"
"SELECT medicine.name , medicine.trade_name FROM medicine WHERE medicine.fda_approved = 'yes'",False,What are the names and trade names of the medicines which has 'Yes' value in the FDA record?,760,"SELECT name ,  trade_name FROM medicine WHERE FDA_approved  =  'Yes'",medicine_enzyme_interaction,['medicine']
"SELECT medicine.name , medicine.trade_name FROM medicine WHERE medicine.fda_approved = 'yes'",False,What are the names and trade names of the medcines that are FDA approved?,761,"SELECT name ,  trade_name FROM medicine WHERE FDA_approved  =  'Yes'",medicine_enzyme_interaction,['medicine']
"SELECT medicine.id , medicine.name FROM medicine_enzyme_interaction JOIN medicine ON medicine_enzyme_interaction.medicine_id = medicine.id HAVING COUNT( * ) >= 4",False,"For every medicine id, what are the names of the medicines that can interact with more than one enzyme?",763,"SELECT T1.id ,  T1.Name FROM medicine AS T1 JOIN medicine_enzyme_interaction AS T2 ON T2.medicine_id  =  T1.id GROUP BY T1.id HAVING count(*)  >=  2",medicine_enzyme_interaction,"['medicine_enzyme_interaction', 'medicine']"
"SELECT university.school , university.location FROM university WHERE university.affiliation = 'public'",False,List all public schools and their locations.,774,"SELECT school ,  LOCATION FROM university WHERE affiliation  =  'Public'",university_basketball,['university']
"SELECT university.school , university.location FROM university WHERE university.affiliation = 'public'",False,What are the public schools and what are their locations?,775,"SELECT school ,  LOCATION FROM university WHERE affiliation  =  'Public'",university_basketball,['university']
SELECT university.school FROM university WHERE university.founded > 1850 OR university.affiliation = 'public',False,Find the schools that were either founded after 1850 or public.,788,SELECT school FROM university WHERE founded  >  1850 OR affiliation  =  'Public',university_basketball,['university']
SELECT university.school FROM university WHERE university.founded > 1850 OR university.affiliation = 'public',False,What are the schools that were either founded before 1850 or are public?,789,SELECT school FROM university WHERE founded  >  1850 OR affiliation  =  'Public',university_basketball,['university']
"SELECT MAX( player.weight ) , MIN( player.height ) FROM player",False,What is the maximum and minimum height of all players?,798,"SELECT max(weight) ,  min(weight) FROM Player",soccer_1,['player']
SELECT DISTINCT customers.customer_details FROM policies JOIN customers ON policies.customer_id = customers.customer_id WHERE policies.policy_type_code = 'deputy',False,Find the names of the customers who have an deputy policy.,821,"SELECT DISTINCT t2.customer_details FROM policies AS t1 JOIN customers AS t2 ON t1.customer_id  =  t2.customer_id WHERE t1.policy_type_code  =  ""Deputy""",insurance_and_eClaims,"['policies', 'customers']"
"SELECT products.product_color , SUM( order_items.product_quantity ) FROM order_items JOIN products ON order_items.product_id = products.product_id GROUP BY products.product_color",False,"What are the different product names, and what is the sum of quantity ordered for each product?",862,"SELECT T2.product_name ,  sum(T1.product_quantity) FROM Order_items AS T1 JOIN Products AS T2 ON T1.product_id  =  T2.product_id GROUP BY T2.product_name",customers_and_invoices,"['products', 'order_items']"
SELECT SUM( checking.balance ) FROM accounts JOIN savings ON accounts.custid = savings.custid ORDER BY checking.balance ASC,False,Find the total checking and saving balance of all accounts sorted by the total balance in ascending order.,877,SELECT T1.balance + T2.balance FROM checking AS T1 JOIN savings AS T2 ON T1.custid  =  T2.custid ORDER BY T1.balance + T2.balance,small_bank_1,"['checking', 'savings', 'accounts']"
"SELECT SUM( checking.balance ) FROM checking ORDER BY checking.balance , savings.balance ASC",False,"What is the sum of checking and savings balances for all customers, ordered by the total balance?",878,SELECT T1.balance + T2.balance FROM checking AS T1 JOIN savings AS T2 ON T1.custid  =  T2.custid ORDER BY T1.balance + T2.balance,small_bank_1,"['checking', 'savings']"
"SELECT roles.role_description , COUNT( employees.employee_id ) FROM employees JOIN employees ON employees.role_code = employees.employee_id WHERE roles.role_description != roles.role_description GROUP BY employees.role_code",False,List roles that have more than one employee. List the role description and number of employees.,922,"SELECT Roles.role_description , count(Employees.employee_id) FROM ROLES JOIN Employees ON Employees.role_code = Roles.role_code GROUP BY Employees.role_code HAVING count(Employees.employee_id)  >  1;",cre_Doc_Control_Systems,"['employees', 'roles']"
SELECT documents.document_id FROM documents WHERE documents.document_status_code = 'done' AND documents.document_type_code = 'paper',False,List the document ids for any documents with the status code done and the type code paper.,924,"SELECT document_id FROM Documents WHERE document_status_code = ""done"" AND document_type_code = ""Paper"";",cre_Doc_Control_Systems,['documents']
"SELECT AVG( people.height ) , AVG( people.weight ) FROM people WHERE people.sex = 'm'",False,What are the average height and weight across males (sex is M)?,966,"SELECT avg(height) ,  avg(weight) FROM people WHERE sex  =  'M'",candidate_poll,['people']
"SELECT party.lieutenant_governor , party.comptroller FROM party WHERE party.party = 'democratic'",False,Show the lieutenant governor and comptroller from the democratic party.,985,"SELECT Lieutenant_Governor ,  Comptroller FROM party WHERE Party  =  ""Democratic""",election,['party']
"SELECT party.lieutenant_governor , party.comptroller FROM party WHERE party.party = 'democratic'",False,Who are the lieutenant governor and comptroller from the democratic party?,986,"SELECT Lieutenant_Governor ,  Comptroller FROM party WHERE Party  =  ""Democratic""",election,['party']
"SELECT bank.bname , bank.city FROM bank JOIN loan ON bank.branch_id = loan.branch_id WHERE loan.loan_type = 'business'",False,Find the city and name of bank branches that provide business loans.,1047,"SELECT T1.bname ,  T1.city FROM bank AS T1 JOIN loan AS T2 ON T1.branch_id  =  T2.branch_id WHERE T2.loan_type  =  'Business'",loan_1,"['loan', 'bank']"
"SELECT bank.bname , bank.city FROM bank JOIN loan ON bank.branch_id = loan.branch_id WHERE loan.loan_type = 'business'",False,What are the names and cities of bank branches that offer loans for business?,1048,"SELECT T1.bname ,  T1.city FROM bank AS T1 JOIN loan AS T2 ON T1.branch_id  =  T2.branch_id WHERE T2.loan_type  =  'Business'",loan_1,"['loan', 'bank']"
"SELECT train.time , train.train_number FROM train WHERE train.destination = 'Chennai,' ORDER BY train.time ASC",False,"Give me the times and numbers of all trains that go to Chennai, ordered by time.",1066,"SELECT TIME ,  train_number FROM train WHERE destination  =  'Chennai' ORDER BY TIME",station_weather,['train']
SELECT COUNT( * ) FROM files WHERE files.duration = '4',False,How many songs have 4 minute duration?,1098,"SELECT count(*) FROM files WHERE duration LIKE ""4:%""",music_1,['files']
SELECT files.duration FROM files WHERE files.duration NOT IN (SELECT AVG( files.duration ) FROM files ORDER BY files.duration DESC LIMIT 4) GROUP BY files.duration,False,What is the count of the songs that last approximately 4 minutes?,1099,"SELECT count(*) FROM files WHERE duration LIKE ""4:%""",music_1,['files']
SELECT AVG( song.rating ) FROM artist JOIN song ON artist.artist_name = song.artist_name WHERE artist.gender = 'female',False,What is the average rating of songs produced by female artists?,1100,"SELECT avg(T2.rating) FROM artist AS T1 JOIN song AS T2 ON T1.artist_name  =  T2.artist_name WHERE T1.gender  =  ""Female""",music_1,"['song', 'artist']"
SELECT AVG( song.rating ) FROM artist JOIN song ON artist.artist_name = song.artist_name WHERE artist.gender = 'female',False,"How many songs, on average, are sung by a female artist?",1101,"SELECT avg(T2.rating) FROM artist AS T1 JOIN song AS T2 ON T1.artist_name  =  T2.artist_name WHERE T1.gender  =  ""Female""",music_1,"['song', 'artist']"
SELECT artist.country FROM artist JOIN song ON artist.artist_name = song.artist_name WHERE artist.gender = 'female' AND song.languages = 'Bangla',False,What is the country of origin of the artist who is female and produced a song in Bangla?,1102,"SELECT T1.country FROM artist AS T1 JOIN song AS T2 ON T1.artist_name  =  T2.artist_name WHERE T1.gender  =  ""Female"" AND T2.languages  =  ""bangla""",music_1,"['song', 'artist']"
SELECT artist.country FROM artist JOIN song ON artist.artist_name = song.artist_name WHERE artist.gender = 'female' AND song.languages = 'Bangla',False,What countries are the female artists who sung in the language Bangla from?,1103,"SELECT T1.country FROM artist AS T1 JOIN song AS T2 ON T1.artist_name  =  T2.artist_name WHERE T1.gender  =  ""Female"" AND T2.languages  =  ""bangla""",music_1,"['song', 'artist']"
SELECT artist.artist_name FROM artist WHERE artist.gender = 'male' AND artist.gender = 'male',False,What are the names of all male British artists?,1115,"SELECT artist_name FROM artist WHERE country  =  ""UK"" AND gender  =  ""Male""",music_1,['artist']
SELECT song.song_name FROM song WHERE song.genre_is = 'modern' OR song.languages = 'English',False,Find the names of songs whose genre is modern or language is English.,1116,"SELECT song_name FROM song WHERE genre_is  =  ""modern"" OR languages  =  ""english""",music_1,['song']
SELECT song.song_name FROM song WHERE song.genre_is = 'modern' OR song.languages = 'English',False,What are the names of the songs that are modern or sung in English?,1117,"SELECT song_name FROM song WHERE genre_is  =  ""modern"" OR languages  =  ""english""",music_1,['song']
"SELECT AVG( song.rating ) , AVG( song.resolution ) FROM song WHERE song.languages = 'Bangla'",False,What are the average rating and resolution of songs that are in Bangla?,1118,"SELECT avg(rating) ,  avg(resolution) FROM song WHERE languages  =  ""bangla""",music_1,['song']
"SELECT song.f_id , song.genre_is , song.artist_name FROM song WHERE song.languages = 'English' ORDER BY song.rating ASC",False,"List the id, genre and artist name of English songs ordered by rating.",1120,"SELECT f_id ,  genre_is ,  artist_name FROM song WHERE languages  =   ""english"" ORDER BY rating",music_1,['song']
"SELECT song.f_id , song.genre_is , song.artist_name FROM song WHERE song.languages = 'English' ORDER BY song.rating ASC",False,"What is the id, genre, and name of the artist for every English song ordered by ascending rating?",1121,"SELECT f_id ,  genre_is ,  artist_name FROM song WHERE languages  =   ""english"" ORDER BY rating",music_1,['song']
"SELECT player.bats , player.bats FROM player JOIN all_star ON player.player_id = all_star.player_id WHERE all_star.year = 1998",False,What are first and last names of players participating in all star game in 1998?,1124,"SELECT name_first ,  name_last FROM player AS T1 JOIN all_star AS T2 ON T1.player_id  =  T2.player_id WHERE YEAR  =  1998",baseball_1,"['all_star', 'player']"
"SELECT player.name_first , player.name_first FROM player JOIN all_star ON player.player_id = all_star.player_id WHERE all_star.year = 1998",False,List the first and last name for players who participated in all star game in 1998.,1125,"SELECT name_first ,  name_last FROM player AS T1 JOIN all_star AS T2 ON T1.player_id  =  T2.player_id WHERE YEAR  =  1998",baseball_1,"['all_star', 'player']"
"SELECT hall_of_fame.ballots , COUNT( * ) FROM hall_of_fame GROUP BY hall_of_fame.ballots",False,How many players enter hall of fame each year?,1126,"SELECT yearid ,  count(*) FROM hall_of_fame GROUP BY yearid;",baseball_1,['hall_of_fame']
