,record_id,session_id,username,sql_id,sql,nl_query,incorrect_parts,open_ended_feedback,error_classification,duration,cur_id,batch_id,GT_sql
10,6c39fe2a-a004-4eca-8f6b-3b3895121d7f,90c68876-98fd-423d-96bd-b590dcc5725e,tianyi,604,SELECT COUNT( * ) FROM lessons WHERE lessons.lesson_status_code = 'cancelled',How many lessons have been cancelled?,WHERE lessons.lesson_status_code = 'cancelled',,D1a,28.1470000743866,10,2,"SELECT count(*) FROM Lessons WHERE lesson_status_code = ""Cancelled"";"
11,0d728a92-125a-4761-820f-9fe39bbcb3b6,90c68876-98fd-423d-96bd-b590dcc5725e,tianyi,1612,SELECT addresses.state_province_county FROM addresses JOIN staff ON addresses.address_id = staff.staff_address_id GROUP BY addresses.state_province_county HAVING COUNT( * ) >= 2,What are the names of the states that have 2 to 4 employees living there?,COUNT( * ) >= 2,,DF2,129.773000001907,11,2,SELECT T1.state_province_county FROM Addresses AS T1 JOIN Staff AS T2 ON T1.address_id = T2.staff_address_id GROUP BY T1.state_province_county HAVING count(*) BETWEEN 2 AND 4;
12,c7dd867c-92b0-415b-968a-9683feef69e8,c69e6490-5e27-4ab0-bac6-a4b481381b8a,tianyi,1623,SELECT COUNT( * ) FROM customers JOIN lessons ON customers.customer_id = lessons.customer_id WHERE customers.first_name = 'Rylan' AND customers.last_name = 'Goodwin',How many lessons taken by customer with first name as Rylan and last name as Goodwin were completed?,"WHERE customers.first_name = 'Rylan' AND customers.last_name = 'Goodwin', COUNT( * ), customers, lessons",,"BL1, CM6, F4",82.6300001144409,12,2,"SELECT count(*) FROM Lessons AS T1 JOIN Customers AS T2 ON T1.customer_id  = T2.customer_id WHERE T2.first_name = ""Rylan"" AND T2.last_name = ""Goodwin"" AND T1.lesson_status_code = ""Completed"";"
13,ada2c3dc-a3d4-4bf8-af92-ed88b195ec24,c69e6490-5e27-4ab0-bac6-a4b481381b8a,tianyi,1745,"SELECT car_makers.maker , model_list.model FROM car_makers JOIN model_list ON car_makers.id = model_list.maker",What are all the makers and models?,"car_makers, JOIN, model_list, ON, car_makers.id = model_list.maker, car_makers.maker , model_list.model",,"CM6, CL1, E1",132.057999849319,13,2,"SELECT Maker ,  Model FROM MODEL_LIST;"
14,54e26c2b-6967-4fd9-9a4c-6d1c3b044fe1,c69e6490-5e27-4ab0-bac6-a4b481381b8a,tianyi,2013,"SELECT COUNT( * ) , artist.artist_name FROM artist JOIN song ON artist.artist_name = song.artist_name WHERE song.languages = 'English' GROUP BY artist.artist_name",Find the names and number of works of all artists who have at least one English songs.,WHERE song.languages = 'English' ,,"D1a, F4",123.3109998703,14,2,"SELECT T1.artist_name ,  count(*) FROM artist AS T1 JOIN song AS T2 ON T1.artist_name  =  T2.artist_name WHERE T2.languages  =  ""english"" GROUP BY T2.artist_name HAVING count(*)  >=  1"
15,203352e6-c906-4afb-889b-78cbb67b1a5a,c69e6490-5e27-4ab0-bac6-a4b481381b8a,tianyi,2002,SELECT song.f_id FROM files WHERE files.formats = 'mp4' OR song.resolution > 720,What are the ids of all songs that are available on mp4 or have a higher resolution than 720?,"WHERE files.formats = 'mp4' OR song.resolution > 720, song.f_id",,"CL1, F2, BL3",170.605999946594,15,2,"SELECT f_id FROM files WHERE formats  =  ""mp4"" UNION SELECT f_id FROM song WHERE resolution  >  720"
16,195bf023-0e7b-4281-b047-30720985f6d7,c69e6490-5e27-4ab0-bac6-a4b481381b8a,tianyi,2016,"SELECT DISTINCT artist.artist_name , artist.country FROM artist JOIN song ON artist.artist_name = song.artist_name WHERE song.resolution > 900",What is the name and country of origin for each artist who has released a song with a resolution higher than 900?,DISTINCT,Miss GROUP BY; Redudant DISTINCT.,F4,276.646000146866,16,2,"SELECT T1.artist_name ,  T1.country FROM artist AS T1 JOIN song AS T2 ON T1.artist_name  =  T2.artist_name WHERE T2.resolution  >  900 GROUP BY T2.artist_name HAVING count(*)  >=  1"
17,38ba24e3-e4f8-4076-bd69-d49a27d069ec,c69e6490-5e27-4ab0-bac6-a4b481381b8a,tianyi,2339,SELECT lessons.lesson_id FROM lessons JOIN staff ON lessons.staff_id = staff.staff_id WHERE staff.nickname LIKE '%s%',What are the the lesson ids of all staff taught by Janessa Sawayn whose nickname has the letter s?,,,F4,57.4579999446869,17,2,"SELECT T1.lesson_id FROM Lessons AS T1 JOIN Staff AS T2 ON T1.staff_id = T2.staff_id WHERE T2.first_name = ""Janessa"" AND T2.last_name = ""Sawayn"" AND nickname LIKE ""%s%"";"
18,3d5a6578-b234-414f-a0df-fb3d38fc68e4,c69e6490-5e27-4ab0-bac6-a4b481381b8a,tianyi,733,SELECT AVG( track.unitprice ) FROM genre JOIN track ON genre.genreid = track.genreid WHERE genre.name = 'jazz',Find the average unit price of jazz tracks.,WHERE genre.name = 'jazz',,D1a,57.0339999198914,18,2,"SELECT AVG(UnitPrice) FROM GENRE AS T1 JOIN TRACK AS T2 ON T1.GenreId  =  T2.GenreId WHERE T1.Name  =  ""Jazz"""
19,ea072e15-d282-45b9-9795-4f8e894d4a6e,c69e6490-5e27-4ab0-bac6-a4b481381b8a,tianyi,1963,SELECT AVG( customer.credit_score ) FROM customer JOIN loan ON customer.cust_id = loan.cust_id,Find the average credit score of the customers who have some loan.,"JOIN, loan, ON",Correct.,,192.611000061035,19,2,SELECT avg(credit_score) FROM customer WHERE cust_id IN (SELECT cust_id FROM loan)
20,5aa03259-a584-4745-bfb3-1de0338ba876,c69e6490-5e27-4ab0-bac6-a4b481381b8a,tianyi,2186,SELECT AVG( gradeconversion.gradepoint ) FROM student WHERE student.lname = 'Smith',Find the average grade point of student whose last name is Smith.,"customers, lessons, AVG( gradeconversion.gradepoint ), student",,"F4, CM6, CL1, CE2",109.537999868393,21,2,"SELECT avg(T2.gradepoint) FROM ENROLLED_IN AS T1 JOIN GRADECONVERSION AS T2 JOIN STUDENT AS T3 ON T1.Grade  =  T2.lettergrade AND T1.StuID  =  T3.StuID WHERE T3.LName  =  ""Smith"""
21,aea4dc0d-8cfb-49b6-860b-2cea9791493e,c69e6490-5e27-4ab0-bac6-a4b481381b8a,tianyi,2027,SELECT artist.artist_name FROM artist JOIN song ON artist.artist_name = song.artist_name WHERE artist.country = 'Bangladesh' AND song.rating > 7,Find the names of the artists who are from Bangladesh and have never received rating higher than 7.,"JOIN, song, ON, artist.artist_name = song.artist_name",,"A1b, A1a",94.8609998226166,22,2,"SELECT DISTINCT artist_name FROM artist WHERE country  =  ""Bangladesh"" EXCEPT SELECT DISTINCT artist_name FROM song WHERE rating  >  7"
22,24f21844-234c-4b52-b51e-239e3f6e4095,c69e6490-5e27-4ab0-bac6-a4b481381b8a,tianyi,1141,SELECT COUNT( * ) FROM postseason WHERE postseason.losses = 1885 AND postseason.ties = 1,"Find the number of tied games (the value of ""ties"" is '1') in 1885 postseason.",WHERE postseason.losses = 1885 AND postseason.ties = 1,,"I1, BF4",92.7490000724792,23,2,SELECT count(*) FROM postseason WHERE YEAR  =  1885 AND ties  =  1;
23,9f87ecc2-c363-406a-a1b2-7224f32ede9a,c69e6490-5e27-4ab0-bac6-a4b481381b8a,tianyi,1876,"SELECT accounts.name FROM accounts, checking, savings WHERE accounts.name = (SELECT accounts.name , checking.balance , savings.balance , SUM( savings.balance ) FROM accounts JOIN checking ON accounts.custid = checking.custid JOIN savings ON checking.balance = savings.custid)","Find the name, checking balance and savings balance of all accounts in the bank sorted by their total checking and savings balance in descending order.","accounts, checking, savings, WHERE accounts.name = (SELECT accounts.name , checking.balance , savings.balance , SUM( savings.balance ) FROM accounts JOIN checking ON accounts.custid = checking.custid JOIN savings ON checking.balance = savings.custid)",Redundant column in FROM,"I2, H2",174.49799990654,24,2,"SELECT T2.balance ,  T3.balance ,  T1.name FROM accounts AS T1 JOIN checking AS T2 ON T1.custid  =  T2.custid JOIN savings AS T3 ON T1.custid  =  T3.custid ORDER BY T2.balance + T3.balance DESC"
24,ced9d6c5-8e2f-4080-b0a7-eddaa4de1646,c69e6490-5e27-4ab0-bac6-a4b481381b8a,tianyi,2010,"SELECT MAX( files.duration ) , AVG( song.resolution ) FROM files JOIN song ON files.f_id = song.f_id ORDER BY song.languages ASC","What are the maximum duration and resolution of all songs, for each language, ordered alphabetically by language?","MAX( files.duration ) , AVG( song.resolution )",Return a wrong value; ,BL3,81.0299999713898,25,2,"SELECT max(T1.duration) ,  max(T2.resolution) ,  T2.languages FROM files AS T1 JOIN song AS T2 ON T1.f_id  =  T2.f_id GROUP BY T2.languages ORDER BY T2.languages"
25,4c035b99-0b03-4cff-adff-cf4594153b65,c69e6490-5e27-4ab0-bac6-a4b481381b8a,tianyi,1903,SELECT COUNT( * ) FROM participants JOIN participants_in_events ON participants.participant_id = participants_in_events.participant_id WHERE participants.participant_details LIKE '%Dr%',How many events had participants whose details had the substring 'Dr.',WHERE participants.participant_details LIKE '%Dr%',,"D1c, DF2",85.8489999771118,26,2,SELECT count(*) FROM participants AS T1 JOIN Participants_in_Events AS T2 ON T1.Participant_ID  =  T2.Participant_ID WHERE T1.participant_details LIKE '%Dr.%'
26,eff55d09-af1a-4609-9ca5-bc4345f978c2,c69e6490-5e27-4ab0-bac6-a4b481381b8a,tianyi,46,SELECT COUNT( * ) FROM medicine WHERE medicine.fda_approved = 'no',How many medicines were not approved by the FDA?,WHERE medicine.fda_approved = 'no',,D1a,13.4430000782013,27,2,SELECT count(*) FROM medicine WHERE FDA_approved  =  'No'
27,7d6ef426-fc81-49be-a251-210e239ae2ed,c69e6490-5e27-4ab0-bac6-a4b481381b8a,tianyi,2118,"SELECT DISTINCT student.fname , student.lname FROM student JOIN member_of_club ON student.stuid = member_of_club.stuid JOIN club ON club.clubid = member_of_club.clubid WHERE club.clubname = 'Bootup Baltimore' AND student.sex = 'f'","Give me the first name and last name for all the female members of the club ""Bootup Baltimore"".","student.stuid = member_of_club.stuid, WHERE club.clubname = 'Bootup Baltimore' AND student.sex = 'f'",Redundant DISTINCT;,"D1a, G1, CM6",162.93700003624,28,2,"SELECT t3.fname ,  t3.lname FROM club AS t1 JOIN member_of_club AS t2 ON t1.clubid  =  t2.clubid JOIN student AS t3 ON t2.stuid  =  t3.stuid WHERE t1.clubname  =  ""Bootup Baltimore"" AND t3.sex  =  ""F"""
28,a195914a-8ade-4e8e-b308-091287d2efee,c69e6490-5e27-4ab0-bac6-a4b481381b8a,tianyi,2123,"SELECT DISTINCT student.fname , student.lname FROM club JOIN member_of_club ON club.clubid = member_of_club.clubid JOIN student ON student.stuid = member_of_club.stuid WHERE club.clubname = 'Bootup Baltimore' AND member_of_club.position = 'president'","What are the first and last name of the president of the club ""Bootup Baltimore""?","WHERE club.clubname = 'Bootup Baltimore' AND member_of_club.position = 'president', DISTINCT",Redundant DISTINCT.,"D1a, CM6, G1",100.229000091553,29,2,"SELECT t3.fname ,  t3.lname FROM club AS t1 JOIN member_of_club AS t2 ON t1.clubid  =  t2.clubid JOIN student AS t3 ON t2.stuid  =  t3.stuid WHERE t1.clubname  =  ""Bootup Baltimore"" AND t2.position  =  ""President"""
29,d436ebe7-8809-46fc-ac56-fbbd99f08112,c69e6490-5e27-4ab0-bac6-a4b481381b8a,tianyi,1712,"SELECT AVG( singer.age ) , MIN( singer.age ) , MAX( singer.age ) FROM singer WHERE singer.country = 'French'","What is the average, minimum, and maximum age for all French singers?",WHERE singer.country = 'French',,D1c,35.8090000152588,30,2,"SELECT avg(age) ,  min(age) ,  max(age) FROM singer WHERE country  =  'France'"
30,cdc31e53-94de-409e-8d0f-c7e53d456a6d,c69e6490-5e27-4ab0-bac6-a4b481381b8a,tianyi,1561,"SELECT ref_document_types.document_type_name , COUNT( * ) FROM documents JOIN ref_document_types ON documents.document_type_code = ref_document_types.document_type_code GROUP BY documents.document_type_code",How many documents are there of each type?,"JOIN, ON, documents.document_type_code = ref_document_types.document_type_code, ref_document_types.document_type_name , COUNT( * ), ref_document_types",,"CL1, E1",175.614000082016,31,2,"SELECT document_type_code ,  count(*) FROM Documents GROUP BY document_type_code"
31,b7e83884-78f2-4de0-beb8-3ef45d022701,c69e6490-5e27-4ab0-bac6-a4b481381b8a,tianyi,2077,SELECT procedures.name FROM procedures JOIN trained_in ON procedures.code = trained_in.treatment JOIN physician ON trained_in.physician = physician.employeeid WHERE physician.name = 'John Wen' AND procedures.cost<5000,Find the names of all procedures such that the cost is less than 5000 and physician John Wen was trained in.,WHERE physician.name = 'John Wen' AND procedures.cost<5000,Miss INTERSECT; Redundant boolean operator AND.,,199.644999980927,32,2,"SELECT name FROM procedures WHERE cost  <  5000 INTERSECT SELECT T3.name FROM physician AS T1 JOIN trained_in AS T2 ON T1.employeeid  =  T2.physician JOIN procedures AS T3 ON T3.code  =  T2.treatment WHERE T1.name  =  ""John Wen"""
32,cf8e4b68-d3c1-4685-af49-a10f86474915,c69e6490-5e27-4ab0-bac6-a4b481381b8a,tianyi,2076,SELECT procedures.name FROM procedures JOIN trained_in ON procedures.code = trained_in.treatment JOIN physician ON trained_in.physician = physician.employeeid JOIN procedures ON procedures.code = trained_in.treatment JOIN physician ON physician.employeeid = trained_in.physician WHERE physician.name != 'John Wen' AND procedures.cost > 1000,"Among the procedures that cost more than 1000, which were not specialized in by physician John Wen?","WHERE physician.name != 'John Wen' AND procedures.cost > 1000, procedures.code = trained_in.treatment, JOIN, ON, procedures",,E1,165.985000133514,33,2,"SELECT name FROM procedures WHERE cost  >  1000 EXCEPT SELECT T3.name FROM physician AS T1 JOIN trained_in AS T2 ON T1.employeeid  =  T2.physician JOIN procedures AS T3 ON T3.code  =  T2.treatment WHERE T1.name  =  ""John Wen"""
33,d388641d-e59e-4e2f-80eb-ca4db2b928ee,c69e6490-5e27-4ab0-bac6-a4b481381b8a,tianyi,1956,SELECT customer.cust_name FROM customer EXCEPT SELECT customer.cust_name FROM customer JOIN loan ON customer.cust_id = loan.cust_id WHERE loan.loan_type = 'Mortage',What are the names of customers who have not taken a Mortage loan?,WHERE loan.loan_type = 'Mortage',,D1b,54.0499999523163,34,2,SELECT cust_name FROM customer EXCEPT SELECT T1.cust_name FROM customer AS T1 JOIN loan AS T2 ON T1.cust_id  =  T2.cust_id WHERE T2.loan_type  =  'Mortgages'
34,8946e504-f48a-4045-a39b-00c761dd319c,c69e6490-5e27-4ab0-bac6-a4b481381b8a,tianyi,2059,SELECT physician.name FROM prescribes JOIN medication ON prescribes.medication = medication.code JOIN prescribes ON physician.employeeid = prescribes.physician WHERE medication.name = 'Thesisin',What is the names of the physicians who prescribe medication Thesisin?,prescribes,,CM6,84.3129999637604,35,2,"SELECT DISTINCT T1.name FROM physician AS T1 JOIN prescribes AS T2 ON T1.employeeid = T2.physician JOIN medication AS T3 ON T3.code = T2.medication WHERE T3.name  =  ""Thesisin"""
35,6f79f7dd-7137-4af0-9290-932db49f1fec,c69e6490-5e27-4ab0-bac6-a4b481381b8a,tianyi,1783,"SELECT DISTINCT tv_channel.series_name , tv_channel.content FROM tv_channel",List the number of different series names and contents in the TV Channel table.,"tv_channel.series_name , tv_channel.content",Return wrong values -- miss count().,,209.111999988556,36,2,"SELECT count(DISTINCT series_name) ,  count(DISTINCT content) FROM TV_Channel;"
36,191189fe-69a9-47bb-8889-c4a276cf62f2,c69e6490-5e27-4ab0-bac6-a4b481381b8a,tianyi,597,SELECT COUNT( * ) FROM addresses JOIN staff ON addresses.address_id = staff.staff_address_id WHERE addresses.state_province_county = 'Georgia',How many staff live in state Georgia?,"JOIN, staff, ON, addresses.address_id = staff.staff_address_id",,E1,47.2780001163483,37,2,"SELECT count(*) FROM Addresses WHERE state_province_county = ""Georgia"";"
37,509f7389-5572-4042-b440-acf41872238c,c69e6490-5e27-4ab0-bac6-a4b481381b8a,tianyi,513,SELECT video_games.gname FROM video_games WHERE video_games.gtype = 'collectible cards',What are the names of all video games that are collectible cards?,WHERE video_games.gtype = 'collectible cards',,D1c,31.5550000667572,38,2,"SELECT gname FROM Video_games WHERE gtype  =  ""Collectible card game"""
38,72822861-9715-47d5-b431-1c6c26d11823,c69e6490-5e27-4ab0-bac6-a4b481381b8a,tianyi,530,SELECT sportsinfo.stuid FROM sportsinfo WHERE sportsinfo.onscholarship = 'y',List ids for all student who are on scholarship.,WHERE sportsinfo.onscholarship = 'y',,D1a,18.5649998188019,39,2,SELECT StuID FROM Sportsinfo WHERE onscholarship  =  'Y'
39,37fc7c79-5021-40a2-a505-19bc78650ef6,c69e6490-5e27-4ab0-bac6-a4b481381b8a,tianyi,2174,SELECT person.name FROM person WHERE personfriend.friend NOT IN (SELECT personfriend.name FROM personfriend),What are the names of all people who do not have friends?,WHERE personfriend.friend NOT IN (SELECT personfriend.name FROM personfriend),,H2,68.6380000114441,40,2,SELECT name FROM person EXCEPT SELECT name FROM PersonFriend
40,17d0c6e1-38ea-4730-82b5-b070851c88b2,c69e6490-5e27-4ab0-bac6-a4b481381b8a,tianyi,1146,SELECT COUNT( * ) FROM home_game JOIN park ON home_game.park_id = park.park_id WHERE home_game.attendance = 1907 AND park.park_alias = 'Columbia Park',"How many games were played in park ""Columbia Park"" in 1907?",WHERE home_game.attendance = 1907 AND park.park_alias = 'Columbia Park',,BF4,86.5610001087189,41,2,SELECT count(*) FROM home_game AS T1 JOIN park AS T2 ON T1.park_id  =  T2.park_id WHERE T1.year = 1907 AND T2.park_name = 'Columbia Park';
41,45f0f7f6-0785-4144-8ef0-4ceae44be38c,c69e6490-5e27-4ab0-bac6-a4b481381b8a,tianyi,1153,SELECT SUM( salary.salary ) FROM salary JOIN player ON salary.player_id = player.player_id WHERE player.name_first = 'Barker' AND player.name_last = 'Len' AND salary.year BETWEEN 1985 and 1990,Compute the total salary that the player with first name Len and last name Barker received between 1985 to 1990.,WHERE player.name_first = 'Barker' AND player.name_last = 'Len' AND salary.year BETWEEN 1985 and 1990,,D1,103.192999839783,42,2,SELECT sum(T1.salary) FROM salary AS T1 JOIN player AS T2 ON T1.player_id = T2.player_id WHERE T2.name_first  =  'Len' AND T2.name_last = 'Barker' AND T1.year BETWEEN 1985 AND 1990;
42,353b1318-5891-4093-b0ac-b6b147dff660,c69e6490-5e27-4ab0-bac6-a4b481381b8a,tianyi,2349,"SELECT COUNT( * ) , airports.city FROM airports WHERE airports.country = 'US' GROUP BY airports.city ORDER BY COUNT( * ) DESC",How many airports are there per city in the US ordered from most to least?,WHERE airports.country = 'US' ,,D1c,31.7039999961853,43,2,"SELECT count(*) ,  city FROM airports WHERE country  =  'United States' GROUP BY city ORDER BY count(*) DESC"
43,dd167e76-2a81-436b-938f-9564f97aaaaa,c69e6490-5e27-4ab0-bac6-a4b481381b8a,tianyi,2170,"SELECT DISTINCT personfriend.name , person.age FROM person JOIN personfriend ON person.name = personfriend.name WHERE person.gender = 'Dan' OR person.gender = 'alice'",What are the different names and ages of every friend of either Dan or alice?,"WHERE person.gender = 'Dan' OR person.gender = 'alice', personfriend.name , person.age",,"D1a, CL1",62.9649999141693,44,2,"SELECT DISTINCT T1.name ,  T1.age FROM Person AS T1 JOIN PersonFriend AS T2 ON T1.name  =  T2.name WHERE T2.friend  =  'Dan' OR T2.friend  =  'Alice'"
44,463fb552-5a8f-4473-b0bf-a267545afb67,c69e6490-5e27-4ab0-bac6-a4b481381b8a,tianyi,2296,SELECT student.stuid FROM sportsinfo JOIN student ON sportsinfo.stuid = student.stuid WHERE student.sex = 'm' AND sportsinfo.sportname != 'football',Show all male student ids who don't play football.,WHERE student.sex = 'm' AND sportsinfo.sportname != 'football',,"D1a, CM6",75.9739999771118,45,2,"SELECT StuID FROM Student WHERE sex  =  'M' EXCEPT SELECT StuID FROM Sportsinfo WHERE sportname  =  ""Football"""
45,d8d29f66-d756-4b77-b6bc-df7f2770de9c,c69e6490-5e27-4ab0-bac6-a4b481381b8a,tianyi,1739,SELECT cars_data.accelerate FROM cars_data JOIN car_names ON cars_data.id = car_names.makeid WHERE car_names.make = 'amc hornet sportabout (sw',What is the accelerate of the car make amc hornet sportabout (sw)?,WHERE car_names.make = 'amc hornet sportabout (sw',,D1c,66.5829999446869,46,2,SELECT T1.Accelerate FROM CARS_DATA AS T1 JOIN CAR_NAMES AS T2 ON T1.Id  =  T2.MakeId WHERE T2.Make  =  'amc hornet sportabout (sw)';
46,60d8ceb2-24f7-4b7f-adbb-0166ac2681a1,c69e6490-5e27-4ab0-bac6-a4b481381b8a,tianyi,1739,SELECT cars_data.accelerate FROM cars_data JOIN car_names ON cars_data.id = car_names.makeid WHERE car_names.make = 'amc hornet sportabout (sw',What is the accelerate of the car make amc hornet sportabout (sw)?,WHERE car_names.make = 'amc hornet sportabout (sw',,D1c,74.5920000076294,46,2,SELECT T1.Accelerate FROM CARS_DATA AS T1 JOIN CAR_NAMES AS T2 ON T1.Id  =  T2.MakeId WHERE T2.Make  =  'amc hornet sportabout (sw)';
47,49eefb2f-b608-4e77-bd1f-641d800f57ee,3661964e-e14a-4214-baf7-560251a57a10,zhengzhang,2028,SELECT DISTINCT artist.artist_name FROM artist JOIN song ON artist.artist_name = song.artist_name WHERE artist.country = 'Bangladesh' AND song.rating > 7,What are the names of the different artists from Bangladesh who never received a rating higher than a 7?,,,"A1d, DF2",1413.24799990654,1,2,"SELECT DISTINCT artist_name FROM artist WHERE country  =  ""Bangladesh"" EXCEPT SELECT DISTINCT artist_name FROM song WHERE rating  >  7"
48,cecf1334-7843-4cb6-87cc-80d4d6058bfb,3661964e-e14a-4214-baf7-560251a57a10,zhengzhang,1127,"SELECT hall_of_fame.ballots , COUNT( * ) FROM hall_of_fame GROUP BY hall_of_fame.ballots",Count the number of players who enter hall of fame for each year.,,,"BN1, BL1",55.4409999847412,2,2,"SELECT yearid ,  count(*) FROM hall_of_fame GROUP BY yearid;"
49,b7cc657c-ee09-4d10-ad11-c9dd7c269df1,3661964e-e14a-4214-baf7-560251a57a10,zhengzhang,1324,SELECT faculty.room FROM faculty WHERE faculty.rank = 'professor' AND faculty.building = 'NEB',Find the rooms of faculties with rank professor who live in building NEB.,,,"D1a, BF4, BL1",106.115999937057,3,2,"SELECT Room FROM FACULTY WHERE Rank  =  ""Professor"" AND Building  =  ""NEB"""
