,sql_id,nl_query,sql,GT_sql,tianyi,record_id_x,error_classification_x,zhengn,record_id_y,error_classification_y
37,820,"What are the names of customers with accounts, and what are the total savings balances for each?","SELECT ACCOUNTS.name, SUM(SAVINGS.balance) FROM SAVINGS JOIN ACCOUNTS ON SAVINGS.custid = ACCOUNTS.custid GROUP BY SAVINGS.custid","SELECT sum(T2.balance) ,  T1.name FROM accounts AS T1 JOIN savings AS T2 ON T1.custid  =  T2.custid GROUP BY T1.name",tianyi,164bdf3d-9332-4735-b7a4-89adafb034a8,"BN1, D1a",zhengning,da8962e1-eb3f-4d85-9a61-64f9178212c1,"BN1, D1a"
38,475,What are the ids for all sporty students who are on scholarship?,SELECT SportsInfo.StuID FROM SportsInfo,SELECT StuID FROM Sportsinfo WHERE onscholarship  =  'Y',tianyi,0205902b-726b-4049-8e1a-dafb5e8ef355,"BN1, F4",zhengning,97378cba-7e5d-4560-897e-a15311ffbb72,"BN1, F4"
39,1045,"How many songs, on average, are sung by a female artist?","SELECT COUNT(song.song_name) FROM artist JOIN song ON artist.artist_name = song.artist_name WHERE artist.gender = ""VALUE""","SELECT avg(T2.rating) FROM artist AS T1 JOIN song AS T2 ON T1.artist_name  =  T2.artist_name WHERE T1.gender  =  ""Female""",tianyi,8f9f33d4-5c05-48aa-999a-0248fc72d6b5,"BL1, L4, D1, F4",zhengning,561c33ff-88c2-4123-9353-91e6cfb6f9ec,"D1, L4, F4"
40,868,List the document ids for any documents with the status code done and the type code paper.,"SELECT Documents.document_id FROM Documents WHERE Documents.document_status_code = ""done"" AND Documents.document_type_code = ""paper""","SELECT document_id FROM Documents WHERE document_status_code = ""done"" AND document_type_code = ""Paper"";",tianyi,9886c8ed-bd81-47c8-9db4-a7b7b993770a,"BL1, L4, D1, D1a",zhengning,d72d767c-eb92-4085-84b3-e3f62e6b8f65,"D1, L4, D1a"
41,1325,"Which problems are reported by the staff with first name ""Christop""? Show the descriptions of the problems.","SELECT Problems.problem_description FROM Staff JOIN Problem_Log ON Staff.staff_id = Problem_Log.assigned_to_staff_id JOIN Problems ON Problem_Log.problem_id = Problems.problem_id WHERE Staff.staff_first_name = ""Christop""","SELECT T1.problem_description FROM problems AS T1 JOIN staff AS T2 ON T1.reported_by_staff_id = T2.staff_id WHERE T2.staff_first_name = ""Christop""",tianyi,7e8731fa-5968-4510-9a2b-895b742ce7b6,"E1, BE5, D1a",zhengning,2c355775-f32e-4d9d-87cb-cded12ea4b82,"E1, D1a"
42,1291,What is the average number of hours spent practicing for students who got rejected?,SELECT AVG(Player.HS) FROM Player WHERE Player.pID IN (SELECT Tryout.decision FROM Tryout),SELECT avg(T1.HS) FROM player AS T1 JOIN tryout AS T2 ON T1.pID  =  T2.pID WHERE T2.decision  =  'no',tianyi,d4126443-9c7c-400d-b9dc-da420e37fff1,"I2, E1, BE5",zhengning,cc188654-0432-414e-9193-44feb45d19a1,"CE2, E1, F4"
43,1356,How many girl students who are younger than 25?,"SELECT COUNT(*) FROM Student WHERE Student.Age < 25 AND Student.Sex = ""VALUE""",SELECT count(*) FROM student WHERE sex  =  'F' AND age  <  25,tianyi,f32d76e5-ec04-4cac-8bb1-404586a8f3ce,"I2, D1",zhengning,0c1e3bcb-b23c-485b-a303-c4b9089e51eb,"D1, F4, CE2"
44,1214,Show the name and phone for customers with a mailshot with outcome code 'No Response'.,"SELECT Customers.customer_name, Customers.customer_phone FROM Customers JOIN Mailshot_Customers ON Customers.customer_id = Mailshot_Customers.customer_id WHERE Mailshot_Customers.outcome_code = ""no Response""","SELECT T1.customer_name ,  T1.customer_phone FROM customers AS T1 JOIN mailshot_customers AS T2 ON T1.customer_id  =  T2.customer_id WHERE T2.outcome_code  =  'No Response'",tianyi,3a36366b-a5ea-438b-b9ef-f43f0edcc41e,"D1, D1a",zhengning,8f2be624-d62c-47e5-a2c9-221f152d3325,"D1, D1a"
45,584,What is the average miles per gallon of all the cards with 4 cylinders?,SELECT AVG(cars_data.Horsepower) FROM cars_data WHERE cars_data.Cylinders = 4,SELECT avg(mpg) FROM CARS_DATA WHERE Cylinders  =  4;,tianyi,6f298f3e-8d7b-4f83-9db2-e13a52fb9d01,"BL1, D1a",zhengning,edd56524-f3f3-47cc-9939-14aa08ec828c,"BL1, D1a"
46,1170,How many friends does Dan have?,"SELECT COUNT(*) FROM Person JOIN PersonFriend ON Person.name = PersonFriend.friend WHERE PersonFriend.friend = ""Dan""",SELECT count(T2.friend) FROM Person AS T1 JOIN PersonFriend AS T2 ON T1.name  =  T2.name WHERE T1.name  =  'Dan',tianyi,9131b71f-b4d4-4e7a-b87d-cbb0502d9da9,"BL1, BE5, BF4",zhengning,bd6f7a7b-731e-41c6-b8c6-415df47a80f2,BE5
47,978,What is the average account balance of customers with credit score below 50 for the different account types?,"SELECT AVG(customer.acc_bal), customer.acc_type FROM customer WHERE customer.acc_type < 50 GROUP BY customer.acc_type","SELECT avg(acc_bal) ,  acc_type FROM customer WHERE credit_score  <  50 GROUP BY acc_type",tianyi,bc5cdaad-3d6e-4e0a-9930-dfa457e7bc29,BE5,zhengning,01d89b78-e68f-4727-bb59-a6dac746dc52,"BL1, BE5, BF4"
48,1251,What are the names of all pilots 30 years old or young in descending alphabetical order?,SELECT pilot.Name FROM pilot WHERE pilot.Age >= 30,SELECT Name FROM pilot WHERE Age  <=  30 ORDER BY Name DESC,tianyi,4fa4d4bc-6a9b-4478-8b30-c5a7232616a0,"KA1b, F1, BF4",zhengning,905f60b5-ff3d-4935-9f60-4d0e973b076f,"KA1b, F1, BF4"
49,471,How many different types of sports do we offer?,SELECT COUNT(DISTINCT Video_Games.GType) FROM Video_Games,SELECT count(DISTINCT sportname) FROM Sportsinfo,tianyi,0b671821-25ae-475c-b88a-4211f5fdc80b,"CM6, BL1, KA1b, F1",zhengning,59a3956b-9648-4227-a37f-db20934cf6d9,"CM6, F1, KA1b"
50,380,What is average number of students enrolled in Florida colleges?,"SELECT AVG(College.enr) FROM College WHERE College.state = ""Florida""",SELECT avg(enr) FROM College WHERE state  =  'FL',tianyi,0a2a36c9-c03d-4a13-9f19-d8f8ee40a08a,"CM6, D1c, BL1",zhengning,7e327bc6-a8f1-47a7-807f-1b942325aa4f,"CM6, D1c"
51,1250,List names of all pilot aged 30 or younger in descending alphabetical order.,SELECT pilot.Name FROM pilot WHERE pilot.Age <= 30 ORDER BY pilot.Age DESC,SELECT Name FROM pilot WHERE Age  <=  30 ORDER BY Name DESC,tianyi,417d8eac-1217-4e4a-bbb0-b385af34582d,"D1c, Q1",zhengning,08d275b6-a5a1-40c2-aebb-9952840931bc,"D1c, nan"
52,883,Return the names of entrepreneurs do no not have the investor Rachel Elnaugh.,"SELECT people.Name FROM people EXCEPT SELECT people.Name FROM entrepreneur JOIN people ON entrepreneur.People_ID = people.People_ID WHERE entrepreneur.Investor = ""Rachel Elnaugh""","SELECT T2.Name FROM entrepreneur AS T1 JOIN people AS T2 ON T1.People_ID  =  T2.People_ID WHERE T1.Investor != ""Rachel Elnaugh""",tianyi,aa3907d1-83bd-42d7-a8f1-8e9137674f99,F1,zhengning,6920d3a6-fb28-4ee6-8781-86d120872746,"nan, A1a"
53,1326,Find the ids of the problems that are reported by the staff whose last name is Bosco.,"SELECT Problem_Log.problem_id FROM Staff JOIN Problem_Log ON Staff.staff_id = Problem_Log.assigned_to_staff_id WHERE Staff.staff_last_name = ""Bosco""","SELECT T1.problem_id FROM problems AS T1 JOIN staff AS T2 ON T1.reported_by_staff_id = T2.staff_id WHERE T2.staff_last_name = ""Bosco""",tianyi,a6def0b2-7cdc-453e-bde0-9996a479f6a0,"F1, BE5",zhengning,1c448df8-bc7e-466a-b02a-c3b7cfb0359f,"BE5, A1a"
54,1016,Find the id and local authority of the station whose maximum precipitation is higher than 50.,"SELECT station.id, station.local_authority FROM station JOIN weekly_weather ON station.id = weekly_weather.station_id WHERE weekly_weather.precipitation > 50 ORDER BY weekly_weather.precipitation DESC LIMIT 1","SELECT t2.id ,  t2.local_authority FROM weekly_weather AS t1 JOIN station AS t2 ON t1.station_id  =  t2.id GROUP BY t1.station_id HAVING max(t1.precipitation)  >  50",tianyi,18931a5d-ef0a-4af0-b89e-e271ed13a815,"Q1, BE5, F4, AN2",zhengning,036eb69a-d84d-4400-99b7-2ca581d764b2,
55,1169,How many friends does Dan have?,"SELECT COUNT(*) FROM Person JOIN PersonFriend ON Person.name = PersonFriend.friend WHERE PersonFriend.friend = ""Dan""",SELECT count(T2.friend) FROM Person AS T1 JOIN PersonFriend AS T2 ON T1.name  =  T2.name WHERE T1.name  =  'Dan',tianyi,f46bbe70-6ee5-4703-91b3-8f416c8d691c,"BE5, F4, AN2",zhengning,cbdccad4-7248-47b1-8bf6-208a6287e851,"BL1, CF5"
56,1392,"What are lines 1 and 2 of the addressed of the customer with the email ""vbogisich@example.org""?","SELECT Customers.address_line_1, Customers.address_line_2 FROM Customers WHERE Customers.email_address = ""vbogisich @ example.org""","SELECT address_line_1 ,  address_line_2 FROM customers WHERE email_address  =  ""vbogisich@example.org""",tianyi,05e25724-09c1-45f8-9b78-9ecd23b5403d,"D1c, BE5",zhengning,ad4f758d-bded-4060-a652-150556d3f164,"BL1, D1, CF5, BE5"
57,134,What are all the distinct participant ids who attended any events?,SELECT DISTINCT Participants_in_Events.Participant_ID FROM Participants_in_Events,SELECT count(DISTINCT participant_id) FROM participants_in_Events,tianyi,856cc761-5921-4897-81ea-9f8b346f71c5,"L5, D1c",zhengning,864c45d2-def3-4125-90f0-f0d7763b44c9,"L5, D1, A2a"
58,360,How many students are enrolled in college?,SELECT COUNT(*) FROM College,SELECT sum(enr) FROM College,tianyi,94090586-8c89-4db9-9a18-50ad5ed631c6,"L5, BL1",zhengning,de496700-1ef5-46b1-bfd8-209b575a3fee,"L5, L4, A2a"
59,1043,What is the count of the songs that last approximately 4 minutes?,SELECT COUNT(*) FROM song WHERE song.releasedate = 4,"SELECT count(*) FROM files WHERE duration LIKE ""4:%""",tianyi,6928cdcc-dd94-496e-a74f-1b413f13599b,"CM6, D1, BL1",zhengning,09a302ac-325a-43d9-8c77-201edeb4eb64,"CM6, L4, CF5"
60,1058,What are the names of artists who are Male and are from UK?,"SELECT artist.artist_name FROM artist WHERE artist.gender = ""UK""","SELECT artist_name FROM artist WHERE country  =  ""UK"" AND gender  =  ""Male""",tianyi,ea2858d2-25e8-48a5-8ec4-5e8c5969efd7,"CM6, D1, F4",zhengning,9c53d74c-73b5-4607-8a54-9fcdf78a5352,"CM6, D1, CF5, F4"
61,652,Find the names of the products with length smaller than 3 or height greater than 5.,SELECT Catalog_Contents.product_stock_number FROM Catalog_Contents WHERE Catalog_Contents.length < 3 OR Catalog_Contents.height > 5,SELECT catalog_entry_name FROM catalog_contents WHERE LENGTH  <  3 OR width  >  5,tianyi,dc68f6a4-c643-4156-bb6a-745d96451fc7,"BL1, F4",zhengning,e89f63ce-3c3e-4c72-9231-6c22e0b5ff89,"D1, CL1, F4, BF4"
62,847,Are the customers holding coupons with amount 500 bad or good?,SELECT * FROM Discount_Coupons,SELECT T1.good_or_bad_customer FROM customers AS T1 JOIN discount_coupons AS T2 ON T1.coupon_id  =  T2.coupon_id WHERE T2.coupon_amount  =  500,tianyi,1326f294-2d67-4310-9a31-e22a61e5346b,"I2, BL1",zhengning,d8e739ee-b821-4592-b010-1c49ee228bba,"F4, BL2, CL1, BF4, CE2, CM6"
63,1067,Compute the average salary of the players in the team called 'Boston Red Stockings'.,"SELECT AVG(player_college.year) FROM player_college WHERE player_college.college_id = ""Boston Red Stockings""",SELECT avg(T1.salary) FROM salary AS T1 JOIN team AS T2 ON T1.team_id  =  T2.team_id_br WHERE T2.name  = 'Boston Red Stockings',tianyi,876da4a2-1e02-4ba8-802b-8ec6fbad61ff,"CM4, BL1, BF4, I2",zhengning,b2a95f6d-f31a-4aee-8aec-1cfe91fd266d,"CF5, F4, BL2"
