,sql_id,nl_query,sql,GT_sql,zhengn,record_id_y,error_classification_y
10,745,What is the average rating for right-footed players and left-footed players?,"SELECT AVG(Player_Attributes.overall_rating) FROM Player_Attributes WHERE Player_Attributes.preferred_foot = ""VALUE VALUE"" AND Player_Attributes.preferred_foot = ""left-footed""","SELECT preferred_foot ,  avg(overall_rating) FROM Player_Attributes GROUP BY preferred_foot",zhengning,16595cc5-0701-4b5c-828e-22731cd2fab5,"A1b, F3, BL3, AN2"
11,612,What is the number of cartoones written by Joseph Kuhr?,"SELECT COUNT(DISTINCT Cartoon.Written_by) FROM Cartoon WHERE Cartoon.Written_by = ""Joseph Kuhr""","SELECT count(*) FROM Cartoon WHERE Written_by = ""Joseph Kuhr"";",zhengning,f484996b-e53e-46f7-a926-4a6b6772aea9,"BL1, F3, BL3, AN2"
12,712,"Which enzyme names have the substring ""ALA""?","SELECT enzyme.name FROM enzyme WHERE enzyme.name LIKE ""% ALA %""","SELECT name FROM enzyme WHERE name LIKE ""%ALA%""",zhengning,e6467c3f-c516-4aa8-84ec-a950a0169190,"BL1, D1"
13,831,List all the names of schools with an endowment amount smaller than or equal to 10.,SELECT School.School_name FROM School JOIN endowment ON School.School_id = endowment.School_id WHERE endowment.amount <= 10,SELECT T2.school_name FROM endowment AS T1 JOIN school AS T2 ON T1.school_id  =  T2.school_id GROUP BY T1.school_id HAVING sum(T1.amount)  <=  10,zhengning,95160eb4-4687-4034-ac78-ac388f6f86b8,"D1, AN2"
14,1377,Find the number and average age of students living in each city.,"SELECT Student.city_code, AVG(Student.Age) FROM Student GROUP BY Student.city_code","SELECT count(*) ,  avg(age) ,  city_code FROM student GROUP BY city_code",zhengning,291354f0-7b41-4491-a4f2-8c340f0dc5d1,"L5, AN2"
15,1247,What are the total number of domestic passengers at all London airports?,"SELECT SUM(airport.Total_Passengers) FROM airport WHERE airport.Airport_Name = ""London""","SELECT sum(Domestic_Passengers) FROM airport WHERE Airport_Name LIKE ""%London%""",zhengning,8321642d-5497-4959-9d3d-b324c3f16c32,"L5, BL1, D1"
16,707,"For every medicine id, what are the names of the medicines that can interact with more than one enzyme?",SELECT medicine.name FROM medicine JOIN medicine_enzyme_interaction ON medicine.id = medicine_enzyme_interaction.medicine_id GROUP BY medicine_enzyme_interaction.medicine_id HAVING COUNT(*) > 1,"SELECT T1.id ,  T1.Name FROM medicine AS T1 JOIN medicine_enzyme_interaction AS T2 ON T2.medicine_id  =  T1.id GROUP BY T1.id HAVING count(*)  >=  2",zhengning,7ed3198e-22f2-445e-9b3d-02501ed6e822,"BL1, BL3"
17,562,What is the count of cities with more than 3 airports?,SELECT COUNT(*) FROM airports GROUP BY airports.city HAVING COUNT(*) > 3,SELECT count(*) FROM (SELECT city FROM airports GROUP BY city HAVING count(*)  >  3),zhengning,c6a40bde-0d23-4a48-823c-a8aa4da9cbe2,"BL1, D1, BL3"
18,982,"What are the names of the different bank branches, and what are their total loan amounts?","SELECT bank.bname, SUM(loan.amount) FROM bank JOIN loan ON bank.branch_ID = loan.branch_ID GROUP BY loan.branch_ID","SELECT sum(amount) ,  T1.bname FROM bank AS T1 JOIN loan AS T2 ON T1.branch_id  =  T2.branch_id GROUP BY T1.bname",zhengning,4742e663-8821-4dfe-90f7-042c01ce064a,"BL1, BN1"
19,853,What are the daily hire costs for the products with substring 'Book' in its name?,"SELECT Products_for_Hire.daily_hire_cost FROM Products_for_Hire WHERE Products_for_Hire.product_name LIKE ""% Book %""",SELECT daily_hire_cost FROM Products_for_hire WHERE product_name LIKE '%Book%',zhengning,ec29ce89-d3a8-4b45-9cb6-8ec41151e758,"D1, BN1"
20,836,"What is the total budget amount for school ""Glenn"" in all years?","SELECT SUM(budget.total_budget_percent_invested) FROM budget JOIN School ON budget.School_id = School.School_id WHERE School.School_name = ""Glenn""",SELECT sum(T1.budgeted) FROM budget AS T1 JOIN school AS T2 ON T1.school_id  =  T2.school_id WHERE T2.school_name  =  'Glenn',zhengning,486b6d37-ce21-42c3-9028-018665052581,"BL1, D1"
21,697,What are the last names of employees who serve at most 20 customers?,SELECT Employee.LastName FROM Employee JOIN Customer ON Employee.EmployeeId = Customer.SupportRepId GROUP BY Customer.LastName HAVING COUNT(*) <= 20,SELECT T1.LastName FROM CUSTOMER AS T1 JOIN EMPLOYEE AS T2 ON T1.SupportRepId  =  T2.EmployeeId GROUP BY T1.SupportRepId HAVING COUNT(*)  <=  20,zhengning,0d6e2b94-874b-4234-9bcc-0969694e2abd,CL1
22,1389,"Find the last name of the staff whose email address contains ""wrau"".","SELECT Staff.last_name FROM Staff WHERE Staff.email_address LIKE ""% wrau %""","SELECT last_name FROM staff WHERE email_address LIKE ""%wrau%""",zhengning,49d4f587-4f76-45de-9816-2cc53197f190,"CL1, D1"
23,663,"What are the titles of albums by the artist ""AC/DC""?","SELECT Album.Title FROM Album JOIN Artist ON Album.ArtistId = Artist.ArtistId WHERE Artist.Name = ""AC / DC""","SELECT Title FROM ALBUM AS T1 JOIN ARTIST AS T2 ON T1.ArtistId  =  T2.ArtistId WHERE T2.Name  =  ""AC/DC""",zhengning,316e3a57-a7d0-46b5-811b-007356e0595f,
24,786,Count the number of financial transactions that correspond to each account id.,"SELECT Financial_Transactions.account_id, COUNT(*) FROM Financial_Transactions GROUP BY Financial_Transactions.account_id","SELECT count(*) ,  account_id FROM Financial_transactions",zhengning,53498148-585b-4b19-91ef-8550482b6616,"D1, AN2"
25,528,What are all locations of train stations?,SELECT station.Location FROM station JOIN train_station ON station.Station_ID = train_station.Station_ID,SELECT DISTINCT LOCATION FROM station,zhengning,b10ae15d-fd37-4dd3-ac8a-c37127e1e40a,"A1b, E1, nan"
26,425,What are the names of all the dorms that can accomdate more than 300 students?,SELECT Dorm.dorm_name FROM Dorm JOIN Lives_in ON Dorm.dormid = Lives_in.dormid WHERE Lives_in.stuid > 300 GROUP BY Dorm.dormid,SELECT dorm_name FROM dorm WHERE student_capacity  >  300,zhengning,265a3fed-e7a8-40d1-8446-5fc021b4fb99,"A1b, AN2"
27,769,"Show the id, the date of account opened, the account name, and other account detail for all accounts.","SELECT Accounts.account_id, Accounts.date_account_opened, Accounts.other_account_details FROM Accounts","SELECT account_id ,  date_account_opened ,  account_name ,  other_account_details FROM Accounts",zhengning,9765eec3-6851-47f9-a924-16669076ab55,"E1, BL3, AN2"
28,1092,Find the name of physicians whose position title contains the word 'senior'.,"SELECT Physician.Name FROM Physician WHERE Physician.Position LIKE ""% senior %""",SELECT name FROM physician WHERE POSITION LIKE '%senior%',zhengning,09d5f379-afbf-445e-9dbd-d25450657bd6,"D1, BL3"
29,704,What are the names and trade names of the medicines which has 'Yes' value in the FDA record?,"SELECT medicine.name, medicine.Trade_Name FROM medicine WHERE medicine.FDA_approved = ""yes""","SELECT name ,  trade_name FROM medicine WHERE FDA_approved  =  'Yes'",zhengning,c173fba3-5d0d-443e-a0c9-512e8812c5a2,"D1, D1a"
30,457,What are the names of all video games that are collectible cards?,SELECT Video_Games.GName FROM Video_Games,"SELECT gname FROM Video_games WHERE gtype  =  ""Collectible card game""",zhengning,21caf92b-dc07-4d73-8708-52196e45e9f4,"F4, D1a"
31,646,Find the name of the product that has the smallest capacity.,SELECT Catalog_Contents.product_stock_number FROM Catalog_Contents ORDER BY Catalog_Contents.capacity LIMIT 1,SELECT catalog_entry_name FROM catalog_contents ORDER BY capacity ASC LIMIT 1,zhengning,c9282760-65a4-4a6a-9e38-e36e001b7e5b,"BL1, K2, F4"
32,1269,What is the name of every college in alphabetical order that has more than 18000 students enrolled?,SELECT College.cName FROM College WHERE College.enr > 18000,SELECT cName FROM College WHERE enr  >  18000 ORDER BY cName,zhengning,f2657e48-c561-4072-8536-f340943c97c8,"BL1, K2, KA1b"
33,1093,What are the names of the physicians who have 'senior' in their titles.,"SELECT Physician.Name FROM Physician WHERE Physician.Name LIKE ""% senior %""",SELECT name FROM physician WHERE POSITION LIKE '%senior%',zhengning,70aa4b0b-6964-404e-9069-61997d65f467,"KA1b, BF4"
34,211,How many fault status codes are recorded in the fault log parts table?,SELECT COUNT(DISTINCT Fault_Log_Parts.fault_status) FROM Fault_Log_Parts,SELECT DISTINCT fault_status FROM Fault_Log_Parts,zhengning,20c10ffa-4c6a-4cb5-8763-3bf9bca33c0f,"L4, BF4"
35,694,Please show the employee first names and ids of employees who serve at least 10 customers.,"SELECT Employee.FirstName, Employee.EmployeeId FROM Customer JOIN Employee ON Customer.SupportRepId = Employee.EmployeeId GROUP BY Employee.EmployeeId HAVING COUNT(*) >= 10","SELECT T1.FirstName ,  T1.SupportRepId FROM CUSTOMER AS T1 JOIN EMPLOYEE AS T2 ON T1.SupportRepId  =  T2.EmployeeId GROUP BY T1.SupportRepId HAVING COUNT(*)  >=  10",zhengning,e80b8c0c-cdf8-43c5-95fd-97785ed3ee9d,"L4, CL1"
36,238,What are the names of all songs in English?,"SELECT song.song_name FROM song WHERE song.languages = ""English""","SELECT song_name FROM song WHERE languages  =  ""english""",zhengning,b0f5f809-ad5c-43db-b140-10f3a767f8b6,"CL1, D1a"
37,820,"What are the names of customers with accounts, and what are the total savings balances for each?","SELECT ACCOUNTS.name, SUM(SAVINGS.balance) FROM SAVINGS JOIN ACCOUNTS ON SAVINGS.custid = ACCOUNTS.custid GROUP BY SAVINGS.custid","SELECT sum(T2.balance) ,  T1.name FROM accounts AS T1 JOIN savings AS T2 ON T1.custid  =  T2.custid GROUP BY T1.name",zhengning,da8962e1-eb3f-4d85-9a61-64f9178212c1,"BN1, D1a"
38,475,What are the ids for all sporty students who are on scholarship?,SELECT SportsInfo.StuID FROM SportsInfo,SELECT StuID FROM Sportsinfo WHERE onscholarship  =  'Y',zhengning,97378cba-7e5d-4560-897e-a15311ffbb72,"BN1, F4"
39,1045,"How many songs, on average, are sung by a female artist?","SELECT COUNT(song.song_name) FROM artist JOIN song ON artist.artist_name = song.artist_name WHERE artist.gender = ""VALUE""","SELECT avg(T2.rating) FROM artist AS T1 JOIN song AS T2 ON T1.artist_name  =  T2.artist_name WHERE T1.gender  =  ""Female""",zhengning,561c33ff-88c2-4123-9353-91e6cfb6f9ec,"D1, L4, F4"
40,868,List the document ids for any documents with the status code done and the type code paper.,"SELECT Documents.document_id FROM Documents WHERE Documents.document_status_code = ""done"" AND Documents.document_type_code = ""paper""","SELECT document_id FROM Documents WHERE document_status_code = ""done"" AND document_type_code = ""Paper"";",zhengning,d72d767c-eb92-4085-84b3-e3f62e6b8f65,"D1, L4, D1a"
41,1325,"Which problems are reported by the staff with first name ""Christop""? Show the descriptions of the problems.","SELECT Problems.problem_description FROM Staff JOIN Problem_Log ON Staff.staff_id = Problem_Log.assigned_to_staff_id JOIN Problems ON Problem_Log.problem_id = Problems.problem_id WHERE Staff.staff_first_name = ""Christop""","SELECT T1.problem_description FROM problems AS T1 JOIN staff AS T2 ON T1.reported_by_staff_id = T2.staff_id WHERE T2.staff_first_name = ""Christop""",zhengning,2c355775-f32e-4d9d-87cb-cded12ea4b82,"E1, D1a"
42,1291,What is the average number of hours spent practicing for students who got rejected?,SELECT AVG(Player.HS) FROM Player WHERE Player.pID IN (SELECT Tryout.decision FROM Tryout),SELECT avg(T1.HS) FROM player AS T1 JOIN tryout AS T2 ON T1.pID  =  T2.pID WHERE T2.decision  =  'no',zhengning,cc188654-0432-414e-9193-44feb45d19a1,"CE2, E1, F4"
43,1356,How many girl students who are younger than 25?,"SELECT COUNT(*) FROM Student WHERE Student.Age < 25 AND Student.Sex = ""VALUE""",SELECT count(*) FROM student WHERE sex  =  'F' AND age  <  25,zhengning,0c1e3bcb-b23c-485b-a303-c4b9089e51eb,"D1, F4, CE2"
44,1214,Show the name and phone for customers with a mailshot with outcome code 'No Response'.,"SELECT Customers.customer_name, Customers.customer_phone FROM Customers JOIN Mailshot_Customers ON Customers.customer_id = Mailshot_Customers.customer_id WHERE Mailshot_Customers.outcome_code = ""no Response""","SELECT T1.customer_name ,  T1.customer_phone FROM customers AS T1 JOIN mailshot_customers AS T2 ON T1.customer_id  =  T2.customer_id WHERE T2.outcome_code  =  'No Response'",zhengning,8f2be624-d62c-47e5-a2c9-221f152d3325,"D1, D1a"
45,584,What is the average miles per gallon of all the cards with 4 cylinders?,SELECT AVG(cars_data.Horsepower) FROM cars_data WHERE cars_data.Cylinders = 4,SELECT avg(mpg) FROM CARS_DATA WHERE Cylinders  =  4;,zhengning,edd56524-f3f3-47cc-9939-14aa08ec828c,"BL1, D1a"
46,1170,How many friends does Dan have?,"SELECT COUNT(*) FROM Person JOIN PersonFriend ON Person.name = PersonFriend.friend WHERE PersonFriend.friend = ""Dan""",SELECT count(T2.friend) FROM Person AS T1 JOIN PersonFriend AS T2 ON T1.name  =  T2.name WHERE T1.name  =  'Dan',zhengning,bd6f7a7b-731e-41c6-b8c6-415df47a80f2,BE5
47,978,What is the average account balance of customers with credit score below 50 for the different account types?,"SELECT AVG(customer.acc_bal), customer.acc_type FROM customer WHERE customer.acc_type < 50 GROUP BY customer.acc_type","SELECT avg(acc_bal) ,  acc_type FROM customer WHERE credit_score  <  50 GROUP BY acc_type",zhengning,01d89b78-e68f-4727-bb59-a6dac746dc52,"BL1, BE5, BF4"
48,1251,What are the names of all pilots 30 years old or young in descending alphabetical order?,SELECT pilot.Name FROM pilot WHERE pilot.Age >= 30,SELECT Name FROM pilot WHERE Age  <=  30 ORDER BY Name DESC,zhengning,905f60b5-ff3d-4935-9f60-4d0e973b076f,"KA1b, F1, BF4"
49,471,How many different types of sports do we offer?,SELECT COUNT(DISTINCT Video_Games.GType) FROM Video_Games,SELECT count(DISTINCT sportname) FROM Sportsinfo,zhengning,59a3956b-9648-4227-a37f-db20934cf6d9,"CL1, F1, KA1b"
50,380,What is average number of students enrolled in Florida colleges?,"SELECT AVG(College.enr) FROM College WHERE College.state = ""Florida""",SELECT avg(enr) FROM College WHERE state  =  'FL',zhengning,7e327bc6-a8f1-47a7-807f-1b942325aa4f,"CL1, D1c"
51,1250,List names of all pilot aged 30 or younger in descending alphabetical order.,SELECT pilot.Name FROM pilot WHERE pilot.Age <= 30 ORDER BY pilot.Age DESC,SELECT Name FROM pilot WHERE Age  <=  30 ORDER BY Name DESC,zhengning,08d275b6-a5a1-40c2-aebb-9952840931bc,"D1c, BN1"
52,883,Return the names of entrepreneurs do no not have the investor Rachel Elnaugh.,"SELECT people.Name FROM people EXCEPT SELECT people.Name FROM entrepreneur JOIN people ON entrepreneur.People_ID = people.People_ID WHERE entrepreneur.Investor = ""Rachel Elnaugh""","SELECT T2.Name FROM entrepreneur AS T1 JOIN people AS T2 ON T1.People_ID  =  T2.People_ID WHERE T1.Investor != ""Rachel Elnaugh""",zhengning,6920d3a6-fb28-4ee6-8781-86d120872746,"nan, A1a"
53,1326,Find the ids of the problems that are reported by the staff whose last name is Bosco.,"SELECT Problem_Log.problem_id FROM Staff JOIN Problem_Log ON Staff.staff_id = Problem_Log.assigned_to_staff_id WHERE Staff.staff_last_name = ""Bosco""","SELECT T1.problem_id FROM problems AS T1 JOIN staff AS T2 ON T1.reported_by_staff_id = T2.staff_id WHERE T2.staff_last_name = ""Bosco""",zhengning,1c448df8-bc7e-466a-b02a-c3b7cfb0359f,"BE5, A1a"
54,1016,Find the id and local authority of the station whose maximum precipitation is higher than 50.,"SELECT station.id, station.local_authority FROM station JOIN weekly_weather ON station.id = weekly_weather.station_id WHERE weekly_weather.precipitation > 50 ORDER BY weekly_weather.precipitation DESC LIMIT 1","SELECT t2.id ,  t2.local_authority FROM weekly_weather AS t1 JOIN station AS t2 ON t1.station_id  =  t2.id GROUP BY t1.station_id HAVING max(t1.precipitation)  >  50",zhengning,036eb69a-d84d-4400-99b7-2ca581d764b2,N3
55,1169,How many friends does Dan have?,"SELECT COUNT(*) FROM Person JOIN PersonFriend ON Person.name = PersonFriend.friend WHERE PersonFriend.friend = ""Dan""",SELECT count(T2.friend) FROM Person AS T1 JOIN PersonFriend AS T2 ON T1.name  =  T2.name WHERE T1.name  =  'Dan',zhengning,cbdccad4-7248-47b1-8bf6-208a6287e851,"BL1, CF5"
56,1392,"What are lines 1 and 2 of the addressed of the customer with the email ""vbogisich@example.org""?","SELECT Customers.address_line_1, Customers.address_line_2 FROM Customers WHERE Customers.email_address = ""vbogisich @ example.org""","SELECT address_line_1 ,  address_line_2 FROM customers WHERE email_address  =  ""vbogisich@example.org""",zhengning,ad4f758d-bded-4060-a652-150556d3f164,"BL1, D1, CF5"
57,134,What are all the distinct participant ids who attended any events?,SELECT DISTINCT Participants_in_Events.Participant_ID FROM Participants_in_Events,SELECT count(DISTINCT participant_id) FROM participants_in_Events,zhengning,864c45d2-def3-4125-90f0-f0d7763b44c9,"L5, D1, A2a"
58,360,How many students are enrolled in college?,SELECT COUNT(*) FROM College,SELECT sum(enr) FROM College,zhengning,de496700-1ef5-46b1-bfd8-209b575a3fee,"L5, L4, A2a"
59,1043,What is the count of the songs that last approximately 4 minutes?,SELECT COUNT(*) FROM song WHERE song.releasedate = 4,"SELECT count(*) FROM files WHERE duration LIKE ""4:%""",zhengning,09a302ac-325a-43d9-8c77-201edeb4eb64,"CL1, L4, CF5"
60,1058,What are the names of artists who are Male and are from UK?,"SELECT artist.artist_name FROM artist WHERE artist.gender = ""UK""","SELECT artist_name FROM artist WHERE country  =  ""UK"" AND gender  =  ""Male""",zhengning,9c53d74c-73b5-4607-8a54-9fcdf78a5352,"CL1, D1, CF5, F4"
61,652,Find the names of the products with length smaller than 3 or height greater than 5.,SELECT Catalog_Contents.product_stock_number FROM Catalog_Contents WHERE Catalog_Contents.length < 3 OR Catalog_Contents.height > 5,SELECT catalog_entry_name FROM catalog_contents WHERE LENGTH  <  3 OR width  >  5,zhengning,e89f63ce-3c3e-4c72-9231-6c22e0b5ff89,"D1, CL1, F4, BF4"
62,847,Are the customers holding coupons with amount 500 bad or good?,SELECT * FROM Discount_Coupons,SELECT T1.good_or_bad_customer FROM customers AS T1 JOIN discount_coupons AS T2 ON T1.coupon_id  =  T2.coupon_id WHERE T2.coupon_amount  =  500,zhengning,d8e739ee-b821-4592-b010-1c49ee228bba,"F4, BL2, CL1, BF4, CE2, CL1"
63,1067,Compute the average salary of the players in the team called 'Boston Red Stockings'.,"SELECT AVG(player_college.year) FROM player_college WHERE player_college.college_id = ""Boston Red Stockings""",SELECT avg(T1.salary) FROM salary AS T1 JOIN team AS T2 ON T1.team_id  =  T2.team_id_br WHERE T2.name  = 'Boston Red Stockings',zhengning,b2a95f6d-f31a-4aee-8aec-1cfe91fd266d,"CF5, F4, BL2"
64,994,What is the total amount of money loaned by banks in New York state?,"SELECT SUM(loan.amount) FROM bank JOIN loan ON bank.branch_ID = loan.cust_ID WHERE bank.state = ""New York""",SELECT sum(T2.amount) FROM bank AS T1 JOIN loan AS T2 ON T1.branch_id  =  T2.branch_id WHERE T1.state  =  'New York',zhengning,c81ecca6-f9c4-4cd3-9c80-e2629c72fd03,"CL1, CE2, CF5, BE5"
65,998,"List all every engineer's first name, last name, details and coresponding skill description.","SELECT Maintenance_Engineers.first_name, Maintenance_Engineers.last_name, Skills.skill_description FROM Maintenance_Engineers JOIN Engineer_Skills ON Maintenance_Engineers.engineer_id = Engineer_Skills.engineer_id JOIN Skills ON Engineer_Skills.skill_id = Skills.skill_id","SELECT T1.first_name ,  T1.last_name ,  T1.other_details ,  T3.skill_description FROM Maintenance_Engineers AS T1 JOIN Engineer_Skills AS T2 ON T1.engineer_id  =  T2.engineer_id JOIN Skills AS T3 ON T2.skill_id  =  T3.skill_id",zhengning,c9634de3-839a-4b6d-b629-2a7d101c1b6d,"BE5, BL3"
66,709,What are the ids and trade names of the medicine that can interact with at least 3 enzymes?,"SELECT medicine.id, medicine.name FROM medicine_enzyme_interaction JOIN medicine ON medicine_enzyme_interaction.medicine_id = medicine.id GROUP BY medicine_enzyme_interaction.medicine_id HAVING COUNT(*) >= 3","SELECT T1.id ,  T1.trade_name FROM medicine AS T1 JOIN medicine_enzyme_interaction AS T2 ON T2.medicine_id  =  T1.id GROUP BY T1.id HAVING COUNT(*)  >=  3",zhengning,571c8d2f-7879-4b5c-92ba-97c5f9c86f48,"BL1, BN1, BL3"
67,692,How many tracks are in the AAC audio file media type?,"SELECT COUNT(*) FROM Track JOIN MediaType ON Track.MediaTypeId = MediaType.MediaTypeId WHERE MediaType.Name = ""AAC audio file media""","SELECT COUNT(*) FROM MEDIATYPE AS T1 JOIN TRACK AS T2 ON T1.MediaTypeId  =  T2.MediaTypeId WHERE T1.Name  =  ""AAC audio file""",zhengning,e0f17d45-6454-4058-a633-a261673f10ce,"CL1, D1c, BN1"
68,1239,What are the full names and gradepoints for all enrollments?,"SELECT Student.Fname, Student.LName, Enrolled_in.Grade FROM Enrolled_in JOIN Student ON Enrolled_in.StuID = Student.StuID","SELECT T3.Fname ,  T3.LName ,  T2.gradepoint FROM ENROLLED_IN AS T1 JOIN GRADECONVERSION AS T2 JOIN STUDENT AS T3 ON T1.Grade  =  T2.lettergrade AND T1.StuID  =  T3.StuID",zhengning,e304964e-414e-49be-8f20-9663400bcaba,"BE5, CL1, CE2, D1c, CL1"
69,1242,What are the first names and last names of the students that minor in the department with DNO 140.,"SELECT Student.Fname, Student.LName FROM Minor_in JOIN Student ON Minor_in.StuID = Student.StuID WHERE Student.Major = 140","SELECT T2.Fname ,  T2.Lname FROM MINOR_IN AS T1 JOIN STUDENT AS T2 ON T1.StuID  =  T2.StuID WHERE T1.DNO  =  140",zhengning,2f234ac2-caf4-4810-bce1-d43f2b4c3215,"CE2, CF5, CL1, BE5"
70,917,Find the names of the candidates whose support percentage is lower than their oppose rate.,SELECT people.Name FROM candidate JOIN people ON candidate.People_ID = people.People_ID WHERE candidate.Support_rate < (SELECT MIN(candidate.Support_rate) FROM candidate),SELECT t1.name FROM people AS t1 JOIN candidate AS t2 ON t1.people_id  =  t2.people_id WHERE t2.support_rate  <  t2.oppose_rate,zhengning,6ee8c24d-1cad-4e2d-beba-fe89150da488,"F3, CF5"
71,1225,What are the rooms for members of the faculty who are professors and who live in building NEB?,"SELECT DISTINCT Faculty.Room FROM Faculty JOIN Member_of ON Faculty.FacID = Member_of.FacID JOIN Department ON Member_of.DNO = Department.DNO WHERE Faculty.Rank = ""VALUE"" AND Faculty.Building = ""NEB""","SELECT Room FROM FACULTY WHERE Rank  =  ""Professor"" AND Building  =  ""NEB""",zhengning,c40dfd5d-74de-4ebc-9f72-a6e8b38428d1,"F3, D1, E1, A2a"
72,1146,"What are the titles and studios of films that have been produced by a studio whose name contains ""Universal""?","SELECT film.Title, film.Director FROM film WHERE film.Studio LIKE ""% Universal %""","SELECT title ,  Studio FROM film WHERE Studio LIKE ""%Universal%""",zhengning,57edf107-1a91-4678-94f8-6c587f577dd9,"BL1, E1, D1, A2a"
73,392,What is the count of states with college students playing in the mid position but not as goalies?,"SELECT COUNT(*) FROM Tryout WHERE Tryout.pPos = ""mid"" AND Tryout.pPos != ""goalies""",SELECT COUNT(*) FROM (SELECT T1.state FROM college AS T1 JOIN tryout AS T2 ON T1.cName  =  T2.cName WHERE T2.pPos  =  'mid' EXCEPT SELECT T1.state FROM college AS T1 JOIN tryout AS T2 ON T1.cName  =  T2.cName WHERE T2.pPos  =  'goalie'),zhengning,33ca788c-f74e-4fd8-a7d6-49c1b95d5cad,"BL1, A1d"
74,1096,List the physicians' employee ids together with their primary affiliation departments' ids.,"SELECT Physician.EmployeeID, Affiliated_With.PrimaryAffiliation FROM Physician JOIN Affiliated_With ON Physician.EmployeeID = Affiliated_With.Physician WHERE Affiliated_With.Department = ""id""","SELECT physician ,  department FROM affiliated_with WHERE primaryaffiliation  =  1",zhengning,c4a04c67-574f-4dc5-9554-909eca96ecb8,"D1, E1, CL1, A1d"
75,547,How many lessons were in cancelled state?,"SELECT COUNT(*) FROM Lessons WHERE Lessons.lesson_status_code = ""cancelled""","SELECT count(*) FROM Lessons WHERE lesson_status_code = ""Cancelled"";",zhengning,c7091c6f-1bea-4362-9414-e3aeffa752d6,"D1, E1, CL1, D1a"
