,sql_id,username_x,record_id_x,error_classification_x,username_y,record_id_y,error_classification_y
34,106,tianyi,545cfeed-deb4-4d73-9710-d1dde88403fa,"F1, D1",zhengning,2b6705e8-39b5-4a3c-8a26-c215b30fcb0c,F3
35,107,tianyi,82794915-4fab-4a41-bed6-4e5b4fce1a92,"F1, BN1",zhengning,38370d45-f938-4076-90c3-8cf25ac1397e,"O3, F1, BL3"
36,109,tianyi,76c695ac-5fea-492b-afb4-fe73bf4bc689,A1b,zhengning,6426b18f-6992-4666-ac64-fdc9024cbd53,A1b
37,111,tianyi,4247830c-e4e3-47a1-bce0-709be50404e8,A1b,zhengning,830651dd-31cd-40e8-a278-26b451fa368b,A1b
38,113,tianyi,edde3153-4741-4b9f-9aab-6a1cc76777d5,A1b,zhengning,afdd4084-a22d-4132-a6db-c4819272f547,A1b
39,116,tianyi,9830db77-891a-424d-93fc-f11b45e2c6b3,A1b,zhengning,0812b865-f144-4534-a620-6448ec1d890f,A1b
40,119,tianyi,931b1517-ce69-432a-9525-0a3c54a03a4f,CM6,zhengning,a9169b89-d81c-4a44-b3e0-c7c9ac869046,CM6
41,122,tianyi,4153aace-a197-47fb-a444-2b0dab493ecd,D1,zhengning,81fac392-327b-48de-8374-7cefc77f6e3a,D1
42,123,tianyi,b082cd9f-2047-497e-ac96-0327c93e790d,CM6,zhengning,a81cf762-95ec-4546-898e-5217251f6ae5,CM6
43,126,tianyi,ed3d5a17-45be-46fd-87dd-21d6abe42ec4,D1,zhengning,33115e36-8adb-4780-a1a2-19301166292d,D1
44,127,tianyi,2719864b-6886-4084-a345-445d95cb8c85,BF4,zhengning,eb5605c6-0200-4480-b90c-c5e221c108a7,BF4
45,129,tianyi,762f8695-eb48-4a5e-9022-ae8e9d0f4535,"BF4, E1",zhengning,b2e5701e-40d2-46fe-a703-d42ac2090090,"CF5, E1"
46,134,tianyi,434bcee5-95a5-49dd-a700-84017f5ba1ae,"L5, A1b",zhengning,05a97a6c-7d2f-412e-9d8d-d9cc3725b1f8,A1b
47,143,tianyi,dc497ba2-6789-40e3-9864-7ca1ca5fd38e,"CM6, CE2",zhengning,03f102d2-dfae-4dfb-b997-6eecdf9ff0bd,"CM6, CE2"
48,144,tianyi,390b708b-6dd4-4d24-bd80-d610f33289c8,"BE5, CE2",zhengning,e02f1e77-ef01-467e-9343-88fc2710ae43,"CM6, CE2"
49,149,tianyi,b21cfc92-a422-4191-9b5e-eacf56ae7fbd,BL1,zhengning,39741dbb-5e41-4012-8173-43793c3a0a22,BL3
50,151,tianyi,bd94dfee-8680-4e73-8550-5a39b469950f,BK1,zhengning,d77d0c3c-a8fa-46d8-899b-2dc2770521da,BK1
51,154,tianyi,b04b82f6-fe00-49b5-b6f0-517c907fb34b,BE5,zhengning,4089bcca-39fe-4770-b94f-c40fd6b3eadc,CE2
52,159,tianyi,98ec1d1d-80b9-4028-87cb-51b16076c5a5,K3,zhengning,e63e2783-81cf-4dc1-b086-19da965a1462,K2
53,167,tianyi,4f7178a7-b455-4f79-8ccc-e06e04c08cb5,A1b,zhengning,11ef2f10-2ac7-4f3f-8f04-f02348ed7690,A1b
54,168,tianyi,6a972ca1-1be8-47b1-a77c-6d333e76b080,A1b,zhengning,d3d09c57-375e-4239-873f-b27f88846777,A1b
55,173,tianyi,53eb4303-0d4b-4925-995d-43fa4fd3cb4d,A1b,zhengning,6ccf18cd-f801-497c-8bef-ef9a5b83b73e,A1b
56,174,tianyi,27905f7f-8861-41d1-8155-43f848bc4392,A1b,zhengning,acd19652-8153-430f-ace6-e398ca95a503,A1b
57,175,tianyi,84b0ea95-48d2-4bd6-a20f-412b8a1c0e14,"D1c, F3, A1b",zhengning,13de64fa-6b1e-441b-9d39-9d2fbb0464c1,"D1, F3, A1b"
58,176,tianyi,3134c638-85cb-42f2-a0e3-3fd53322a126,A1b,zhengning,26e52c72-339d-42fb-947d-d50430db401f,A1b
59,190,tianyi,340b2b87-0747-4ca1-9746-d9d13a8681dc,"L4, CM6",zhengning,28f5a7dd-f643-49c3-9171-606aa14f46fe,"L4, CM6, BL2"
60,191,tianyi,50a14f94-e093-4fbe-aa10-55188d985ce0,"L4, CM6",zhengning,6f23242e-f265-4ab9-9c31-0851252eef7b,"L4, CM6, BL1"
61,192,tianyi,e513eeb8-f292-4f51-9b55-e1e6046dde5d,"D1c, F4, E1",zhengning,c73e9cce-e2dc-4d44-a64b-3e8bbc788e39,"L4, F3, BL2, E1"
62,193,tianyi,a8c728bf-f636-4688-a0b8-f744852b7865,CM4,zhengning,de42bd95-1e5f-4a68-b545-9d70403dc474,"L4, D1c, E1"
63,206,tianyi,0b19e19b-8c7e-476c-a1d6-f4730b4c785d,"K3, L4, CM6, BF4, BL1, L5, A2c, F3, CM4, F1, BK1, A1b",zhengning,0b661b70-0749-4ec0-baa5-370c6f240309,A1b
64,207,tianyi,25b2f7cf-bceb-4ad4-bffb-d7ab2e6d5821,"nan, A1b",zhengning,e9b79d1e-bb6a-4fd7-aa1d-478dab228a7c,A1b
65,208,tianyi,28954dca-6942-4b62-b539-832da61a7dfb,"nan, A1b, CE2",zhengning,bfbc76f2-8465-4bcd-a695-db1e011d73fa,"CM6, BL1, A1b, CE2"
66,209,tianyi,68a41d3e-b823-4bff-988b-c03b03a20f12,"nan, A1b, CE2",zhengning,74cab336-fbc9-43aa-9010-7a682170d2cd,"CM6, BL1, A1b, CE2"
67,211,tianyi,06f3ec38-4050-48bd-b9d3-197551f08e82,"L4, A1b, nan",zhengning,6dd719b9-12fb-4197-8e06-147223cf2dcd,"L4, A1b"
68,213,tianyi,1d92f024-5b0b-492d-b0ef-85f0d3359b3d,A1b,zhengning,b4272952-6a6f-43c5-aa92-749702c1cb75,A1b
69,221,tianyi,e3a0540d-f973-49f9-bf03-ab4fae10be0f,A1b,zhengning,a655be30-88fe-4a3f-b45e-31d331562c74,A1b
70,222,tianyi,7e057a61-1552-4321-b785-e3e1723ae6a1,"D1, A1b",zhengning,5fc612c7-af2d-4867-bdf3-207a486423aa,"D1, A1b"
71,226,tianyi,90dd67ac-9cce-485d-8322-136432e946c5,K3,zhengning,897a8e8f-6f7f-48ee-986d-10035a2010c8,"Q1, K2"
72,298,tianyi,9cc26cd1-8cc3-471b-99e9-628ac6361e14,"D1, K3, L4, F4",zhengning,00e73534-a2db-41f2-aa35-886fed89b0c2,"BL1, F4"
73,303,tianyi,4d16efeb-c3ce-40d1-82a1-0e47f77fb25e,CE2,zhengning,64f839d7-13e9-4211-8733-1c87efa36b29,CE2
74,304,tianyi,2909b0e2-effd-4a5f-9fcd-d28fd0110ba9,CE2,zhengning,32c59d0a-2de8-461e-90a8-5ed32bc45288,CE2
75,305,tianyi,78a0825b-3b46-4e3f-8624-612633f55f74,"D1, BF4",zhengning,23c24f96-66ff-46c5-9902-8c3a112e32bf,"BF4, BL1, Q1"
76,311,tianyi,38b05df3-0f1d-40f1-a5ee-8cf261e4d914,A1b,zhengning,dc78ea53-6f05-4bf5-b08c-62ea23522389,A1b
77,312,tianyi,70979b8e-37b2-45e1-9235-f2ced23f6864,A1b,zhengning,5e5ee96e-871c-4753-b261-bc61312690ee,A1b
78,317,tianyi,2b8f9ab4-6cea-48e2-a81f-186d475b3e95,"BN1, E1",zhengning,48e1a08c-fd46-4863-9665-11fb56f5f496,"CM6, BN1"
79,323,tianyi,7a411314-9a10-4a5a-9222-5c64d203c8a5,A1b,zhengning,0d53c2c4-ab34-469c-8fe5-a75ae198c407,A1b
80,324,tianyi,ac61d054-b688-44f8-a1f7-27c70d3db596,A1b,zhengning,d936e293-8cab-474d-9664-4819ad49f542,A1b
81,329,tianyi,5a45e343-0e8a-4425-bf69-ec47708c25b0,N3,zhengning,ba37906b-07af-4894-ad05-722c5267d6f7,"O2, F4, N3"
82,330,tianyi,6a1fb714-bb1a-4852-bbdd-7c3deacc5cef,N3,zhengning,58479476-011c-446a-a2c4-99e295e22f5a,"O2, F4, N3"
83,332,tianyi,3cea9221-f1d8-49d3-848c-4527858d19e3,E1,zhengning,a5fff4bd-a5b1-4779-9738-f4dbca594826,"CF5, CM6, E1"
84,335,tianyi,1c1114a5-7b84-4095-a985-d01ac2543816,BF4,zhengning,e35e2c68-7cf7-4f31-bb59-c7570901b2e4,BF4
85,337,tianyi,f5b58643-f574-48d5-9cac-62eb76b2039d,E1,zhengning,36900fc9-ee08-4fb5-98c5-b1fc045aa21c,"BL1, D1a, E1"
86,338,tianyi,14534187-790a-44ba-ba74-fce183ae010f,E1,zhengning,7ff6aaae-ee91-43db-9425-a4d6e2763ceb,"BL1, E1"
87,346,tianyi,46ec3535-1ce2-402c-9efc-ef26e7cc8be1,K2,zhengning,e92a92ca-6c12-4bc1-a416-7d7a1cee0901,K2
88,348,tianyi,16229dd9-0c25-47c4-9560-ccf5a7f69e2a,CM6,zhengning,f3a88c74-b5f1-45e9-88d5-0400a57317c1,CM6
89,360,tianyi,195983c7-0855-4a59-b9b1-7bf16b6f8127,L4,zhengning,fc1ecb64-7d5e-4c8c-846d-22fb6e7ab5ad,L4
90,362,tianyi,8628ad92-4b37-41b9-9243-38895b9d2f58,"BL2, N3",zhengning,a83f3ef8-7205-4617-ba48-b6203b304f6f,"BL2, N3"
91,364,tianyi,5cdbf7b0-7f9d-4e90-bbd7-661d3b8236c6,BL2,zhengning,196e0af4-2d3e-4bf9-8b8f-1c49607b8105,BL1
92,366,tianyi,934ed680-d926-4430-8481-3a857aa8b257,BL2,zhengning,34e1ea33-d411-4602-98a3-6aa0cce27ce6,BL1
93,371,tianyi,c8f52dba-454c-4be6-a3b6-03f9137a4de7,A1b,zhengning,6b183ca8-4c9e-4d33-88f0-38baab053c66,A1b
94,372,tianyi,4ba304ef-4ee1-42f1-acae-378c484ba822,A1b,zhengning,28ba346e-7d27-46de-8f66-a2ea305aba8e,A1b
95,373,tianyi,4b762a38-ae7d-4b31-b8ee-06d5bdd5b02a,"L5, A1b",zhengning,727d5ef5-cc7e-4ef6-b1a2-88271289d7dd,"L5, A1b"
96,374,tianyi,27e89d85-c910-4bfb-a5f1-0af01ba7ae95,A1b,zhengning,9d13d426-30ee-4b4b-a2cd-8dca49402f0b,"L5, A1b"
97,376,tianyi,adf05c29-bd8e-417a-9cce-e5fddd36bb51,F4,zhengning,71845cff-f19f-44e8-9ef4-be9136bd07e5,F4
98,378,tianyi,81a4f87a-3dff-4641-971e-2e60728d2c74,"BF4, BL2, E1",zhengning,4af4608c-c733-4d88-aa8a-52603573ab6f,"CF5, E1, BL1"
99,380,tianyi,233d5ffc-956e-4bfe-8e52-6ad7fdf4d3b4,D1c,zhengning,5b551262-b719-43a7-b23e-0fd21de11c00,D1c
100,384,tianyi,f9c1731a-bcf0-4d0e-8957-43858252d244,K2,zhengning,cd80a871-9ac9-457d-b128-48b5d6101d8a,K2
101,385,tianyi,82037c6d-e625-4894-992a-e0e7cd710061,"A1b, E1",zhengning,cac4276f-03b6-43b2-b52a-ae5218cc01d5,"A1b, BK1, E1"
102,386,tianyi,5f28682d-6adc-426b-ad30-a4dca95b56ff,"A1b, E1",zhengning,1deda17d-9794-477b-b26c-bab6e5ec61d6,"A1b, BK1, E1"
103,387,tianyi,de5443a0-4db2-4763-8dc8-325262e27d02,"CE2, A1b",zhengning,c8954785-0d94-4395-8b6e-f3745ba9df60,"CE2, A1b"
104,388,tianyi,d4d53c80-3bac-4426-9795-d52a9154b653,"L4, CE2, A1b",zhengning,19d1f8ff-cdb7-4258-8fc0-9cdaf8afef40,"L4, CE2, A1b"
105,389,tianyi,b2e86534-2384-4472-8821-1e71e6250b57,F2,zhengning,27148e0f-9072-47a7-bcc7-701da0817d14,"BL1, A1g"
106,390,tianyi,24c106db-685a-41da-b124-bac5455b6198,F2,zhengning,194cd7a4-d18c-4d42-ab75-da960fadf371,"BL1, A1g"
107,391,tianyi,650333f9-6608-4455-a9be-002c75a09111,"CM6, BL2",zhengning,5202109f-8a20-46b4-bade-6deef5cecde9,"A1d, BL1"
108,392,tianyi,29d8de47-9f1b-4d4d-8ade-9780298ced70,I2,zhengning,989f2710-7479-43a4-aeec-15966ffdf9a0,"A1d, BL1"
109,395,tianyi,ab71de43-d553-40c6-896f-201ef5e721ee,BK1,zhengning,6f40562d-9a24-47a9-aa71-7ac4319eedb3,BK1
110,396,tianyi,3ac2e1eb-66ad-4a36-af77-2c7d3291b906,BK1,zhengning,5b7cba44-6579-451f-919d-b226d88960ee,"L4, D1c, CM6, BL1, L5, D1, D1a, CL1"
111,398,tianyi,af32fb1f-98bf-4136-a120-27e18c3f5fd0,"BL1, A2c, F1",zhengning,6b34f2fe-7fe2-4002-8b83-28518b0705f6,"A1d, A1a, BL1"
112,403,tianyi,633847e7-3ec6-4ae4-a331-65ed9a796dae,A1b,zhengning,41f86ae7-7d8b-4c74-a1f9-73aeed43dfe7,A1b
113,404,tianyi,ff13a80c-f6ad-4096-ab5c-025508b22348,A1b,zhengning,fd8b696f-092c-453f-9c59-ace590a3222c,A1b
114,413,tianyi,3ca30670-0b9b-485d-bd48-7d414d85af8c,"CM6, A1b, N3, E1",zhengning,59021a67-461b-4a96-a41a-23edea390deb,"F4, E1, A1b"
115,414,tianyi,53498186-82f0-4363-94b8-25a549f3d85c,"CM6, BF4, BL1, F1, A1b, E1",zhengning,373ac0b2-ad83-4629-a3eb-c5440ef92458,"CF5, A1b, E1"
116,415,tianyi,25deac63-ae1a-4718-91ba-91dfb899f9d9,O3,zhengning,d05fbddd-b5a4-4e3a-9b44-b783df909d3b,O3
117,416,tianyi,8ce4ea27-99bb-47f0-8ec5-436fe4c09389,O3,zhengning,5983492e-377c-4a0e-8d1e-b1cbfee56a1b,O3
118,417,tianyi,f237b890-6696-4d6d-93de-8589af0b9b1d,A1b,zhengning,3f44b254-488a-4834-9eec-43b5bde7122b,A1b
119,418,tianyi,d37d024a-249d-4abd-97d6-8a5507a82a5f,"L4, A1b",zhengning,23f874ed-4ca8-4cf7-a42f-95f9cbdf9eb7,"L5, A1b"
120,422,tianyi,f927dd29-a3f2-4ace-a114-7ac66715764d,F4,zhengning,06ac0e85-64b3-4900-bbc9-fed298ed7c2d,F3
121,423,tianyi,08e650fd-8f69-4b3e-94b6-b6748789b79e,D1a,zhengning,095887a2-4a43-418b-ab3b-7d3d166502ae,D1a
122,430,tianyi,1108bf5c-bc37-43ee-ad20-402346115dff,BL3,zhengning,5f3f50c4-e23f-44cd-a6ea-a7bd37302d2e,BL2
123,431,tianyi,becfd74b-fa8e-46ca-a80c-dba611dd49f6,BL3,zhengning,5ad70d13-93d2-43bd-ad43-f2ae15468f85,BL2
124,436,tianyi,be7a9cbb-a646-47b1-a525-9f5f158a854d,"A1b, BL2",zhengning,266218db-5002-4a00-9ce2-43e537c72a1f,"BL1, A1b"
125,437,tianyi,d296c7bf-d450-432e-b6af-a87ba63d8155,"CM6, A1b",zhengning,64f4141e-d0ca-4b2a-89f7-e7543d619fb0,"CM6, BL1, A1b"
126,438,tianyi,25a18eb6-43a7-4bc2-970f-ce80da9198c1,A1b,zhengning,b736c525-3a77-425f-8920-6ebfb4e821c0,A1b
127,439,tianyi,b71c853e-8aef-4936-a895-8c4622659866,A1b,zhengning,3ce0480a-8d22-4056-afbc-5e785844e54e,A1b
128,440,tianyi,347518ed-57ec-4a07-8ad9-839564644b48,"BK1, Q1",zhengning,8b281932-fce2-4683-bf8e-101344ec3f0f,"BK1, Q1"
129,441,tianyi,14ef08dc-c7ca-4cd1-9886-ed01c02b9bfd,"CM6, BK1, E1",zhengning,16f52ef1-3ecf-4c2c-91a7-d9410b777a6c,"BK1, E1"
130,448,tianyi,38d87eb9-0c45-47f2-a241-c11321415a54,A1b,zhengning,80165113-a749-47ac-b17e-ab4dd036d04a,A1b
131,449,tianyi,6914adf8-981d-498f-834c-4daf0bd7f359,A1b,zhengning,725b0c50-2c83-4340-9e39-e53627083709,A1b
132,452,tianyi,9e4f61c5-5cf0-456a-820f-0f68c3985433,"A1b, BL2",zhengning,d402318e-a9a4-4264-a4b9-7e169a580f4b,"BL1, A1b"
133,457,tianyi,b3083021-085b-4e47-87f9-4020a6debf27,D1,zhengning,4f0adb65-3ef3-4a63-8234-d9f888feeb42,D1
134,458,tianyi,599ae689-4132-45a8-b8aa-e48634c46fdf,D1c,zhengning,1eee8d66-5780-49e5-942e-1841f1b20561,D1
135,459,tianyi,c1907e9b-ee84-4674-bd81-728f0f68832d,D1c,zhengning,c17b20d3-08a0-48be-bd0f-8ff5acb1dddf,D1
136,460,tianyi,9b5a33aa-84c1-4db3-b745-105e1a13c22f,D1c,zhengning,e4fe4277-e54d-4fd3-ab78-673652bdc228,D1
137,461,tianyi,a054aa36-f403-4f9d-82e9-e951b4c337c4,D1c,zhengning,4650c034-a167-441e-83df-176aa9a83b64,D1
138,469,tianyi,168e9fdb-ea43-4446-99ae-41e9feb25a74,"A1f, AN2",zhengning,a531df4c-4e0b-48ca-bb54-5f63f1adb10b,"AN2, O1"
139,470,tianyi,c53e4640-bfad-44f1-85ea-1d39c654605a,"BL2, A1b",zhengning,4d266d3c-b992-4784-83a4-d90b7e051118,"BL1, A1b"
140,471,tianyi,de6428dc-08e7-4cc6-b326-146e50f8609a,"CM6, BL1, A1b",zhengning,9c9eabf3-9f96-456a-a03d-96035781e184,"CM6, BL1, A1b"
141,472,tianyi,f13c32e9-95d2-4850-a9d6-6da1d66f3229,"CM6, A1b",zhengning,2d086897-a290-4f9d-8a5a-0bde6719f5ff,"CM6, A1b"
142,473,tianyi,1f705c62-6a19-424c-853d-e034fdcf7f53,A1b,zhengning,7d9a41ff-4129-48bd-aeed-e367cf700e6e,A1b
143,474,tianyi,e5f9e57c-96df-46ef-a8e1-1702ae2788e6,"CM6, F4",zhengning,9a84b6f7-4180-490f-9c37-06219f75bc00,"CM6, F4"
144,475,tianyi,d2d24f77-1c31-4bb0-816b-e6991dbdd7b1,F4,zhengning,5c683e28-1807-46ad-b910-8174ed6ccccf,F4
145,476,tianyi,ff4191cd-5c96-4d22-95fa-dacfa99fefe9,"L4, CM6, BL2",zhengning,12ba2f87-27ce-4e57-9850-8663d67c9792,"L4, CM6, BL1"
146,477,tianyi,b39a14fb-8dd5-45b7-95e8-61adbc15609b,"L4, CM6, BL2",zhengning,5776be3e-1a1a-4fbd-9855-ecc46dae18e7,"L4, CM6, BL1"
147,478,tianyi,17c10bfb-93d3-40a1-8ce6-adf685840b1f,E1,zhengning,e576398c-df22-4c43-b45b-2a2a1ec95697,E1
148,480,tianyi,42f6d0af-36cb-4fb9-9fd9-f42caecc2294,"F3, A1b, E1",zhengning,16bde00a-8df0-4e85-bdde-05547704813a,"F3, A1b, E1"
149,481,tianyi,9d2d344e-fa5a-40cd-add4-762a7431ae77,A1b,zhengning,53384dfd-2bf5-4a87-a7b4-a5c910d69760,A1b
150,487,tianyi,b9cf2ca8-ee46-47f2-bf0d-2f8d88567468,A1b,zhengning,794f733b-f170-4ea4-afaa-14b6c68fde41,A1b
151,488,tianyi,024cb352-a227-4c57-b860-2252e17f3b8f,A1b,zhengning,503c92d7-1369-4262-a6aa-425da5fc7ed1,A1b
152,493,tianyi,1380c088-92be-47a4-aab8-c7c3acd30953,BL3,zhengning,f7ceef30-4143-4b27-b171-e477ad626f72,BL1
153,494,tianyi,2f8f6f66-49ec-4777-81df-8d538966c61a,BL3,zhengning,caaeb44a-9da0-4ee1-a232-9c966165801b,BL1
154,497,tianyi,83a09099-f1cb-4293-a7f3-7c87801611ca,A1b,zhengning,25f58d1a-5bc1-4287-8d8b-24f91a6a5637,A1b
155,498,tianyi,411da3c1-7669-4b33-ab7e-0fc7eecfe90d,A1b,zhengning,456907af-e125-4447-b0fc-86ba45981ef6,A1b
156,499,tianyi,7c73a493-2b22-4bad-9ef6-541363ac6577,"F4, CE2, A1b",zhengning,2b5b8619-f483-4aee-9978-ab8efb5f7379,"F3, A1b, E1"
157,500,tianyi,b4c9869f-4d8d-4053-8451-c70c9a39707e,"CE2, A1b",zhengning,ffaba5c2-d19a-4472-b778-64bcfccb544b,"A1b, E1"
158,503,tianyi,81725f7e-dff3-419f-9f7f-efce7efe178a,A1b,zhengning,68b4a43a-478a-4246-af2e-3a22cd2083f2,A1b
159,527,tianyi,fe0f1808-b8ae-4fc2-af19-ab8c6f9de7ab,CM6,zhengning,a915defd-2b40-432d-b107-11ef37a3f9f6,CM6
160,528,tianyi,3886c8ce-999a-4a6e-9390-498c2a6a2f0d,A1b,zhengning,1329192e-95d1-4793-b6d3-83012edce333,A1b
161,538,tianyi,98b92e6d-bb46-4cc0-a53c-7ec793509625,BL3,zhengning,7c23e52f-d446-4b90-aaac-cb0e4ba330b6,BL1
162,541,tianyi,d1b451c9-b491-4113-a5e5-54e641c2166c,E1,zhengning,5508bb26-db17-41fe-9db4-b61fddf70855,"CM6, E1"
164,547,tianyi,753c2be0-a4ef-45d8-bedb-5a41abd2d626,D1a,zhengning,960db0e6-b430-4239-9957-4d56d0668e77,D1a
165,548,tianyi,6e5c6d3e-39cc-4174-abf8-21a5d01a9adb,"F4, BL3",zhengning,ed5ee731-e3d0-4dbe-8787-f7d104e26ac5,"BL1, F4"
166,557,tianyi,517098e4-a31b-4a4d-bb24-e4f3bcb27244,D1,zhengning,29727ace-c348-4ebc-bb92-fd05d2baf331,D1
167,558,tianyi,33b99c56-c770-46d8-a0be-b10da6cce1a9,D1,zhengning,b7938f4d-18a8-4fb9-9ee7-a77477e6e5ac,D1
168,559,tianyi,97428e7e-19fb-4463-b5ec-24f6764ba3e3,A1b,zhengning,cd870351-94e7-49fa-b832-1243aab73080,A1b
169,560,tianyi,56c51fc4-217e-4fe3-bc3a-6bec136e4d0d,A1b,zhengning,b220fb5b-6996-4ac6-b654-a2662e5206a6,"BL1, A1b"
170,561,tianyi,a007c46d-bd2d-4b87-9f71-a6a58424ffbd,CM6,zhengning,c43e73bf-123b-478e-bde8-2170db7d6b12,CM6
171,562,tianyi,d309f080-bc0e-46d8-bd73-26cfb4f7341a,BL3,zhengning,fd0232e7-5f70-4481-80bc-8b00713e9920,CM6
172,567,tianyi,88846747-b0e4-4f67-aebd-c26cda8dd791,BL1,zhengning,09b70fee-a0d8-4fcf-8557-de79690a6f8d,BL1
173,568,tianyi,b5462857-6530-443f-9094-f500094be646,BL1,zhengning,8dab1c0d-9d11-4a56-af39-cc0a61051c55,BL1
