errorcategory,category_Krippendroffis_alpha
679,1.0
680,1.0
681,0.6349206349206349
684,1.0
688,1.0
689,1.0
690,1.0
692,0.8067226890756303
694,1.0
695,0.8296296296296296
696,0.34285714285714286
697,0.7578947368421052
698,1.0
705,1.0
707,0.14814814814814825
708,0.640625
709,1.0
710,1.0
711,1.0
712,1.0
715,0.7578947368421052
718,1.0
719,1.0
720,1.0
724,1.0
725,1.0
728,1.0
729,1.0
732,0.7578947368421052
735,1.0
738,1.0
740,0.5740740740740742
741,0.4201680672268907
742,1.0
743,0.4201680672268907
744,0.8296296296296296
745,1.0
746,1.0
757,1.0
758,1.0
759,0.8067226890756303
760,0.48888888888888893
761,1.0
762,1.0
763,1.0
765,0.8067226890756303
771,1.0
775,1.0
776,1.0
785,1.0
786,1.0
789,1.0
790,1.0
794,0.8067226890756303
804,1.0
809,1.0
810,0.48888888888888893
811,1.0
812,0.8296296296296296
815,-0.045454545454545414
818,1.0
820,1.0
821,1.0
822,1.0
829,1.0
830,1.0
831,1.0
833,1.0
834,1.0
835,1.0
836,1.0
841,1.0
842,1.0
843,0.42499999999999993
847,0.8067226890756303
851,1.0
852,1.0
854,1.0
855,0.6349206349206349
858,1.0
862,1.0
863,1.0
865,0.7578947368421052
866,1.0
867,1.0
868,0.8067226890756303
869,1.0
870,1.0
871,1.0
874,0.640625
876,0.640625
877,1.0
883,0.5740740740740742
886,1.0
887,1.0
892,1.0
893,0.5740740740740742
895,1.0
896,1.0
899,1.0
900,0.48888888888888893
908,1.0
909,1.0
910,1.0
915,1.0
916,1.0
917,-0.045454545454545414
918,1.0
921,0.7578947368421052
922,0.6349206349206349
929,1.0
930,1.0
940,1.0
942,1.0
943,1.0
945,1.0
946,1.0
947,1.0
948,0.640625
953,0.8067226890756303
954,1.0
964,1.0
965,0.8067226890756303
966,0.8391608391608392
969,1.0
971,0.8296296296296296
972,0.8296296296296296
977,0.42499999999999993
978,0.42499999999999993
979,0.5740740740740742
981,1.0
982,1.0
985,-0.21052631578947367
986,0.14814814814814825
987,1.0
991,1.0
992,0.8067226890756303
995,0.7578947368421052
996,0.8296296296296296
997,0.8296296296296296
998,1.0
999,0.27368421052631575
1000,1.0
1001,1.0
1005,0.7578947368421052
1009,1.0
1011,1.0
1012,1.0
1014,0.5740740740740742
1015,1.0
1016,0.5740740740740742
1017,0.5740740740740742
1020,1.0
1021,1.0
1022,1.0
1023,1.0
1034,0.7578947368421052
1035,0.5740740740740742
1036,0.5740740740740742
1037,1.0
1038,1.0
1039,0.7578947368421052
1042,0.8296296296296296
1043,0.640625
1044,1.0
1045,1.0
1046,1.0
1047,1.0
1048,1.0
1049,1.0
1051,1.0
1054,1.0
1055,1.0
1056,1.0
1057,1.0
1059,0.6349206349206349
1060,1.0
1061,1.0
1062,1.0
1063,1.0
average,0.877702869664273
