Unnamed: 0,record_id,session_id,username,sql_id,sql,nl_query,incorrect_parts,open_ended_feedback,error_classification,duration,cur_id,batch_id,GT_sql
19,84c232c8-fcaa-4529-85a9-4f2f5ed87a99,4a28e1c4-b009-428f-941c-724a62cf1659,tianyi,48,select count ( FDA_approved ) from medicine,How many different FDA approval statuses exist for medicines?,,,A1b,8.427999973297121,20,7,SELECT count(DISTINCT FDA_approved) FROM medicine
20,eb60ad68-0cf7-499b-b4f4-adbdc6c6ed16,4a28e1c4-b009-428f-941c-724a62cf1659,tianyi,53,select count ( Affiliation ) from university,Find how many different affiliation types there are.,,,A1b,9.01700019836426,21,7,SELECT count(DISTINCT affiliation) FROM university
21,f0867556-a319-4338-8af2-7e80ae9b3d87,4a28e1c4-b009-428f-941c-724a62cf1659,tianyi,54,select count ( Affiliation ) from university,Count the number of different affiliation types.,,,A1b,10.1340000629425,22,7,SELECT count(DISTINCT affiliation) FROM university
22,3b8c9f3f-d544-467d-aeb6-20076882b543,4a28e1c4-b009-428f-941c-724a62cf1659,tianyi,69,select Venue from debate,Show the distinct venues of debates,,,A1b,35.598999977111795,23,7,SELECT DISTINCT Venue FROM debate
23,82be5ebf-41b3-4715-948a-10e1536090ab,4a28e1c4-b009-428f-941c-724a62cf1659,tianyi,70,select Customer_Details from Customers order by limit 1,List the names of all the customers in alphabetical order.,,,BK1,29.449000120163003,24,7,SELECT customer_details FROM customers ORDER BY customer_details
24,bb37cd15-3fb3-44bf-a371-73b4e4fecf69,4a28e1c4-b009-428f-941c-724a62cf1659,tianyi,71,select Customer_Details from Customers order by limit 1,Sort the customer names in alphabetical order.,,,BK1,150.605000019073,25,7,SELECT customer_details FROM customers ORDER BY customer_details
25,ae738af2-14cf-41f8-aea2-cc5df4d4c165,4a28e1c4-b009-428f-941c-724a62cf1659,tianyi,75,select count ( Claim_Stage_ID ) from Claims_Processing,Find the number of distinct stages in claim processing.,"Claims_Processing, ( Claim_Stage_ID )",,"CM6, BL1",60.1450002193451,26,7,SELECT count(*) FROM claims_processing_stages
26,90ead4d7-893f-4b60-b12e-a5c485e8915d,4a28e1c4-b009-428f-941c-724a62cf1659,tianyi,78,select count ( Claim_Outcome_Code ) from Claims_Processing,How many distinct claim outcome codes are there?,,,A1b,12.3860001564026,27,7,SELECT count(DISTINCT claim_outcome_code) FROM claims_processing
27,3d8e1434-cef8-4723-9636-18fc486bba06,4a28e1c4-b009-428f-941c-724a62cf1659,tianyi,79,select count ( Claim_Outcome_Code ) from Claims_Processing,Count the number of distinct claim outcome codes.,( Claim_Outcome_Code ),,A1b,24.131999969482397,28,7,SELECT count(DISTINCT claim_outcome_code) FROM claims_processing
28,2df2c909-7232-4417-af8d-82773b0452db,4a28e1c4-b009-428f-941c-724a62cf1659,tianyi,82,select count ( customer_id ) from Accounts,How many customers have opened an account?,,,A1b,13.612999916076697,29,7,SELECT count(DISTINCT customer_id) FROM Accounts
29,dca32a7d-fe36-44b2-bd54-ec2a641202b9,4a28e1c4-b009-428f-941c-724a62cf1659,tianyi,83,select count ( customer_id ) from Accounts,Count the number of customers who have an account.,,,A1b,8.22800016403198,30,7,SELECT count(DISTINCT customer_id) FROM Accounts
30,43ebba06-4b97-4d39-af62-72f94c58cb02,4a28e1c4-b009-428f-941c-724a62cf1659,tianyi,88,select product_size from Products,Show all product sizes.,,,A1b,7.6800000667571995,31,7,SELECT DISTINCT product_size FROM Products
31,df5ac56f-d1ca-439c-845e-6f36c7f58cda,4a28e1c4-b009-428f-941c-724a62cf1659,tianyi,89,select product_size from Products,What are the different product sizes?,,,A1b,10.434000015258801,32,7,SELECT DISTINCT product_size FROM Products
32,dc055c24-5e5f-4362-906d-bdef9e484f94,4a28e1c4-b009-428f-941c-724a62cf1659,tianyi,90,select product_color from Products,Show all product colors.,,,A1b,10.7860000133514,33,7,SELECT DISTINCT product_color FROM Products
33,52ceef35-ee2a-4dc8-8699-f0b9c23cbdbb,4a28e1c4-b009-428f-941c-724a62cf1659,tianyi,91,select product_color from Products,What are the different product colors?,,,A1b,10.452999830246,34,7,SELECT DISTINCT product_color FROM Products
34,545cfeed-deb4-4d73-9710-d1dde88403fa,4a28e1c4-b009-428f-941c-724a62cf1659,tianyi,106,select count ( * ) from budget where Invested < ( select total_budget_percent_invested from budget where Budget_invested_percent < 1 ),How many budget record has a budget amount smaller than the invested amount?,where Invested < ( select total_budget_percent_invested from budget where Budget_invested_percent < 1 ),,"F1, D1",763.461000204086,35,7,SELECT count(*) FROM budget WHERE budgeted  <  invested
35,82794915-4fab-4a41-bed6-4e5b4fce1a92,4a28e1c4-b009-428f-941c-724a62cf1659,tianyi,107,select count ( School_id ) from endowment where amount < 8.5 group by amount having count ( amount ) > 1,Find the number of schools that have more than one donator whose donation amount is less than 8.5.,,,"F1, BN1",89.8209998607635,36,7,SELECT count(*) FROM (SELECT * FROM endowment WHERE amount  >  8.5 GROUP BY school_id HAVING count(*)  >  1)
36,76c695ac-5fea-492b-afb4-fe73bf4bc689,4a28e1c4-b009-428f-941c-724a62cf1659,tianyi,109,select Type from Institution,Show all the distinct institution types.,,,A1b,34.2059998512268,37,7,SELECT DISTINCT TYPE FROM institution
37,4247830c-e4e3-47a1-bce0-709be50404e8,4a28e1c4-b009-428f-941c-724a62cf1659,tianyi,111,select count ( product_type_code ) from Products_for_Hire,How many different product types are there?,,,A1b,14.978999853134198,38,7,SELECT count(DISTINCT product_type_code) FROM products_for_hire
38,edde3153-4741-4b9f-9aab-6a1cc76777d5,4a28e1c4-b009-428f-941c-724a62cf1659,tianyi,113,select payment_type_code from Payments,What are all the distinct payment types?,,,A1b,10.355000019073499,39,7,SELECT DISTINCT payment_type_code FROM payments
39,9830db77-891a-424d-93fc-f11b45e2c6b3,4a28e1c4-b009-428f-941c-724a62cf1659,tianyi,116,select Position from pilot where Age > 30,List the distinct positions of pilots older than 30.,,,A1b,16.9649999141693,40,7,SELECT DISTINCT POSITION FROM pilot WHERE Age  >  30
40,931b1517-ce69-432a-9525-0a3c54a03a4f,4a28e1c4-b009-428f-941c-724a62cf1659,tianyi,119,select document_type_code from Documents,What document type codes do we have?,Documents,,CM6,20.2639999389648,41,7,SELECT document_type_code FROM Ref_Document_Types;
41,4153aace-a197-47fb-a444-2b0dab493ecd,4a28e1c4-b009-428f-941c-724a62cf1659,tianyi,122,"select shipping_agent_code from Ref_Shipping_Agents where shipping_agent_name = ""shipping""",What is the shipping agent code of shipping agent UPS?,"where shipping_agent_name = ""shipping""",,D1,30.0650000572205,42,7,"SELECT shipping_agent_code FROM Ref_Shipping_Agents WHERE shipping_agent_name = ""UPS"";"
42,b082cd9f-2047-497e-ac96-0327c93e790d,4a28e1c4-b009-428f-941c-724a62cf1659,tianyi,123,select role_code from Employees,What are all role codes?,Employees,,CM6,13.9459998607635,43,7,SELECT role_code FROM ROLES;
43,ed3d5a17-45be-46fd-87dd-21d6abe42ec4,4a28e1c4-b009-428f-941c-724a62cf1659,tianyi,126,select count ( * ) from Documents where document_status_code = 1,How many documents have the status code done?,where document_status_code = 1,,D1,16.1080000400543,44,7,"SELECT count(*) FROM Documents WHERE document_status_code = ""done"";"
44,2719864b-6886-4084-a345-445d95cb8c85,4a28e1c4-b009-428f-941c-724a62cf1659,tianyi,127,select document_type_code from Documents where document_status_code = 2,List the document type code for the document with the id 2.,where document_status_code = 2,,BF4,42.5190000534058,45,7,SELECT document_type_code FROM Documents WHERE document_id = 2;
45,762f8695-eb48-4a5e-9022-ae8e9d0f4535,4a28e1c4-b009-428f-941c-724a62cf1659,tianyi,129,select T1.mailing_date from Documents_Mailed as T1 join Documents as T2 on T1.document_id = T2.document_id where T2.document_type_code = 7,What is the mail date of the document with id 7?,,,"BF4, E1",30.608000040054304,46,7,SELECT mailing_date FROM Documents_Mailed WHERE document_id = 7;
46,434bcee5-95a5-49dd-a700-84017f5ba1ae,4a28e1c4-b009-428f-941c-724a62cf1659,tianyi,134,select Participant_ID from Participants_in_Events,What are all the distinct participant ids who attended any events?,,,"L5, A1b",21.476999998092698,47,7,SELECT count(DISTINCT participant_id) FROM participants_in_Events
47,dc497ba2-6789-40e3-9864-7ca1ca5fd38e,4a28e1c4-b009-428f-941c-724a62cf1659,tianyi,143,select Name from people,What are the names of entrepreneurs?,,,"CM6, CE2",39.204999923706104,48,7,SELECT T2.Name FROM entrepreneur AS T1 JOIN people AS T2 ON T1.People_ID  =  T2.People_ID
48,390b708b-6dd4-4d24-bd80-d610f33289c8,4a28e1c4-b009-428f-941c-724a62cf1659,tianyi,144,select Name from people,Return the names of entrepreneurs.,,,"BE5, CE2",47.6489999294281,49,7,SELECT T2.Name FROM entrepreneur AS T1 JOIN people AS T2 ON T1.People_ID  =  T2.People_ID
49,b21cfc92-a422-4191-9b5e-eacf56ae7fbd,4a28e1c4-b009-428f-941c-724a62cf1659,tianyi,149,select count ( Perpetrator_ID ) from perpetrator,How many perpetrators are there?,,,BL1,22.7620000839233,50,7,SELECT count(*) FROM perpetrator
50,bd94dfee-8680-4e73-8550-5a39b469950f,4a28e1c4-b009-428f-941c-724a62cf1659,tianyi,151,select Injured from perpetrator order by Killed asc,List the number of people injured by perpetrators in ascending order.,Killed asc,,BK1,41.3029999732971,51,7,SELECT Injured FROM perpetrator ORDER BY Injured ASC
51,b04b82f6-fe00-49b5-b6f0-517c907fb34b,4a28e1c4-b009-428f-941c-724a62cf1659,tianyi,154,select Name from people,What are the names of perpetrators?,,,BE5,18.6299998760223,52,7,SELECT T1.Name FROM people AS T1 JOIN perpetrator AS T2 ON T1.People_ID  =  T2.People_ID
52,98ec1d1d-80b9-4028-87cb-51b16076c5a5,4a28e1c4-b009-428f-941c-724a62cf1659,tianyi,159,select Name from people order by Date_of_Birth desc,List all people names in the order of their date of birth from old to young.,,,K3,28.911000013351398,53,7,SELECT name FROM people ORDER BY date_of_birth
53,4f7178a7-b455-4f79-8ccc-e06e04c08cb5,4a28e1c4-b009-428f-941c-724a62cf1659,tianyi,167,select District from election,Show all the distinct districts for elections.,,,A1b,26.523000001907302,54,7,SELECT DISTINCT District FROM election
54,6a972ca1-1be8-47b1-a77c-6d333e76b080,4a28e1c4-b009-428f-941c-724a62cf1659,tianyi,168,select District from election,What are the distinct districts for elections?,,,A1b,8.38800001144409,55,7,SELECT DISTINCT District FROM election
55,53eb4303-0d4b-4925-995d-43fa4fd3cb4d,4a28e1c4-b009-428f-941c-724a62cf1659,tianyi,173,select count ( Governor ) from party,How many distinct governors are there?,,,A1b,15.3710000514984,56,7,SELECT count(DISTINCT Governor) FROM party
56,27905f7f-8861-41d1-8155-43f848bc4392,4a28e1c4-b009-428f-941c-724a62cf1659,tianyi,174,select count ( Governor ) from party,Count the number of distinct governors.,,,A1b,8.07699990272522,57,7,SELECT count(DISTINCT Governor) FROM party
57,84b0ea95-48d2-4bd6-a20f-412b8a1c0e14,4a28e1c4-b009-428f-941c-724a62cf1659,tianyi,175,"select Year from party where Governor = ""Eliot"" and Lieutenant_Governor = 1","In which distinct years was the governor ""Eliot Spitzer""?","where Governor = ""Eliot"" and Lieutenant_Governor = 1",,"D1c, F3, A1b",88.11199998855591,58,7,"SELECT DISTINCT YEAR FROM party WHERE Governor  =  ""Eliot Spitzer"""
58,3134c638-85cb-42f2-a0e3-3fd53322a126,4a28e1c4-b009-428f-941c-724a62cf1659,tianyi,176,"select Year from party where Governor = ""Eliot Spitzer""","Find the distinct years when the governor was named ""Eliot Spitzer"".",,,A1b,70.2160000801086,59,7,"SELECT DISTINCT YEAR FROM party WHERE Governor  =  ""Eliot Spitzer"""
59,340b2b87-0747-4ca1-9746-d9d13a8681dc,4a28e1c4-b009-428f-941c-724a62cf1659,tianyi,190,select count ( * ) from customer,How many customers are there?,"count, customer",,"L4, CM6",38.8509998321533,60,7,SELECT sum(no_of_customers) FROM bank
60,50a14f94-e093-4fbe-aa10-55188d985ce0,4a28e1c4-b009-428f-941c-724a62cf1659,tianyi,191,select count ( * ) from customer,What is the total number of customers across banks?,"count, from, ( * ), customer",,"L4, CM6",41.315999984741204,61,7,SELECT sum(no_of_customers) FROM bank
61,e513eeb8-f292-4f51-9b55-e1e6046dde5d,4a28e1c4-b009-428f-941c-724a62cf1659,tianyi,192,"select count ( * ) from customer as T1 join bank as T2 on T1.branch_ID = T2.branch_ID where T2.city = ""New York"" and T2.state = 1",Find the number of customers in the banks at New York City.,"where T2.city = ""New York"" and T2.state = 1",,"D1c, F4, E1",82.75300002098079,62,7,SELECT sum(no_of_customers) FROM bank WHERE city  =  'New York City'
62,a8c728bf-f636-4688-a0b8-f744852b7865,4a28e1c4-b009-428f-941c-724a62cf1659,tianyi,193,"select count ( * ) from customer as T1 join bank as T2 on T1.branch_ID = T2.branch_ID where T2.city = ""New York""",What is the total number of customers who use banks in New York City?,"customer as T1, T1.branch_ID = T2.branch_ID, where T2.city = ""New York""",,CM4,330.840000152588,63,7,SELECT sum(no_of_customers) FROM bank WHERE city  =  'New York City'
63,0b19e19b-8c7e-476c-a1d6-f4730b4c785d,eb103535-427f-4409-ba3b-68509b209520,tianyi,206,select count ( acc_type ) from customer,How many distinct types of accounts are there?,,,"K3, L4, CM6, BF4, BL1, L5, A2c, F3, CM4, F1, BK1, A1b",30.6059999465942,70,7,SELECT count(DISTINCT acc_type) FROM customer
64,25b2f7cf-bceb-4ad4-bffb-d7ab2e6d5821,eb103535-427f-4409-ba3b-68509b209520,tianyi,207,select count ( acc_type ) from customer,Count the number of different account types.,,,"nan, A1b",57.401000022888205,71,7,SELECT count(DISTINCT acc_type) FROM customer
65,28954dca-6942-4b62-b539-832da61a7dfb,eb103535-427f-4409-ba3b-68509b209520,tianyi,208,select branch_ID from loan,Find the name of bank branches that provided some loans.,,,"nan, A1b, CE2",82.16400003433229,72,7,SELECT DISTINCT T1.bname FROM bank AS T1 JOIN loan AS T2 ON T1.branch_id  =  T2.branch_id
66,68a41d3e-b823-4bff-988b-c03b03a20f12,eb103535-427f-4409-ba3b-68509b209520,tianyi,209,select count ( no_of_loans ) from customer,What are the names of the different banks that have provided loans?,,,"nan, A1b, CE2",168.307000160217,73,7,SELECT DISTINCT T1.bname FROM bank AS T1 JOIN loan AS T2 ON T1.branch_id  =  T2.branch_id
67,06f3ec38-4050-48bd-b9d3-197551f08e82,eb103535-427f-4409-ba3b-68509b209520,tianyi,211,select count () from Fault_Log_Parts,How many fault status codes are recorded in the fault log parts table?,,,"L4, A1b, nan",37.3870000839233,74,7,SELECT DISTINCT fault_status FROM Fault_Log_Parts
68,1d92f024-5b0b-492d-b0ef-85f0d3359b3d,eb103535-427f-4409-ba3b-68509b209520,tianyi,213,select count ( services ) from station,How many different services are provided by all stations?,,,A1b,10.3489999771118,75,7,SELECT count(DISTINCT services) FROM station
69,e3a0540d-f973-49f9-bf03-ab4fae10be0f,eb103535-427f-4409-ba3b-68509b209520,tianyi,221,"select Year from competition where Competition_type != ""Tournament""","What are the distinct years in which the competitions type is not ""Tournament""?",,,A1b,51.6429998874664,76,7,"SELECT DISTINCT YEAR FROM competition WHERE Competition_type != ""Tournament"""
70,7e057a61-1552-4321-b785-e3e1723ae6a1,eb103535-427f-4409-ba3b-68509b209520,tianyi,222,select Year from competition where Competition_type != 1,What are the different years for all competitions that are not of type equal to tournament?,where Competition_type != 1,,"D1, A1b",6602.5470001697495,77,7,"SELECT DISTINCT YEAR FROM competition WHERE Competition_type != ""Tournament"""
71,90dd67ac-9cce-485d-8322-136432e946c5,eb103535-427f-4409-ba3b-68509b209520,tianyi,226,select name from club order by Start_year desc limit 1,What are the names of all the clubs starting with the oldest?,"limit, Start_year desc",,K3,54.86299991607671,78,7,SELECT name FROM club ORDER BY Start_year ASC
72,9cc26cd1-8cc3-471b-99e9-628ac6361e14,7bdee360-3442-41c2-a3fb-4ea66192dd65,tianyi,298,select count ( outcome_code ) from Project_Outcomes,How many patents outcomes were listed for all the projects?,,,"D1, K3, L4, F4",106.60599994659401,100,7,SELECT count(*) FROM Project_outcomes WHERE outcome_code  =  'Patent'
73,4d16efeb-c3ce-40d1-82a1-0e47f77fb25e,7bdee360-3442-41c2-a3fb-4ea66192dd65,tianyi,303,select outcome_description from Research_Outcomes,What are the descriptions of all the project outcomes?,,,CE2,38.7420001029968,101,7,SELECT T1.outcome_description FROM Research_outcomes AS T1 JOIN Project_outcomes AS T2 ON T1.outcome_code  =  T2.outcome_code
74,2909b0e2-effd-4a5f-9fcd-d28fd0110ba9,7bdee360-3442-41c2-a3fb-4ea66192dd65,tianyi,304,select outcome_description from Research_Outcomes,List the description of the outcomes for all projects.,,,CE2,17.6129999160767,102,7,SELECT T1.outcome_description FROM Research_outcomes AS T1 JOIN Project_outcomes AS T2 ON T1.outcome_code  =  T2.outcome_code
75,78a0825b-3b46-4e3f-8624-612633f55f74,7bdee360-3442-41c2-a3fb-4ea66192dd65,tianyi,305,select count ( gender ) from Person where limit 'f' = 1,How many females does this network has?,,,"D1, BF4",70.57200002670291,103,7,SELECT count(*) FROM Person WHERE gender  =  'female'
76,38b05df3-0f1d-40f1-a5ee-8cf261e4d914,7bdee360-3442-41c2-a3fb-4ea66192dd65,tianyi,311,select count ( job ) from Person,How many type of jobs do they have?,,,A1b,10.0989999771118,104,7,SELECT count(DISTINCT job) FROM Person
77,70979b8e-37b2-45e1-9235-f2ced23f6864,7bdee360-3442-41c2-a3fb-4ea66192dd65,tianyi,312,select count ( job ) from Person,How many different jobs are listed?,,,A1b,9.78399991989136,105,7,SELECT count(DISTINCT job) FROM Person
78,21d605c6-35be-44b0-a899-cee335bf3f37,7bdee360-3442-41c2-a3fb-4ea66192dd65,tianyi,317,select T1.name from Person as T1 join PersonFriend as T2 on T1.name = T2.name group by T2.friend having count ( * ) = 1,Find the person who has exactly one friend.,,,E1,26.046999931335396,106,7,SELECT name FROM PersonFriend GROUP BY name HAVING count(*)  =  1
79,d46798ac-72c1-450c-8ed7-75cc0abe17f7,7bdee360-3442-41c2-a3fb-4ea66192dd65,tianyi,323,select premises_type from Premises,What are all the distinct premise types?,,,A1b,16.0079998970032,107,7,SELECT DISTINCT premises_type FROM premises
80,49e88668-b032-4bf1-bd8d-3a5dd42db8ff,7bdee360-3442-41c2-a3fb-4ea66192dd65,tianyi,324,select address_type_code from Customer_Addresses,What are the distinct address type codes for all customer addresses?,,,A1b,180.192000150681,108,7,SELECT DISTINCT address_type_code FROM customer_addresses
81,54d74234-6cbd-4a9f-abd2-826a7d5d9cb9,581ac907-4974-4ae1-a69f-d58fd6be92f5,zhengning,1,select avg ( Num_Employees ) from department where between 10 and 15,What is the average number of employees of the departments whose rank is between 10 and 15?,,,"F4, E1, D1",93.6779999732971,1,7,SELECT avg(num_employees) FROM department WHERE ranking BETWEEN 10 AND 15
82,0b5ebf06-12e8-4e5d-9e7f-1123a93df70d,581ac907-4974-4ae1-a69f-d58fd6be92f5,zhengning,2,select name from head where born_state = 'California',What are the names of the heads who are born outside the California state?,,,A1a,6.063999891281131,2,7,SELECT name FROM head WHERE born_state != 'California'
83,78de6bff-b33f-41ba-9e4c-cd8fbf010d46,581ac907-4974-4ae1-a69f-d58fd6be92f5,zhengning,4,select count ( temporary_acting ) from management,How many acting statuses are there?,,,A1b,7.12000012397766,3,7,SELECT count(DISTINCT temporary_acting) FROM management
84,8d1d5224-ca88-4aaa-810f-e8c098ed7d73,581ac907-4974-4ae1-a69f-d58fd6be92f5,zhengning,6,select catalog_name from Catalogs,What are all the catalog entry names?,,,"CM6, A1b",70.574000120163,4,7,SELECT distinct(catalog_entry_name) FROM catalog_contents
85,7dcddc78-bd32-4207-95c0-b824ed04444c,581ac907-4974-4ae1-a69f-d58fd6be92f5,zhengning,11,select count ( date_of_latest_revision ) from Catalogs group by date_of_publication having count ( * ) > 1,Find the dates on which more than one revisions were made.,,,L5,18.993000030517603,5,7,SELECT date_of_latest_revision FROM Catalogs GROUP BY date_of_latest_revision HAVING count(*)  >  1
86,32cde31e-093b-462f-b4e4-c82386d3ebb9,581ac907-4974-4ae1-a69f-d58fd6be92f5,zhengning,12,select count ( date_of_latest_revision ) from Catalogs group by date_of_publication having count ( date_of_latest_revision ) > 1,On which days more than one revisions were made on catalogs.,,,"L5, L4, A1f",37.377000093460104,6,7,SELECT date_of_latest_revision FROM Catalogs GROUP BY date_of_latest_revision HAVING count(*)  >  1
87,b0a31c9f-18e4-4a0d-bcb4-151cbda273eb,581ac907-4974-4ae1-a69f-d58fd6be92f5,zhengning,13,select count ( catalog_name ) from Catalogs,How many products are there in the records?,,,"CM6, BL1",16.1170001029968,7,7,SELECT count(*) FROM catalog_contents
88,b28dd31a-165c-495c-aed5-798e1fed9aac,581ac907-4974-4ae1-a69f-d58fd6be92f5,zhengning,23,select BillingCountry from Invoice,What are the distinct billing countries of the invoices?,,,A1b,7.956000089645389,8,7,SELECT distinct(BillingCountry) FROM INVOICE
89,c6726ad0-8c34-4fed-b84e-a59b90bfc803,581ac907-4974-4ae1-a69f-d58fd6be92f5,zhengning,24,select BillingCountry from Invoice,Find the different billing countries for all invoices.,,,A1b,6.218999862670901,9,7,SELECT distinct(BillingCountry) FROM INVOICE
90,e3e14a37-34ec-4bfa-844d-43ce13122b1e,581ac907-4974-4ae1-a69f-d58fd6be92f5,zhengning,25,select avg ( UnitPrice ) from InvoiceLine,What is the average unit price of all the tracks?,,,CM6,7.76199984550476,10,7,SELECT AVG(UnitPrice) FROM TRACK
91,00531ed2-c8eb-417c-8e11-419a5255d129,581ac907-4974-4ae1-a69f-d58fd6be92f5,zhengning,26,select avg ( UnitPrice ) from InvoiceLine,Find the average unit price for a track.,,,CM6,5.505000114440921,11,7,SELECT AVG(UnitPrice) FROM TRACK
92,4c6a1408-7247-430d-8fb5-3f262c180087,581ac907-4974-4ae1-a69f-d58fd6be92f5,zhengning,27,select count ( City ) from Employee,How many distinct cities does the employees live in?,,,A1b,5.227999925613401,12,7,SELECT COUNT(DISTINCT city) FROM EMPLOYEE
