errorcategory,category_Krippendroffis_alpha
981,1.0
390,0.4375
1267,1.0
1236,1.0
1164,0.8163265306122449
384,1.0
1372,1.0
469,1.0
636,0.29565217391304355
1035,1.0
673,1.0
278,1.0
929,1.0
1082,-0.125
1294,1.0
110,1.0
700,0.64
681,1.0
1371,0.64
795,1.0
938,1.0
1289,0.6625
830,0.4375
905,0.7652173913043478
1384,0.5909090909090909
1248,1.0
250,1.0
242,1.0
519,0.4375
1401,0.8163265306122449
705,1.0
476,1.0
487,1.0
833,0.7652173913043478
88,1.0
763,0.7652173913043478
1364,0.4375
799,1.0
1131,1.0
1347,1.0
459,1.0
633,1.0
902,1.0
621,1.0
696,0.5263157894736842
191,1.0
4,1.0
37,0.7652173913043478
41,0.4375
123,0.7652173913043478
190,0.8163265306122449
209,1.0
230,0.4375
237,0.64
277,1.0
295,1.0
303,1.0
306,1.0
330,1.0
334,1.0
346,1.0
362,0.8163265306122449
364,1.0
373,1.0
430,1.0
431,1.0
437,1.0
470,1.0
541,0.7652173913043478
544,1.0
626,0.8421052631578947
632,0.44897959183673475
637,1.0
650,1.0
655,1.0
657,0.5909090909090909
661,0.4375
670,1.0
677,1.0
678,1.0
690,1.0
695,1.0
732,1.0
744,1.0
756,1.0
779,1.0
804,0.8163265306122449
811,1.0
829,1.0
846,1.0
860,1.0
865,1.0
918,0.32499999999999996
922,1.0
940,0.8421052631578947
945,0.8163265306122449
947,0.5909090909090909
960,1.0
986,1.0
991,1.0
996,1.0
999,0.4375
1002,1.0
1009,1.0
1011,1.0
1036,1.0
1047,1.0
1051,1.0
1054,1.0
1056,1.0
1061,1.0
1084,0.5909090909090909
1094,0.64
1097,1.0
1106,1.0
1132,0.64
1162,1.0
1187,1.0
1188,1.0
1200,1.0
1211,1.0
1230,1.0
1233,1.0
1252,1.0
1256,1.0
1264,1.0
1265,0.64
1272,1.0
1279,1.0
1284,1.0
1314,0.4375
1315,1.0
1327,1.0
1335,1.0
1357,1.0
1365,0.7652173913043478
1366,1.0
1378,1.0
1379,1.0
1390,1.0
1393,1.0
average,0.797494462491255
