,sql_id,username_x,record_id_x,error_classification_x,open_ended_feedback_x,username_y,record_id_y,error_classification_y,open_ended_feedback_y
105,90,zhengning,0ef6c36c-9125-4685-9a88-4ba8b2b232bf,A1b,,tianyi,ff06ac08-02e1-43d6-a2ff-c50670d3def7,A1b,
106,106,zhengning,c31508bc-130e-48d9-81ab-c7485158d74b,F3,,tianyi,8193232c-0e34-4464-b92b-64209076050f,BF4,
107,743,zhengning,61e4055a-bdb1-417b-98d2-708d48fb82fb,"F4, A1b",,tianyi,4b6374df-f253-468a-b689-2f449dbc140c,"F4, A1b",
108,1166,zhengning,23a0251f-44c4-44e5-9231-320a205708fc,"CM6, CE2",,tianyi,8d8b7c02-c1a9-46da-9be8-a60947f1516b,"BL1, CM6, BE5",
109,1295,zhengning,adf73495-8732-47cf-8fcb-87fa0383eb30,"A1b, L4, BL3, D1",,tianyi,df49c4f8-d779-4ee3-806e-094079ccdf10,"A1b, L4, BL1, BF4",
110,1277,zhengning,fff3fe59-aa7e-4c40-b4c6-82fc9aa0b4bc,"BL3, L5, AN2",,tianyi,12bf43b0-2861-480d-9b57-7b0b2bc59315,"BL3, KA1b",
111,1288,zhengning,04527340-809f-4f37-9f7a-3a52a5488fcf,"CM6, CE2, F4",,tianyi,06df03cd-9518-4ecd-aca5-77e0bd4a5cc5,"F4, E1",
112,679,zhengning,c12ca1c5-0857-40b0-848e-bd6f6ec19127,D1,,tianyi,2824497f-8b68-441a-b84d-44ae5e9d4427,D1c,
113,1253,zhengning,9e90c2e7-36ee-42a2-985c-c81eab189130,"CL1, K4",Redundant order by,tianyi,9c96de90-4e56-4709-a7d3-1e519e96c408,"BL1, CM6, F3",
114,1238,zhengning,d98c36fe-1f54-497d-83c7-8f52688922f1,"CL1, CE3",,tianyi,e6cf772a-5730-4310-8efb-e69a7b29b450,"BL1, E1",
115,674,zhengning,8eae65b6-1721-4fa1-b0ab-1b197bfeb4bf,"D1a, BL1",,tianyi,df50a654-e3e9-41c7-9bb6-09565e9f587e,"D1a, A2a",
116,1192,zhengning,14179d64-6215-4028-8a33-bab87c26f709,"CL1, BE5, BF4",,tianyi,9b29b70e-cab7-4699-a9e9-c1c468d8ca6f,"BE5, BF4",
117,972,zhengning,51c798da-f0f7-4d4d-86ba-82346471e4c1,BL1,,tianyi,d5eea2e5-3510-4473-9026-db0e71d89528,BL1,
118,1391,zhengning,ac704dab-332a-4b34-b1a0-8623e4f973b2,D1,,tianyi,6cbefb21-4458-4f00-9ad4-da856ec9a270,D1c,
119,1100,zhengning,5af3eff0-16e5-403d-a913-f1e90c9fbbdf,"E1, CM6",,tianyi,a729f323-8cb8-47a1-b144-048b8c13603f,"E1, BL1",
120,226,zhengning,a5be4314-4172-4416-89e0-72cf3c510953,Q1,Redundant limit,tianyi,3a69c66c-aa07-4b0f-bd9e-2cdf5da3a55f,Q1,1
121,151,zhengning,8aa90629-7e84-4191-88d5-50556aa4683a,L4,,tianyi,35ba0418-f362-44f2-92df-422c2e4b5004,L4,
122,474,zhengning,7258ae6a-d8ee-41dd-8a49-25a96f3410f5,"CM6, F4",,tianyi,811f5b3f-7672-4fd1-b4ff-2fef4c9982b8,"CM6, F4",
123,809,zhengning,e8ec6ef0-c8e1-47c8-aa91-26ea7d9d7b32,BL1,,tianyi,24902fe9-76a8-4ea2-adfa-b0ba3c625656,BL1,
124,812,zhengning,986c69a5-4aae-44ef-96bb-89cb83ed0ee2,"AN2, BL3",,tianyi,b7a25501-950c-406f-be3f-a6a9a10a4f37,"BL3, AN2",
125,1034,zhengning,202e1aa7-93cd-446c-8c57-32984add257b,BL3,,tianyi,d8959198-76de-4cdb-bde9-3bb791570c96,BL3,
126,297,zhengning,d714bd43-3f40-460e-aa7a-7d5b020ffc3d,F4,,tianyi,c43b06bf-a9c7-4f42-bdda-44291cc198bf,F4,
127,946,zhengning,df2fbe25-78d6-40f6-9c27-0ddc0961cde6,"CE2, BN1",,tianyi,6f71a47b-c880-4ad6-b325-95e121df797e,"BN1, E1",
128,1070,zhengning,8ee8876b-f9c4-4c23-89fa-84b3a29fcfcc,D1a,,tianyi,4eb7c9b4-330f-4770-aeae-48091d7982ab,D1a,
129,1285,zhengning,98aea79b-7de3-4ffd-a5a1-da835c25db82,"CL1, CF5",,tianyi,54b48c78-2850-404c-a386-dd185c776b31,"D1, BF4",
130,624,zhengning,80b140d5-99b9-495d-bccb-3f023bb6ed8a,D1a,,tianyi,f1976a82-3f5f-41ec-88d6-9d44ed5fdb74,D1a,
131,1349,zhengning,0c6ac0a6-f683-4b14-8470-60cf398e91dc,"D1, P1",Miss like,tianyi,9533f12e-175b-440e-bfce-53783cda00ab,P2,
132,1037,zhengning,300ec568-aef8-40ee-aa83-d80dda96f6a3,"CM6, BK1",Wrong column in order by,tianyi,f5af4046-dcec-47a8-9335-453da35a39e2,K3,
133,1298,zhengning,01767e06-c90b-4e0a-9d65-b5576ed53a86,BL3,,tianyi,8e30bc9a-a597-45e9-9790-5ee26090f2ba,"K3, BL3",
134,1244,zhengning,283c60d1-13a5-4ab8-9c42-26c595aac842,"BL3, D1",,tianyi,454cbd41-17c2-4dbc-bf91-e63f02a6c598,"BL3, D1c, F4",
135,332,zhengning,6a13be98-750d-4223-aa41-e40bfcd9d894,BF4,,tianyi,09f2f16d-ae6c-4de5-afd5-ee0406219d79,BF4,
136,719,zhengning,307128e4-1047-427a-9ba3-103c1e609e98,"BL3, F4",,tianyi,ce2226fb-f156-4dd6-ba54-95ddda7ea4e7,"F4, BL3",
137,1402,zhengning,6343ccc6-d2fe-4721-a939-6ae34975ed3b,"CM4, F4, CE2",,tianyi,d6237f0e-a421-46ec-a463-8e922e98797a,"CM6, E1, F4",
