,sql_id,category_Fleiss_kappa,category_Krippendroffis_alpha,type_Fleiss_kappa,type_Krippendroffis_alpha
257,2007,1.0,1.0,1.0,1.0
258,2009,1.0,1.0,1.0,1.0
259,2014,1.0,1.0,1.0,1.0
260,2015,1.0,1.0,1.0,1.0
261,2019,1.0,1.0,1.0,1.0
262,2024,1.0,1.0,1.0,1.0
263,2025,1.0,1.0,1.0,1.0
264,2026,1.0,1.0,1.0,1.0
265,2027,1.0,1.0,1.0,1.0
266,2028,1.0,1.0,1.0,1.0
267,2029,1.0,1.0,1.0,1.0
268,2030,1.0,1.0,1.0,1.0
269,2031,1.0,1.0,1.0,1.0
270,2034,1.0,1.0,1.0,1.0
271,2036,1.0,1.0,1.0,1.0
272,2037,1.0,1.0,1.0,1.0
273,2038,1.0,1.0,1.0,1.0
274,2039,1.0,1.0,1.0,1.0
275,2040,1.0,1.0,1.0,1.0
276,2041,1.0,1.0,1.0,1.0
277,2046,1.0,1.0,1.0,1.0
278,2047,1.0,1.0,1.0,1.0
279,2048,1.0,1.0,1.0,1.0
280,2049,1.0,1.0,1.0,1.0
281,2050,1.0,1.0,1.0,1.0
282,2051,1.0,1.0,1.0,1.0
283,2057,0.76,0.768,0.6567656765676557,0.6600660066006601
284,2058,0.76,0.768,0.6567656765676557,0.6600660066006601
285,2059,-0.1538461538461544,-0.1153846153846154,-0.0196078431372527,-0.0098039215686274
286,2063,1.0,1.0,1.0,1.0
287,2064,1.0,1.0,1.0,1.0
288,2065,1.0,1.0,1.0,1.0
289,2066,1.0,1.0,0.6462585034013607,0.6496598639455782
290,2067,0.5833333333333333,0.5972222222222222,0.6567656765676557,0.6600660066006601
291,2068,1.0,1.0,1.0,1.0
292,2069,1.0,1.0,1.0,1.0
293,2070,0.76,0.768,0.4800000000000006,0.485
294,2071,1.0,1.0,1.0,1.0
295,2072,1.0,1.0,0.4800000000000006,0.485
296,2077,0.5833333333333333,0.5972222222222222,0.3696969696969704,0.3757575757575757
297,2079,0.5833333333333333,0.5972222222222222,0.3696969696969704,0.3757575757575757
298,2082,1.0,1.0,0.4800000000000006,0.485
299,2089,1.0,1.0,1.0,1.0
300,2090,0.5833333333333333,0.5972222222222222,0.4800000000000006,0.485
301,2091,1.0,1.0,1.0,1.0
302,2092,0.5833333333333333,0.5972222222222222,0.4800000000000006,0.485
303,2093,1.0,1.0,1.0,1.0
304,2094,1.0,1.0,1.0,1.0
305,2095,1.0,1.0,-0.0399999999999986,-0.03
306,2096,1.0,1.0,1.0,1.0
307,2097,1.0,1.0,1.0,1.0
308,2098,1.0,1.0,1.0,1.0
309,2100,1.0,1.0,1.0,1.0
310,2102,1.0,1.0,1.0,1.0
311,2104,1.0,1.0,-0.0196078431372527,-0.0098039215686274
312,2113,1.0,1.0,-0.0196078431372527,-0.0098039215686274
313,2114,1.0,1.0,-0.0196078431372527,-0.0098039215686274
314,2119,1.0,1.0,1.0,1.0
315,2120,1.0,1.0,0.4800000000000006,0.485
316,2127,0.76,0.768,0.6462585034013607,0.6496598639455782
317,2128,1.0,1.0,1.0,1.0
318,2139,1.0,1.0,1.0,1.0
319,2140,1.0,1.0,1.0,1.0
320,2141,1.0,1.0,1.0,1.0
321,2142,0.76,0.768,0.6567656765676557,0.6600660066006601
322,2143,0.423076923076923,0.4423076923076923,-0.029702970297031,-0.0198019801980198
323,2144,1.0,1.0,1.0,1.0
324,2145,1.0,1.0,1.0,1.0
325,2146,1.0,1.0,1.0,1.0
326,2147,1.0,1.0,1.0,1.0
327,2148,1.0,1.0,1.0,1.0
328,2149,1.0,1.0,1.0,1.0
329,2150,1.0,1.0,1.0,1.0
330,2152,1.0,1.0,1.0,1.0
331,2163,0.8136645962732919,0.8198757763975155,0.8468335787923413,0.8483063328424153
332,2164,0.76,0.768,0.7898989898989898,0.7919191919191919
333,2168,0.8136645962732919,0.8198757763975155,0.8468335787923413,0.8483063328424153
334,2170,1.0,1.0,1.0,1.0
335,2171,1.0,1.0,1.0,1.0
336,2172,1.0,1.0,1.0,1.0
337,2173,1.0,1.0,0.8115942028985509,0.8134057971014492
338,2174,1.0,1.0,0.878362573099415,0.87953216374269
339,2175,1.0,1.0,0.2925170068027213,0.2993197278911564
340,2176,1.0,1.0,1.0,1.0
341,2177,1.0,1.0,1.0,1.0
342,2178,1.0,1.0,1.0,1.0
343,2181,1.0,1.0,1.0,1.0
344,2182,1.0,1.0,1.0,1.0
345,2185,1.0,1.0,1.0,1.0
346,2186,1.0,1.0,1.0,1.0
347,2189,1.0,1.0,-0.0196078431372527,-0.0098039215686274
348,2190,1.0,1.0,1.0,1.0
349,2191,1.0,1.0,1.0,1.0
350,2192,1.0,1.0,1.0,1.0
351,2205,1.0,1.0,0.4800000000000006,0.485
352,2206,1.0,1.0,0.4800000000000006,0.485
353,2207,1.0,1.0,1.0,1.0
354,2208,0.5833333333333333,0.5972222222222222,0.3918128654970764,0.3976608187134502
355,2209,1.0,1.0,1.0,1.0
356,2210,1.0,1.0,1.0,1.0
357,2217,1.0,1.0,1.0,1.0
358,2218,1.0,1.0,1.0,1.0
359,2219,1.0,1.0,1.0,1.0
360,2220,1.0,1.0,0.4800000000000006,0.485
361,2222,1.0,1.0,1.0,1.0
362,2223,1.0,1.0,0.4800000000000006,0.485
363,2224,-0.2000000000000005,-0.1599999999999999,-0.029702970297031,-0.0198019801980198
364,2227,0.8136645962732919,0.8198757763975155,0.4800000000000006,0.485
365,2228,1.0,1.0,0.6462585034013607,0.6496598639455782
366,2229,1.0,1.0,1.0,1.0
367,2230,0.8136645962732919,0.8198757763975155,0.4800000000000006,0.485
368,2231,1.0,1.0,1.0,1.0
369,2232,1.0,1.0,0.4800000000000006,0.485
370,2237,1.0,1.0,1.0,1.0
371,2245,1.0,1.0,0.6462585034013607,0.6496598639455782
372,2248,1.0,1.0,0.7291666666666665,0.7317708333333333
373,2250,1.0,1.0,1.0,1.0
374,2251,1.0,1.0,1.0,1.0
375,2252,0.8136645962732919,0.8198757763975155,0.7898989898989898,0.7919191919191919
376,2253,0.5833333333333333,0.5972222222222222,0.6567656765676557,0.6600660066006601
377,2254,0.6590909090909093,0.6704545454545454,0.3696969696969704,0.3757575757575757
378,2255,1.0,1.0,1.0,1.0
379,2256,1.0,1.0,1.0,1.0
380,2257,1.0,1.0,1.0,1.0
381,2258,1.0,1.0,1.0,1.0
382,2259,1.0,1.0,1.0,1.0
383,2260,1.0,1.0,1.0,1.0
384,2261,1.0,1.0,1.0,1.0
385,2263,1.0,1.0,1.0,1.0
386,2264,1.0,1.0,1.0,1.0
387,2265,0.423076923076923,0.4423076923076923,0.6567656765676557,0.6600660066006601
388,2266,1.0,1.0,-0.0196078431372527,-0.0098039215686274
389,2267,1.0,1.0,1.0,1.0
390,2270,1.0,1.0,0.3918128654970764,0.3976608187134502
391,2283,0.8412698412698413,0.8465608465608465,-0.0505050505050489,-0.0404040404040404
392,2285,1.0,1.0,1.0,1.0
393,2286,1.0,1.0,1.0,1.0
394,2287,1.0,1.0,1.0,1.0
395,1668,-0.0714285714285719,-0.0357142857142855,-0.0097087378640839,0.0
396,1868,-0.1538461538461544,-0.1153846153846154,-0.0196078431372527,-0.0098039215686274
397,average,0.8443259972136489,0.849515130639861,0.703135837100301,0.7073855578450562
