,record_id,Krippendroffis_alpha
70,b2969a56-0493-42df-82f8-74e955208c37,1.0
71,cdb4bc3a-37bb-4847-bd06-5819f3ca0d5b,0.7950920245398774
72,c59e8b63-2a4a-404d-b650-4b6fe46519d4,0.7950920245398774
73,1c5e4023-feea-4ef8-8708-858583a3387f,0.7709190672153635
74,b1d8cf02-4f10-4a49-b8c2-b5d511b63617,0.7950920245398774
75,556856f0-1cc0-4114-af8a-92b14fc4f731,0.7950920245398774
76,88c51ed2-83fd-401d-a228-e73242f4422b,0.49085365853658536
77,31293d91-a82f-4aa7-a83b-65ea6e7dc1cb,0.42729766803840885
78,fecf4fd8-03c8-4a15-b503-a1fb2f25e162,0.3852760736196319
79,88c6bf4d-6553-4b9f-ab6d-161aa4c13223,0.1120654396728018
80,59caa2fb-38e5-420e-94d7-853d2eeed058,0.1120654396728018
81,3910669b-1761-437a-b211-71c84e62e638,-0.018292682926829285
82,70649a60-4436-4cc3-9417-d0e24c104b12,0.15142276422764223
83,41d9c32c-bf4a-48e9-aed8-dd7d644e0fb9,1.0
84,3d2dc8cd-6966-41d3-8b42-d6687676073b,0.3852760736196319
85,f64a6497-ebda-433d-875e-bede721f3662,0.3041666666666667
86,b4c9674c-02ab-416e-ab75-222e62a933d7,0.22489451476793254
87,a4dfe8bb-9b8f-42f3-a7db-853c3c034e53,0.5554569653948536
88,af6268c5-63ae-483f-9401-784b0f1054fa,0.3911458333333333
89,3922f3b1-b126-490c-b541-fc7a69dc3093,0.3578822833481219
90,6f6cb2ee-9ce6-4ff1-9072-05b76de23e80,0.5554569653948536
91,35d0f36d-532f-4ab4-88b9-dafd976edf7d,0.3578822833481219
92,386363b9-cca6-4f41-b08a-ed8d01d5b792,0.24867075664621685
93,a69b28d6-1c76-4961-bead-a3da3bef2a24,0.3852760736196319
94,07a16bb0-ccb0-45eb-bbb7-977d49f2ff21,0.3852760736196319
95,899e0f64-91f2-4d32-9fd8-8a3a29ce427c,0.49085365853658536
96,8b534ea1-ae61-4a5a-a449-e2e3123731e9,0.3578822833481219
97,31356e1d-edf2-4984-a80c-e35111ad300b,0.4362869198312237
98,3be07b24-a9e9-46eb-8602-c72710d82eb2,0.49085365853658536
99,d838ee77-6018-47e3-8a5d-b0b579c5a30a,0.49085365853658536
100,a131c2c9-e643-434c-bc9b-ac4f839f52a0,0.32113821138211385
101,0b38de8e-0dcb-4772-ae64-7ce59da70f69,0.3578822833481219
102,8e5b2ddc-c6cc-4e17-9209-f3a5710dfe13,0.5554569653948536
103,ca57caac-9b04-4b0d-afcf-2f8ed38bb0fb,0.3578822833481219
104,c849ef1c-eec1-4c54-acda-84941aba33b6,0.7950920245398774
105,20f571c9-4f4f-4ad0-a9a4-03b947c00151,0.7390625
106,31aa88af-c369-40d8-a89a-b26b2db336dd,0.24867075664621663
107,a5892bd3-b90d-46f7-aa41-3acf49ae70fd,0.24867075664621663
108,99598e61-e6dd-416d-8677-146dd68ae857,0.31275720164609055
109,fe2eab01-3b24-4fd8-bbc5-f1e3419620b8,0.16030760130139
110,dfa640c1-ff03-433d-bda7-6e4c9e2fafdb,0.08367626886145407
111,62ad9e69-ec3f-441a-bc44-6fad216a6cd5,0.7950920245398774
112,6504ca10-9372-4342-97f6-f52c94a5e829,0.3852760736196319
113,57638f44-56a1-45f2-b74c-5b1826f03f22,0.15142276422764223
114,a173f00b-8a93-463c-ad40-bdb60dbe9f68,0.15142276422764223
115,8291fabe-658a-436c-ac96-e1608861b0d9,1.0
116,76ee6264-b568-403b-b4b4-9563659b4bcf,1.0
117,85049389-9452-4463-b1d3-237f26301b69,1.0
118,f63e4e07-5190-458c-a24d-245dfc1be002,1.0
119,a4f275d2-b4de-4c6c-acaf-bf0e5719babf,0.32113821138211385
120,58691975-3fa0-40d6-93ea-7678c861e9bb,0.49085365853658536
121,761a0106-43a7-4144-ae2b-2381fcdffa00,0.3852760736196319
122,1fc09a29-09a0-4c6e-af7e-c98175d4c72c,0.3041666666666667
123,28246815-64cf-4d3d-92e1-344496df1e5f,0.3852760736196319
124,9e1a88c0-8fd5-4299-816e-653043e901ea,0.3852760736196319
125,f98ff098-ad57-4c19-9faa-ac7384dd7ccf,0.49085365853658536
126,c7b1a476-3867-438c-b50b-65a5abfbb0d1,0.15142276422764223
127,7c8df7da-4717-4410-a70b-f9be571d6e64,0.08367626886145407
128,d3c8d565-a94c-4907-bbed-f872679e963e,0.2953586497890296
129,88ce2221-69dd-489c-bc82-295fdf9cb06a,-0.024539877300613355
130,64ecb5a1-2800-46f4-9567-6f3e3fc97df6,0.15142276422764223
131,2cfbae66-a5e8-4fcc-a511-e03458b2b904,1.0
132,32a90d72-5d3a-41fd-ab1e-46754a8fca91,0.7950920245398774
133,02358d0b-e27d-4c80-9c10-1ba0fb44c194,1.0
134,fe2f9da2-065f-4bda-aa81-ff72e3cead62,1.0
135,fadc56f3-8c4b-40e2-824f-0fdb181f04af,1.0
136,e7107bae-a61a-4ae9-bd8c-367741c073e5,0.46474358974358976
137,ef1696ad-68ca-4e42-970b-062f5fc1755f,0.8518189884649512
138,b12e38e8-6a64-43c1-ae05-ad840074fecf,0.31275720164609055
139,8474f4fa-d731-4d75-b61e-35df7f0dc1fe,0.49085365853658536
140,00d4b769-1310-482d-8060-f29a5db0ab7f,-0.018292682926829285
141,ad43c99a-811a-41f5-9f69-fe1a1882b781,0.6626262626262627
142,ece4faca-63ae-40b9-abdd-d5a260315e0a,0.8518189884649512
143,debac50c-cb14-479f-a06e-06fd9a592140,0.49085365853658536
144,fa6f4e50-d809-4f50-a967-1e625e0ac4c9,0.49085365853658536
145,601764c7-c022-4317-9016-306599b610b3,0.49085365853658536
146,c9981f9f-7d28-4dbd-8d31-831f3b3751b4,0.49085365853658536
147,18ec9fff-bdeb-4b88-ba24-eb991adc2855,0.7950920245398774
148,a9b2199a-1c0a-4199-a924-94f3dd869301,0.6542443064182195
149,4760a062-8605-451d-97e7-92a21794b748,0.31275720164609055
150,f70b75d8-d88e-49b8-a26a-f1ce447b6d46,0.49085365853658536
151,1f08c4c8-58ee-4a54-945d-cdb71be3006c,0.5218813905930471
152,03aa3105-c475-44f6-b7f6-cd2c9c328449,0.25909494232475594
153,dbd38c2c-d31d-4766-bced-1c789eaae8bd,0.3578822833481219
154,4e9da030-7ad0-455a-9660-b5c6c6666a39,0.5218813905930471
155,8c04fedc-48c2-48f1-8bb3-77718d2a9a38,0.3578822833481219
156,c9b46ce9-4ffe-4f08-b24b-48ee431439f4,0.5218813905930471
157,23a52bea-8109-4e72-adf6-be5bae181f3d,0.5218813905930471
158,ed2e5bbf-f902-4a09-b9c2-eb2dde76ab09,1.0
159,b2d852f9-b43d-4d42-bd14-f03591b86a5e,0.6563786008230452
160,3c0ce680-4ef4-4abc-b238-bcc42a0f2aab,0.6542443064182195
161,33b626cb-d617-47e5-aa59-6ba5f55b1f95,1.0
162,34382174-c2e4-4480-aacf-f4426e4936c9,1.0
163,3d49435a-0f17-457a-8cf8-04db28cb0d32,1.0
164,25496abe-edd4-4009-acb9-376ba465221a,1.0
165,b6a7a7d8-f52c-4c29-9875-c8cc11c37b2e,1.0
166,178226a3-4c50-4bed-867d-97e968658cd4,1.0
167,cef8932f-0b9f-490a-b07e-e48477acf4a2,0.32113821138211385
168,eceba728-00a4-4aca-915d-1263ad754d65,0.1120654396728018
169,faf897af-7408-43ad-b1e0-7bedfe420bbf,0.7950920245398774
170,4f6f24c7-4a1e-4724-9f90-82d5464d541d,1.0
171,0684ec84-8b27-452b-96bd-d0710e5f60c1,0.7390625
172,b5f61dd1-e458-4ede-bf1d-b433c1f96dd4,0.7390625
173,141ab844-62eb-416f-b770-54fe359f6394,1.0
174,85318269-ee14-4295-9ecd-887a1c2f98ad,1.0
175,33524581-0727-4ce7-beca-9dea8e0c7fb6,1.0
176,e3e30f72-eeaf-45d2-8ebf-6a269b32361c,-0.0121212121212122
177,bd04da72-d12e-42e5-9d24-e09b6a196bd5,0.5218813905930471
178,8fd24b43-e89c-45c4-b06c-82b4a0e511b4,0.21718749999999998
179,c65560b8-13db-4202-93f3-ef7c1e81db65,0.21279461279461276
180,c6e8cfcf-f39f-4edc-8589-90653f6e0c3c,0.21279461279461276
181,average,0.5530227739200104
