,category_Fleiss_kappa
815,-0.09090909090908979
818,1.0
820,1.0
821,1.0
822,1.0
829,1.0
830,1.0
831,1.0
833,1.0
834,1.0
835,1.0
836,1.0
841,1.0
842,1.0
843,0.3999999999999999
847,0.7983193277310924
851,1.0
852,1.0
854,1.0
855,0.6190476190476188
858,1.0
862,1.0
863,1.0
865,0.7473684210526315
866,1.0
867,1.0
868,0.7983193277310924
869,1.0
870,1.0
871,1.0
874,0.6250000000000001
876,0.6250000000000001
877,1.0
883,0.5555555555555557
886,1.0
887,1.0
892,1.0
893,0.5555555555555557
895,1.0
896,1.0
899,1.0
900,0.4666666666666667
908,1.0
909,1.0
910,1.0
915,1.0
916,1.0
917,-0.09090909090908979
918,1.0
921,0.7473684210526315
922,0.6190476190476188
929,1.0
930,1.0
940,1.0
942,1.0
943,1.0
945,1.0
946,1.0
947,1.0
948,0.6250000000000001
953,0.7983193277310924
954,1.0
964,1.0
965,0.7983193277310924
966,0.8321678321678322
969,1.0
971,0.8222222222222222
972,0.8222222222222222
977,0.3999999999999999
978,0.3999999999999999
979,0.5555555555555557
981,1.0
982,1.0
985,-0.2631578947368418
986,0.11111111111111101
987,1.0
991,1.0
992,0.7983193277310924
995,0.7473684210526315
996,0.8222222222222222
997,0.8222222222222222
998,1.0
999,0.24210526315789485
1000,1.0
1001,1.0
1005,0.7473684210526315
1009,1.0
1011,1.0
1012,1.0
1014,0.5555555555555557
1015,1.0
1016,0.5555555555555557
1017,0.5555555555555557
1020,1.0
1021,1.0
1022,1.0
1023,1.0
1034,0.7473684210526315
1035,0.5555555555555557
1036,0.5555555555555557
1037,1.0
1038,1.0
1039,0.7473684210526315
1042,0.8222222222222222
1043,0.6250000000000001
1044,1.0
1045,1.0
1046,1.0
1047,1.0
1048,1.0
1049,1.0
1051,1.0
1054,1.0
1055,1.0
1056,1.0
1057,1.0
1059,0.6190476190476188
1060,1.0
1061,1.0
1062,1.0
1063,1.0
average,0.8723856031279356
