record_id,session_id,username,sql_id,sql,nl_query,incorrect_parts,open_ended_feedback,error_classification,Code,Coder,duration,cur_id,batch_id,GT_sql
e0d9d114-2237-4d8b-895e-49c0b1a4bec7,4596cb3e-260b-42b6-8a5e-d5b36a5faf20,zhengzhang,1978,SELECT competition.country FROM competition WHERE competition.competition_type = 'friendly' INTERSECT SELECT competition.country FROM competition WHERE competition.competition_type = 'tournament',What are the countries that participated in both friendly and tournament type competitions?,,"Quoted identifiers are case-sensitive. In this case, 'friendly' should be 'Friendly', and 'tournament' should be 'Tournament'.",Value error,D1a,Zheng Z,329.23,8,1,SELECT country FROM competition WHERE competition_type  =  'Friendly' INTERSECT SELECT country FROM competition WHERE competition_type  =  'Tournament'
1297dcd2-16a6-4815-ad9d-83469d4e1bdf,eaf0bdaa-b348-4fc5-9299-7dd8fc33f0d8,tianyi,1978,SELECT competition.country FROM competition WHERE competition.competition_type = 'friendly' INTERSECT SELECT competition.country FROM competition WHERE competition.competition_type = 'tournament',What are the countries that participated in both friendly and tournament type competitions?,WHERE competition.competition_type = 'friendly' INTERSECT SELECT competition.country FROM competition WHERE competition.competition_type = 'tournament',"The column values in the Hypothetical query are not identical with the original ones in table. The values 'friendly' and 'tournament' should be upper cases instead of lower cases, otherwise, the system cannot find the corresponding results. ",Value error,D1a,Zheng Z,247.806,8,1,SELECT country FROM competition WHERE competition_type  =  'Friendly' INTERSECT SELECT country FROM competition WHERE competition_type  =  'Tournament'
11408991-c39d-4c93-9f0b-5244a206409a,6de1d0b5-c758-4cee-a6f3-d361ba658a4b,zhengning,1978,SELECT competition.country FROM competition WHERE competition.competition_type = 'friendly' INTERSECT SELECT competition.country FROM competition WHERE competition.competition_type = 'tournament',What are the countries that participated in both friendly and tournament type competitions?,,,,,Zheng Z,330.7720001,8,1,SELECT country FROM competition WHERE competition_type  =  'Friendly' INTERSECT SELECT country FROM competition WHERE competition_type  =  'Tournament'
ebe6ee74-1e96-47e5-a757-1df779a641a2,52191fac-0a3c-4fde-93f7-dffd7254a24c,toby,1978,SELECT competition.country FROM competition WHERE competition.competition_type = 'friendly' INTERSECT SELECT competition.country FROM competition WHERE competition.competition_type = 'tournament',What are the countries that participated in both friendly and tournament type competitions?,WHERE competition.competition_type = 'friendly' INTERSECT SELECT competition.country FROM competition WHERE competition.competition_type = 'tournament',"the values ""friendly"" and ""tournament"" should be upper-case",Value error,D1a,Zheng Z,80.54699993,8,1,SELECT country FROM competition WHERE competition_type  =  'Friendly' INTERSECT SELECT country FROM competition WHERE competition_type  =  'Tournament'
f0c38bd5-bb22-47b3-bd83-8af1ed8cc3e1,4596cb3e-260b-42b6-8a5e-d5b36a5faf20,zhengzhang,2018,SELECT song.song_name FROM song WHERE song.rating<(SELECT MIN( song.rating ) FROM song WHERE song.languages = 'English'),What are the song names for every song whose rating is less than the minimum rating for English songs?,,The quoted identifier is case-sensitive. 'English should be 'english' instead.,Value error,D1a,Zheng Z,246.5810001,9,1,SELECT song_name FROM song WHERE rating  <   (SELECT min(rating) FROM song WHERE languages  =  'english')
bbd4ce94-a48c-4d70-b4a1-0296a861f619,eaf0bdaa-b348-4fc5-9299-7dd8fc33f0d8,tianyi,2018,SELECT song.song_name FROM song WHERE song.rating<(SELECT MIN( song.rating ) FROM song WHERE song.languages = 'English'),What are the song names for every song whose rating is less than the minimum rating for English songs?,WHERE song.rating<(SELECT MIN( song.rating ) FROM song WHERE song.languages = 'English'),"The column value in the Hypothetical query is not identical with the original one in the table. The value 'English' should be in lower case instead of upper case, otherwise, the system cannot find the corresponding results. ",Value error,D1a,Zheng Z,274.188,9,1,SELECT song_name FROM song WHERE rating  <   (SELECT min(rating) FROM song WHERE languages  =  'english')
f23b18ea-27d9-41fa-bea2-c02b0f6b5578,6de1d0b5-c758-4cee-a6f3-d361ba658a4b,zhengning,2018,SELECT song.song_name FROM song WHERE song.rating<(SELECT MIN( song.rating ) FROM song WHERE song.languages = 'English'),What are the song names for every song whose rating is less than the minimum rating for English songs?,,,,,Zheng Z,120.0369999,9,1,SELECT song_name FROM song WHERE rating  <   (SELECT min(rating) FROM song WHERE languages  =  'english')
b1183403-e0cc-4d27-bb19-54c8947cea2f,52191fac-0a3c-4fde-93f7-dffd7254a24c,toby,2018,SELECT song.song_name FROM song WHERE song.rating<(SELECT MIN( song.rating ) FROM song WHERE song.languages = 'English'),What are the song names for every song whose rating is less than the minimum rating for English songs?,,"the column value ""English"" should be in lower case",Value error,D1a,Zheng Z,30.0150001,9,1,SELECT song_name FROM song WHERE rating  <   (SELECT min(rating) FROM song WHERE languages  =  'english')
79c981d9-dc9e-4882-8b79-f21b80019990,4596cb3e-260b-42b6-8a5e-d5b36a5faf20,zhengzhang,1331,"SELECT faculty.fname FROM faculty WHERE faculty.rank = 'professors,' ORDER BY faculty.fname ASC","What are the first names for all faculty professors, ordered by first name?",,"Value error: 'professors,' should be 'Professor'.",Value error,D1b,Zheng Z,92.00399995,10,1,"SELECT Fname FROM FACULTY WHERE Rank  =  ""Professor"" ORDER BY Fname"
a859d5ee-d97b-4e12-a064-c39815998323,eaf0bdaa-b348-4fc5-9299-7dd8fc33f0d8,tianyi,1331,"SELECT faculty.fname FROM faculty WHERE faculty.rank = 'professors,' ORDER BY faculty.fname ASC","What are the first names for all faculty professors, ordered by first name?","WHERE faculty.rank = 'professors,' ","The column value in the Hypothetical query is not identical with the original one in the table. The value 'professors,' should be 'Professor', otherwise, the system cannot find the corresponding results. ",Value error,D1b,Zheng Z,171.0839999,10,1,"SELECT Fname FROM FACULTY WHERE Rank  =  ""Professor"" ORDER BY Fname"
d0a242c0-15b5-4189-bcbb-f3cd87992eaf,6de1d0b5-c758-4cee-a6f3-d361ba658a4b,zhengning,1331,"SELECT faculty.fname FROM faculty WHERE faculty.rank = 'professors,' ORDER BY faculty.fname ASC","What are the first names for all faculty professors, ordered by first name?",,"1, value error: same word different tense",Value error,D1b,Zheng Z,113.2520001,10,1,"SELECT Fname FROM FACULTY WHERE Rank  =  ""Professor"" ORDER BY Fname"
bae24592-2f23-4e83-9564-018da6d9bd71,6de1d0b5-c758-4cee-a6f3-d361ba658a4b,zhengning,1331,"SELECT faculty.fname FROM faculty WHERE faculty.rank = 'professors,' ORDER BY faculty.fname ASC","What are the first names for all faculty professors, ordered by first name?","WHERE faculty.rank = 'professors,' ","1, value error: same word different tense",Value error,D1b,Zheng Z,17.54200006,10,1,"SELECT Fname FROM FACULTY WHERE Rank  =  ""Professor"" ORDER BY Fname"
fc6dc6c8-de94-462f-9f21-2a550a1713cc,52191fac-0a3c-4fde-93f7-dffd7254a24c,toby,1331,"SELECT faculty.fname FROM faculty WHERE faculty.rank = 'professors,' ORDER BY faculty.fname ASC","What are the first names for all faculty professors, ordered by first name?",,"The rank value for the query should be ""Professor"" instead of ""professors""",Value error,D1b,Zheng Z,43.5,10,1,"SELECT Fname FROM FACULTY WHERE Rank  =  ""Professor"" ORDER BY Fname"
e255f88f-cf39-4863-a505-3926b5ba2bb2,4596cb3e-260b-42b6-8a5e-d5b36a5faf20,zhengzhang,1139,SELECT COUNT( * ) FROM postseason JOIN team ON postseason.team_id_loser = team.team_id_br WHERE team.name = 'Boston Red Stockings' AND postseason.losses = 2009,"Count the number of times the team ""Boston Red Stockings"" lost in 2009 postseason.",,"Attribute error: 'losses' should be replaced by ""year"".",Inappropriate use of attribute,BF4,Zheng Z,70.27800012,11,1,SELECT count(*) FROM postseason AS T1 JOIN team AS T2 ON T1.team_id_loser  =  T2.team_id_br WHERE T2.name  =  'Boston Red Stockings' AND T1.year = 2009;
d97c1983-ee88-4375-8765-13247135001f,eaf0bdaa-b348-4fc5-9299-7dd8fc33f0d8,tianyi,1139,SELECT COUNT( * ) FROM postseason JOIN team ON postseason.team_id_loser = team.team_id_br WHERE team.name = 'Boston Red Stockings' AND postseason.losses = 2009,"Count the number of times the team ""Boston Red Stockings"" lost in 2009 postseason.",WHERE team.name = 'Boston Red Stockings' AND postseason.losses = 2009,The Hypothetical query is referring to an incorrect column. The correct column should be 'postseason.year = 2009' instead of 'postseason.losses = 2009'.,Inappropriate use of attribute,BF4,Zheng Z,419.142,11,1,SELECT count(*) FROM postseason AS T1 JOIN team AS T2 ON T1.team_id_loser  =  T2.team_id_br WHERE T2.name  =  'Boston Red Stockings' AND T1.year = 2009;
2edf1f36-b105-4284-8a21-e96237c4caf4,6de1d0b5-c758-4cee-a6f3-d361ba658a4b,zhengning,1139,SELECT COUNT( * ) FROM postseason JOIN team ON postseason.team_id_loser = team.team_id_br WHERE team.name = 'Boston Red Stockings' AND postseason.losses = 2009,"Count the number of times the team ""Boston Red Stockings"" lost in 2009 postseason.",WHERE team.name = 'Boston Red Stockings' AND postseason.losses = 2009,"1, column error in table 1",Inappropriate use of attribute,BF4,Zheng Z,107.9589999,11,1,SELECT count(*) FROM postseason AS T1 JOIN team AS T2 ON T1.team_id_loser  =  T2.team_id_br WHERE T2.name  =  'Boston Red Stockings' AND T1.year = 2009;
b05f178c-2772-4aee-978f-762c68acdf85,52191fac-0a3c-4fde-93f7-dffd7254a24c,toby,1139,SELECT COUNT( * ) FROM postseason JOIN team ON postseason.team_id_loser = team.team_id_br WHERE team.name = 'Boston Red Stockings' AND postseason.losses = 2009,"Count the number of times the team ""Boston Red Stockings"" lost in 2009 postseason.",,"The value ""2009"" in ""2009 postseason"" should be grounded to the year column in the postseason table instead of the ""losses"" column",Inappropriate use of attribute,BF4,Zheng Z,99.25800014,11,1,SELECT count(*) FROM postseason AS T1 JOIN team AS T2 ON T1.team_id_loser  =  T2.team_id_br WHERE T2.name  =  'Boston Red Stockings' AND T1.year = 2009;
90e980a3-4aae-44a9-84a0-379d75d66cc9,4596cb3e-260b-42b6-8a5e-d5b36a5faf20,zhengzhang,2179,SELECT department.dname FROM minor_in JOIN department ON minor_in.dno = department.dno GROUP BY minor_in.dno HAVING COUNT( * ) = 1,What is the name of the department that  has no students minoring in it?,,"Misunderstanding the NLQ: what the hypothetical query expresses is ""the name of the departments that has exactly one student minoring in it"".",Misunderstand the query,I2,Zheng Z,328.8140001,12,1,SELECT DName FROM DEPARTMENT EXCEPT SELECT T1.DName FROM DEPARTMENT AS T1 JOIN MINOR_IN AS T2 ON T1.DNO  =  T2.DNO
802fd6b0-279c-4e6c-885e-638db66d4362,8654c831-e8af-4593-ae3a-c4b4076c9201,tianyi,2179,SELECT department.dname FROM minor_in JOIN department ON minor_in.dno = department.dno GROUP BY minor_in.dno HAVING COUNT( * ) = 1,What is the name of the department that has no students minoring in it?,"HAVING, COUNT( * ) = 1, GROUP BY, minor_in.dno","Inappropriate and incorrect use of syntax in Hypothetical query. The 'GROUP BY XXX HAVING COUNT( * ) = XX' is not a good choice for finding the correct result.; The system might misunderstand the meaning of the original Natural language query, since 'HAVING COUNT( * ) = 1' cannot produce the correct result. It should be replaced by 'EXCEPT SELECT DEPARTMENT.DName'.",Inappropriate syntax use; Misunderstand the query,H2; I2,Zheng Z,1161.456,12,1,SELECT DName FROM DEPARTMENT EXCEPT SELECT T1.DName FROM DEPARTMENT AS T1 JOIN MINOR_IN AS T2 ON T1.DNO  =  T2.DNO
90f0447f-609c-44ac-b7dc-50349766ca04,6de1d0b5-c758-4cee-a6f3-d361ba658a4b,zhengning,2179,SELECT department.dname FROM minor_in JOIN department ON minor_in.dno = department.dno GROUP BY minor_in.dno HAVING COUNT( * ) = 1,What is the name of the department that has no students minoring in it?,"HAVING, COUNT( * ) = 1","1, didn't understand the meaning of the query;
2, ignore the keyword: except;
3, understanding error: ""no students"" doesn't equal to ""COUNT(*) = 1""",Misuderstand the query; Miss a keyword,I1; A1d,Zheng Z,454,12,1,SELECT DName FROM DEPARTMENT EXCEPT SELECT T1.DName FROM DEPARTMENT AS T1 JOIN MINOR_IN AS T2 ON T1.DNO  =  T2.DNO
